Model,MDO3024
Firmware Version,1.30

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,0.1,,
Horizontal Delay,0,,
Sample Interval,0.0001,,
Record Length,10000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,1,1,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,0.1,1,5
Vertical Position,1.98,0,-2.04
,,,
,,,
,,,
Label,,,
TIME,CH1,CH2,CH3
2.372e-01,0.125094,2.01797,1.56172
2.373e-01,0.123047,1.97969,1.55859
2.374e-01,0.117516,2.02797,1.56406
2.375e-01,0.119891,1.99453,1.56406
2.376e-01,0.125828,2.02594,1.56719
2.377e-01,0.120188,2.08188,1.57734
2.378e-01,0.11975,2.00406,1.56484
2.379e-01,0.117953,1.94828,1.56563
2.380e-01,0.115687,2.10109,1.56953
2.381e-01,0.123031,2.05938,1.57031
2.382e-01,0.121234,1.98422,1.57344
2.383e-01,0.116516,2.075,1.57266
2.384e-01,0.116391,2.02078,1.57266
2.385e-01,0.116047,1.96562,1.57656
2.386e-01,0.118188,1.96969,1.57266
2.387e-01,0.123609,2.10703,1.56641
2.388e-01,0.115937,2.02078,1.57109
2.389e-01,0.118188,2.01688,1.57266
2.390e-01,0.126172,2.14453,1.56563
2.391e-01,0.123359,2.06266,1.56797
2.392e-01,0.115766,2.00672,1.57734
2.393e-01,0.115422,1.97609,1.57422
2.394e-01,0.117828,1.91563,1.56797
2.395e-01,0.123141,2.03797,1.575
2.396e-01,0.118297,2.03219,1.57344
2.397e-01,0.126453,2.13063,1.57344
2.398e-01,0.123797,1.99578,1.56875
2.399e-01,0.116422,2.01609,1.56797
2.400e-01,0.118891,2.00609,1.56563
2.401e-01,0.126609,2.10109,1.56406
2.402e-01,0.124156,2.0125,1.56563
2.403e-01,0.119906,2.04563,1.56172
2.404e-01,0.127516,2.13938,1.56563
2.405e-01,0.125109,2.06172,1.56172
2.406e-01,0.118297,2.05078,1.56641
2.407e-01,0.120484,2.02125,1.57031
2.408e-01,0.128375,2.09781,1.56484
2.409e-01,0.12575,2.02453,1.56719
2.410e-01,0.119391,2.02578,1.56719
2.411e-01,0.117188,1.98188,1.55625
2.412e-01,0.113609,2.0225,1.56328
2.413e-01,0.121437,2.08359,1.55625
2.414e-01,0.119234,2.01672,1.56328
2.415e-01,0.115516,2.07125,1.56328
2.416e-01,0.123422,2.12391,1.56016
2.417e-01,0.122906,2.03078,1.56328
2.418e-01,0.120844,1.97969,1.56016
2.419e-01,0.117563,2.05391,1.55625
2.420e-01,0.125437,2.09391,1.55938
2.421e-01,0.123406,2.01719,1.56328
2.422e-01,0.117578,2.07344,1.56563
2.423e-01,0.119937,2.04219,1.56484
2.424e-01,0.127484,2.055,1.56406
2.425e-01,0.1255,2.00578,1.56328
2.426e-01,0.120328,2.07672,1.55938
2.427e-01,0.119953,2.00578,1.55
2.428e-01,0.118203,1.94719,1.55781
2.429e-01,0.115516,2.10531,1.55313
2.430e-01,0.123016,2.06891,1.55391
2.431e-01,0.120953,2.01578,1.55703
2.432e-01,0.116297,2.15063,1.54688
2.433e-01,0.115984,2.11516,1.55625
2.434e-01,0.115906,1.98797,1.55391
2.435e-01,0.118172,1.97516,1.55938
2.436e-01,0.123344,2.12078,1.55
2.437e-01,0.11575,2.01203,1.55547
2.438e-01,0.118141,1.98156,1.55625
2.439e-01,0.123547,2.09922,1.55625
2.440e-01,0.115859,2.01734,1.55391
2.441e-01,0.118312,1.99109,1.56016
2.442e-01,0.123812,2.11563,1.55
2.443e-01,0.116187,2.0175,1.55
2.444e-01,0.118734,1.99047,1.55234
2.445e-01,0.126641,2.10109,1.55156
2.446e-01,0.123844,1.98984,1.54844
2.447e-01,0.119109,1.99813,1.54766
2.448e-01,0.127109,2.11344,1.55547
2.449e-01,0.124563,2.00031,1.54375
2.450e-01,0.120172,2.00797,1.54922
2.451e-01,0.127922,2.11172,1.54609
2.452e-01,0.125375,1.98125,1.55625
2.453e-01,0.116437,1.91281,1.54766
2.454e-01,0.112922,2.04531,1.54531
2.455e-01,0.120688,2.10703,1.55156
2.456e-01,0.118547,2.02672,1.54375
2.457e-01,0.112328,2.08469,1.56016
2.458e-01,0.114578,2.02625,1.56406
2.459e-01,0.120359,2.02547,1.55938
2.460e-01,0.116953,2.06937,1.55859
2.461e-01,0.124484,2.10891,1.55313
2.462e-01,0.122563,2.01828,1.55391
2.463e-01,0.116891,2.04234,1.55
2.464e-01,0.119063,1.99531,1.55859
2.465e-01,0.125203,2.02188,1.56563
2.466e-01,0.119547,2.06969,1.56094
2.467e-01,0.119172,1.99172,1.55625
2.468e-01,0.11725,1.96094,1.5625
2.469e-01,0.114812,2.05563,1.55625
2.470e-01,0.122328,2.03203,1.55547
2.471e-01,0.120453,1.96406,1.55703
2.472e-01,0.115734,2.06609,1.56094
2.473e-01,0.115422,2.01141,1.57578
2.474e-01,0.117453,1.99859,1.57266
2.475e-01,0.122906,2.18156,1.57422
2.476e-01,0.115328,1.99562,1.56641
2.477e-01,0.117609,1.99219,1.56484
2.478e-01,0.125188,2.13266,1.56719
2.479e-01,0.1225,2.02453,1.57656
2.480e-01,0.117375,1.99141,1.57266
2.481e-01,0.125188,2.12812,1.58047
2.482e-01,0.122563,2.0325,1.56797
2.483e-01,0.117453,2.02,1.5625
2.484e-01,0.125578,2.14562,1.56719
2.485e-01,0.123094,2.06578,1.56719
2.486e-01,0.118141,2.03828,1.57656
2.487e-01,0.126312,2.14969,1.575
2.488e-01,0.123641,2.06469,1.57812
2.489e-01,0.116406,2.00797,1.575
2.490e-01,0.11875,2.00016,1.575
2.491e-01,0.126734,2.09844,1.57109
2.492e-01,0.124281,2.01063,1.57266
2.493e-01,0.119969,2.02844,1.57344
2.494e-01,0.127734,2.11344,1.56875
2.495e-01,0.125281,2.02516,1.57578
2.496e-01,0.116844,2.0225,1.57031
2.497e-01,0.113,2.06875,1.57422
2.498e-01,0.120688,2.12891,1.56563
2.499e-01,0.1205,2.01031,1.57969
2.500e-01,0.118312,1.92,1.56328
2.501e-01,0.114391,2.05031,1.56797
2.502e-01,0.122203,2.15719,1.56797
2.503e-01,0.120312,2.02594,1.56719
2.504e-01,0.117125,2.06953,1.56328
2.505e-01,0.124937,2.11859,1.56641
2.506e-01,0.122641,2.03875,1.56797
2.507e-01,0.116906,2.05375,1.57266
2.508e-01,0.115141,1.98844,1.56797
2.509e-01,0.112328,2.13359,1.5625
2.510e-01,0.119844,2.13516,1.56094
2.511e-01,0.119453,2.00266,1.55781
2.512e-01,0.117688,1.95891,1.56563
2.513e-01,0.115391,2.10203,1.56719
2.514e-01,0.122359,2.06547,1.57031
2.515e-01,0.120609,2.02516,1.56719
2.516e-01,0.116078,2.13,1.55859
2.517e-01,0.115797,2.08109,1.56172
2.518e-01,0.115375,1.99344,1.56797
2.519e-01,0.117719,1.99281,1.56328
2.520e-01,0.123156,2.15391,1.57422
2.521e-01,0.115406,2.00594,1.56797
2.522e-01,0.118063,1.98547,1.57422
2.523e-01,0.123188,2.09687,1.575
2.524e-01,0.115578,2.00547,1.57031
2.525e-01,0.117844,1.98938,1.56875
2.526e-01,0.123625,2.11156,1.56641
2.527e-01,0.115828,2.02047,1.56953
2.528e-01,0.11825,1.99328,1.56641
2.529e-01,0.126109,2.09375,1.57422
2.530e-01,0.123594,1.9775,1.57656
2.531e-01,0.119094,1.9775,1.57578
2.532e-01,0.124563,2.09125,1.57734
2.533e-01,0.117688,2.03094,1.58203
2.534e-01,0.120234,1.98406,1.57422
2.535e-01,0.12575,2.07891,1.56641
2.536e-01,0.117203,2.03047,1.56406
2.537e-01,0.113406,2.11437,1.56797
2.538e-01,0.121328,2.17172,1.57422
2.539e-01,0.120859,2.05609,1.56719
2.540e-01,0.1185,2.00391,1.55781
2.541e-01,0.115,2.04891,1.5625
2.542e-01,0.123125,2.09266,1.56484
2.543e-01,0.120844,1.96859,1.56953
2.544e-01,0.117391,2.04484,1.56953
2.545e-01,0.125016,2.11094,1.56328
2.546e-01,0.122937,2.01125,1.56484
2.547e-01,0.119922,2.04844,1.56641
2.548e-01,0.127437,2.09156,1.56563
2.549e-01,0.125437,2.03031,1.56641
2.550e-01,0.119922,2.10828,1.56563
2.551e-01,0.119609,2.05641,1.56328
2.552e-01,0.119312,1.97609,1.56406
2.553e-01,0.117578,1.95125,1.57109
2.554e-01,0.114922,2.04734,1.56484
2.555e-01,0.122312,1.98766,1.57031
2.556e-01,0.120563,1.93984,1.56641
2.557e-01,0.115672,2.08703,1.56563
2.558e-01,0.115437,2.03047,1.56953
2.559e-01,0.117734,2.01734,1.575
2.560e-01,0.122937,2.16406,1.56875
2.561e-01,0.115141,2.06594,1.57109
2.562e-01,0.115,1.99391,1.56875
2.563e-01,0.117391,1.97859,1.56953
2.564e-01,0.122625,2.11813,1.56563
2.565e-01,0.114969,2.05125,1.56563
2.566e-01,0.114687,2.01625,1.57578
2.567e-01,0.117375,1.96234,1.56797
2.568e-01,0.122828,2.09875,1.56094
2.569e-01,0.115266,2.02062,1.56563
2.570e-01,0.117609,2.01609,1.57578
2.571e-01,0.125516,2.1425,1.56797
2.572e-01,0.123016,2.06813,1.57422
2.573e-01,0.115594,2.00625,1.56328
2.574e-01,0.117922,2.00797,1.56641
2.575e-01,0.125781,2.12438,1.57734
2.576e-01,0.123375,2.05141,1.56875
2.577e-01,0.116109,2.00766,1.55938
2.578e-01,0.118641,2.00281,1.56875
2.579e-01,0.126422,2.10625,1.55938
2.580e-01,0.124016,2.04703,1.5625
2.581e-01,0.11725,2.01328,1.56094
2.582e-01,0.119766,2.01156,1.56172
2.583e-01,0.127828,2.10562,1.56016
2.584e-01,0.125359,2.00937,1.56172
2.585e-01,0.118594,2.02531,1.56875
2.586e-01,0.116484,1.99875,1.55859
2.587e-01,0.112641,2.06297,1.55547
2.588e-01,0.120453,2.11109,1.56328
2.589e-01,0.120016,2.02438,1.56484
2.590e-01,0.118031,1.99922,1.56719
2.591e-01,0.114469,2.07281,1.56563
2.592e-01,0.122406,2.12391,1.56094
2.593e-01,0.122,2.01703,1.56328
2.594e-01,0.120016,1.99703,1.56016
2.595e-01,0.114,2.07234,1.55781
2.596e-01,0.116469,2.01906,1.55625
2.597e-01,0.124688,2.04406,1.55938
2.598e-01,0.122375,2.01781,1.54766
2.599e-01,0.116375,2.11109,1.56328
2.600e-01,0.116219,2.05547,1.55156
2.601e-01,0.118531,1.98578,1.55313
2.602e-01,0.124844,2.01266,1.54922
2.603e-01,0.119312,2.11172,1.54297
2.604e-01,0.118828,2.07125,1.54766
2.605e-01,0.118594,1.98078,1.55234
2.606e-01,0.117156,1.97375,1.54688
2.607e-01,0.114375,2.115,1.55703
2.608e-01,0.121922,2.11094,1.55938
2.609e-01,0.121422,1.9825,1.55703
2.610e-01,0.119922,1.97562,1.5625
2.611e-01,0.115,2.1225,1.55938
2.612e-01,0.114859,2.07141,1.56094
2.613e-01,0.114797,1.98844,1.56328
2.614e-01,0.116906,2.01594,1.55625
2.615e-01,0.124594,2.14547,1.55781
2.616e-01,0.122,2.06219,1.56094
2.617e-01,0.116625,2.02234,1.5625
2.618e-01,0.124281,2.17563,1.56406
2.619e-01,0.121937,2.07078,1.55938
2.620e-01,0.116875,2.05922,1.55938
2.621e-01,0.124797,2.22719,1.56016
2.622e-01,0.124328,2.14297,1.55703
2.623e-01,0.122047,2.03359,1.56172
2.624e-01,0.117391,2.02547,1.56328
2.625e-01,0.125188,2.16672,1.56406
2.626e-01,0.122547,2.07437,1.56406
2.627e-01,0.117641,2.06953,1.55234
2.628e-01,0.125875,2.20672,1.55547
2.629e-01,0.125672,2.11047,1.5625
2.630e-01,0.123406,2.04594,1.55703
2.631e-01,0.118719,2.04734,1.54922
2.632e-01,0.126734,2.17156,1.56016
2.633e-01,0.126312,2.08969,1.5625
2.634e-01,0.123922,2.02016,1.56563
2.635e-01,0.119672,2.01953,1.55859
2.636e-01,0.127516,2.16219,1.56797
2.637e-01,0.127234,2.04281,1.56875
2.638e-01,0.124891,1.93375,1.57422
2.639e-01,0.120812,2.04438,1.57031
2.640e-01,0.128547,2.15297,1.56875
2.641e-01,0.128266,2.05031,1.56875
2.642e-01,0.126312,1.98859,1.5625
2.643e-01,0.119734,2.01125,1.56797
2.644e-01,0.117594,1.98656,1.56719
2.645e-01,0.113969,2.07406,1.56406
2.646e-01,0.122016,2.10359,1.56094
2.647e-01,0.121672,2.00594,1.56875
2.648e-01,0.119734,1.97797,1.57734
2.649e-01,0.116359,2.07844,1.575
2.650e-01,0.124063,2.10109,1.57422
2.651e-01,0.122094,2.035,1.56875
2.652e-01,0.116437,2.11938,1.57891
2.653e-01,0.116203,2.03672,1.56719
2.654e-01,0.114469,1.94391,1.57422
2.655e-01,0.111687,2.12875,1.56875
2.656e-01,0.119328,2.12031,1.5625
2.657e-01,0.118953,1.99641,1.56719
2.658e-01,0.118875,1.95734,1.57109
2.659e-01,0.117219,1.94484,1.575
2.660e-01,0.114578,2.06188,1.57344
2.661e-01,0.122078,2.06141,1.56563
2.662e-01,0.120406,1.9775,1.55859
2.663e-01,0.115422,2.15156,1.56875
2.664e-01,0.115312,2.10813,1.57031
2.665e-01,0.115203,2.04984,1.56094
2.666e-01,0.117297,2.03203,1.56563
2.667e-01,0.125156,2.22156,1.57422
2.668e-01,0.124703,2.145,1.57109
2.669e-01,0.122141,2.06797,1.57266
2.670e-01,0.117016,2.04688,1.57031
2.671e-01,0.124797,2.25375,1.56797
2.672e-01,0.124578,2.19219,1.56563
2.673e-01,0.121906,2.09391,1.56328
2.674e-01,0.114359,2.05156,1.57109
2.675e-01,0.116953,2.00672,1.56484
2.676e-01,0.124688,2.16203,1.56484
2.677e-01,0.122047,2.07781,1.56563
2.678e-01,0.1145,2.02125,1.56328
2.679e-01,0.117312,2.04141,1.56406
2.680e-01,0.124703,2.20188,1.56953
2.681e-01,0.124875,2.10906,1.56875
2.682e-01,0.122156,2.03891,1.57031
2.683e-01,0.117406,2.05766,1.57266
2.684e-01,0.125469,2.21344,1.56875
2.685e-01,0.125063,2.13797,1.56719
2.686e-01,0.12275,2.06906,1.56172
2.687e-01,0.115469,2.02203,1.56797
2.688e-01,0.117953,2.03906,1.56719
2.689e-01,0.125937,2.2075,1.56563
2.690e-01,0.125672,2.14688,1.56172
2.691e-01,0.123328,2.0275,1.55859
2.692e-01,0.118797,2.04703,1.55625
2.693e-01,0.12675,2.13484,1.55547
2.694e-01,0.126641,2.125,1.55391
2.695e-01,0.126734,2.0775,1.55781
2.696e-01,0.124234,1.99484,1.55313
2.697e-01,0.119625,2.04625,1.55313
2.698e-01,0.127812,2.14641,1.56094
2.699e-01,0.125422,2.06078,1.56094
2.700e-01,0.118812,2.11078,1.56094
2.701e-01,0.118469,2.05859,1.56016
2.702e-01,0.121312,2.03516,1.54844
2.703e-01,0.129063,2.11078,1.55313
2.704e-01,0.126812,2.06281,1.55156
2.705e-01,0.120391,2.09484,1.55703
2.706e-01,0.120641,2.04891,1.55391
2.707e-01,0.118375,2.01453,1.55938
2.708e-01,0.114812,2.10797,1.55625
2.709e-01,0.122703,2.16,1.5625
2.710e-01,0.1225,2.10391,1.56016
2.711e-01,0.122406,2.00156,1.55625
2.712e-01,0.120391,1.99281,1.55781
2.713e-01,0.117047,2.09766,1.55391
2.714e-01,0.124781,2.13328,1.55313
2.715e-01,0.124328,2.0425,1.54844
2.716e-01,0.122719,2.01906,1.55
2.717e-01,0.116953,2.12484,1.56094
2.718e-01,0.116984,2.08344,1.55938
2.719e-01,0.119297,2.03313,1.56172
2.720e-01,0.126937,2.02875,1.56484
2.721e-01,0.125063,1.98687,1.5625
2.722e-01,0.119484,2.115,1.55625
2.723e-01,0.119266,2.07172,1.56016
2.724e-01,0.119219,2.01469,1.55313
2.725e-01,0.118969,1.98047,1.55547
2.726e-01,0.117594,1.92437,1.55234
2.727e-01,0.114906,2.05437,1.56094
2.728e-01,0.122312,2.08,1.56484
2.729e-01,0.122234,1.97031,1.56094
2.730e-01,0.120578,1.98813,1.55625
2.731e-01,0.115812,2.11469,1.55859
2.732e-01,0.115625,2.08141,1.55391
2.733e-01,0.115391,2.03094,1.56406
2.734e-01,0.117734,2.00625,1.55391
2.735e-01,0.125437,2.17828,1.55859
2.736e-01,0.122609,2.08047,1.55234
2.737e-01,0.115078,1.97078,1.55625
2.738e-01,0.1175,1.97437,1.55703
2.739e-01,0.125078,2.12047,1.55156
2.740e-01,0.122578,2.04016,1.55234
2.741e-01,0.117484,1.99719,1.55703
2.742e-01,0.125359,2.13984,1.56094
2.743e-01,0.122828,2.09078,1.55938
2.744e-01,0.115703,1.99766,1.56016
2.745e-01,0.118094,2.03656,1.55938
2.746e-01,0.123406,2.17859,1.56328
2.747e-01,0.113969,1.82219,1.5625
2.748e-01,0.113125,2.05984,1.56719
2.749e-01,0.121,2.21219,1.56484
2.750e-01,0.120703,2.11766,1.56563
2.751e-01,0.120344,2.03516,1.56328
2.752e-01,0.118234,1.98672,1.5625
2.753e-01,0.114,2.00672,1.56641
2.754e-01,0.121906,2.13437,1.56172
2.755e-01,0.121594,2.05547,1.55938
2.756e-01,0.119453,2.00141,1.56406
2.757e-01,0.115125,2.04547,1.55938
2.758e-01,0.122937,2.14297,1.56406
2.759e-01,0.123031,2.06219,1.56719
2.760e-01,0.120563,2.00281,1.56797
2.761e-01,0.116516,2.04141,1.56875
2.762e-01,0.124563,2.13703,1.5625
2.763e-01,0.124516,2.05031,1.56172
2.764e-01,0.122469,2.00281,1.5625
2.765e-01,0.118359,2.05203,1.57266
2.766e-01,0.126312,2.13875,1.57969
2.767e-01,0.126125,2.05891,1.57734
2.768e-01,0.125922,2.01156,1.57109
2.769e-01,0.123781,1.94281,1.57969
2.770e-01,0.120234,2.01688,1.56875
2.771e-01,0.128047,2.09469,1.57578
2.772e-01,0.125922,2.03688,1.56875
2.773e-01,0.119906,2.08484,1.57578
2.774e-01,0.119781,2.03031,1.56641
2.775e-01,0.117969,1.98219,1.56563
2.776e-01,0.115,2.10234,1.57109
2.777e-01,0.122641,2.11109,1.5625
2.778e-01,0.122437,2.00766,1.56172
2.779e-01,0.120516,1.98672,1.55938
2.780e-01,0.115203,2.09047,1.56328
2.781e-01,0.117328,2.05547,1.56328
2.782e-01,0.125125,1.99531,1.56875
2.783e-01,0.123188,1.95578,1.57266
2.784e-01,0.118078,2.06484,1.56484
2.785e-01,0.117703,2.02906,1.56797
2.786e-01,0.117688,1.95813,1.56719
2.787e-01,0.115875,1.94641,1.56953
2.788e-01,0.113906,2.08047,1.56641
2.789e-01,0.121297,2.05391,1.56953
2.790e-01,0.119781,2.00047,1.55781
2.791e-01,0.115234,2.13187,1.56719
2.792e-01,0.115125,2.09844,1.56797
2.793e-01,0.114891,2.02453,1.56641
2.794e-01,0.117297,2.02031,1.56875
2.795e-01,0.125047,2.21813,1.56797
2.796e-01,0.122359,2.07938,1.56797
2.797e-01,0.114719,2.0175,1.56172
2.798e-01,0.117203,2.02969,1.56016
2.799e-01,0.125094,2.15875,1.56563
2.800e-01,0.122141,2.07563,1.56406
2.801e-01,0.115172,2.02531,1.56328
2.802e-01,0.11775,2.03453,1.56641
2.803e-01,0.125453,2.1375,1.56016
2.804e-01,0.122953,2.01016,1.56328
2.805e-01,0.115625,2.0475,1.56016
2.806e-01,0.117828,2.04875,1.56484
2.807e-01,0.125969,2.15875,1.55
2.808e-01,0.125594,2.09187,1.55703
2.809e-01,0.123016,2.03516,1.55313
2.810e-01,0.118906,2.05125,1.55547
2.811e-01,0.126906,2.16859,1.55703
2.812e-01,0.126516,2.08953,1.56016
2.813e-01,0.124297,2.03875,1.55703
2.814e-01,0.117203,2.02312,1.56484
2.815e-01,0.119609,2.02281,1.56406
2.816e-01,0.127359,2.10781,1.56016
2.817e-01,0.125109,2.04781,1.56328
2.818e-01,0.118625,2.05125,1.56328
2.819e-01,0.118406,2.00266,1.56563
2.820e-01,0.116047,1.95922,1.56641
2.821e-01,0.112609,2.02984,1.56797
2.822e-01,0.120109,2.10047,1.575
2.823e-01,0.120094,2.01391,1.57578
2.824e-01,0.118016,1.97938,1.56563
2.825e-01,0.11425,2.06453,1.56641
2.826e-01,0.122344,2.12797,1.56641
2.827e-01,0.122094,2.04734,1.57109
2.828e-01,0.119734,2.00609,1.55703
2.829e-01,0.116375,2.08922,1.55703
2.830e-01,0.124547,2.12016,1.56328
2.831e-01,0.124063,2.04641,1.56094
2.832e-01,0.121969,2.02109,1.56953
2.833e-01,0.116281,2.10188,1.56641
2.834e-01,0.116016,2.06266,1.56641
2.835e-01,0.118484,2.00531,1.56328
2.836e-01,0.126219,2.01828,1.55859
2.837e-01,0.124297,2.01797,1.56016
2.838e-01,0.118656,2.07844,1.56484
2.839e-01,0.118172,2.04125,1.57109
2.840e-01,0.1165,2.01656,1.56563
2.841e-01,0.113906,2.13719,1.56484
2.842e-01,0.12125,2.11844,1.56172
2.843e-01,0.121,2.01844,1.55703
2.844e-01,0.119688,1.99953,1.56484
2.845e-01,0.114547,2.13469,1.56172
2.846e-01,0.114328,2.09578,1.56563
2.847e-01,0.116563,2.03063,1.56719
2.848e-01,0.124203,1.995,1.56953
2.849e-01,0.122281,1.94359,1.56563
2.850e-01,0.117719,2.09484,1.57031
2.851e-01,0.117453,2.06266,1.56563
2.852e-01,0.11725,1.98641,1.56094
2.853e-01,0.119437,1.99281,1.57344
2.854e-01,0.124906,2.11734,1.57344
2.855e-01,0.117266,2.04422,1.56406
2.856e-01,0.119422,2.0175,1.57344
2.857e-01,0.125094,2.13719,1.57031
2.858e-01,0.117719,2.07063,1.56875
2.859e-01,0.117266,1.98641,1.57109
2.860e-01,0.119453,1.97516,1.56797
2.861e-01,0.124656,2.08672,1.56953
2.862e-01,0.117234,2.02188,1.56719
2.863e-01,0.120016,2.01703,1.57344
2.864e-01,0.125703,2.11672,1.575
2.865e-01,0.118391,2.07844,1.57266
2.866e-01,0.115937,2.00594,1.56094
2.867e-01,0.111875,1.99813,1.56563
2.868e-01,0.119625,2.11484,1.56641
2.869e-01,0.119219,2.01812,1.5625
2.870e-01,0.117094,1.96109,1.57031
2.871e-01,0.113047,1.98813,1.56953
2.872e-01,0.120672,2.09219,1.56641
2.873e-01,0.118437,2.02875,1.56328
2.874e-01,0.114734,2.04031,1.56172
2.875e-01,0.122609,2.13516,1.56797
2.876e-01,0.120328,2.02156,1.56563
2.877e-01,0.116469,2.05891,1.56797
2.878e-01,0.124437,2.14297,1.56797
2.879e-01,0.124078,2.03344,1.56953
2.880e-01,0.121766,1.99281,1.5625
2.881e-01,0.118172,2.05313,1.56406
2.882e-01,0.12625,2.11672,1.56797
2.883e-01,0.125891,2.02656,1.56875
2.884e-01,0.123844,1.96844,1.57266
2.885e-01,0.117563,2.01078,1.57344
2.886e-01,0.116016,1.98547,1.56953
2.887e-01,0.113125,2.07547,1.56953
2.888e-01,0.120406,2.06266,1.56953
2.889e-01,0.118922,1.98484,1.56719
2.890e-01,0.115953,2.08953,1.56797
2.891e-01,0.123734,2.07703,1.57344
2.892e-01,0.121781,2.00484,1.57109
2.893e-01,0.116781,2.10219,1.56641
2.894e-01,0.116391,2.05406,1.55859
2.895e-01,0.116312,1.97359,1.5625
2.896e-01,0.118656,1.9575,1.56406
2.897e-01,0.123828,2.06328,1.5625
2.898e-01,0.118531,2.04469,1.56406
2.899e-01,0.126234,2.23078,1.56484
2.900e-01,0.123437,2.12641,1.57266
2.901e-01,0.115687,2.01594,1.57344
2.902e-01,0.118141,2.03313,1.56406
2.903e-01,0.125969,2.15547,1.56406
2.904e-01,0.122984,2.09922,1.56719
2.905e-01,0.115687,2.08578,1.56797
2.906e-01,0.117937,2.00156,1.56406
2.907e-01,0.125688,2.11578,1.56641
2.908e-01,0.123297,2.03422,1.56016
2.909e-01,0.118266,2.04531,1.56875
2.910e-01,0.126109,2.15344,1.57031
2.911e-01,0.123828,2.05797,1.5625
2.912e-01,0.1165,2.03375,1.56328
2.913e-01,0.118781,2.02297,1.56563
2.914e-01,0.126812,2.10734,1.56094
2.915e-01,0.124297,2.03563,1.56484
2.916e-01,0.117141,2.01453,1.55391
2.917e-01,0.119391,1.99109,1.55859
2.918e-01,0.127375,2.07766,1.55859
2.919e-01,0.125141,2.02578,1.56094
2.920e-01,0.118422,2.07422,1.56094
2.921e-01,0.115984,1.95578,1.56328
2.922e-01,0.112219,1.99281,1.56094
2.923e-01,0.120141,2.06797,1.56719
2.924e-01,0.118141,1.99453,1.55781
2.925e-01,0.114234,2.04,1.56328
2.926e-01,0.122016,2.11578,1.56953
2.927e-01,0.121797,2.03125,1.56641
2.928e-01,0.119672,1.965,1.57031
2.929e-01,0.116094,2.03594,1.575
2.930e-01,0.123578,2.08969,1.56953
2.931e-01,0.121734,2.02281,1.56484
2.932e-01,0.115875,2.06344,1.56172
2.933e-01,0.118078,2.04297,1.5625
2.934e-01,0.125984,2.05328,1.56875
2.935e-01,0.123984,1.99625,1.56563
2.936e-01,0.118344,2.06438,1.5625
2.937e-01,0.117875,2.015,1.56563
2.938e-01,0.116156,2.0025,1.56563
2.939e-01,0.113812,2.09672,1.56797
2.940e-01,0.121344,2.06531,1.57109
2.941e-01,0.119359,2.00766,1.56719
2.942e-01,0.114203,2.12547,1.57109
2.943e-01,0.11675,2.07766,1.56484
2.944e-01,0.123953,2.01187,1.56406
2.945e-01,0.12225,1.9675,1.56094
2.946e-01,0.117781,2.11016,1.56563
2.947e-01,0.11725,2.06297,1.57109
2.948e-01,0.116828,1.96547,1.575
2.949e-01,0.119094,1.95813,1.58047
2.950e-01,0.124469,2.08906,1.575
2.951e-01,0.116453,1.98938,1.57812
2.952e-01,0.118812,1.97297,1.57578
2.953e-01,0.124484,2.10891,1.56797
2.954e-01,0.116906,1.98922,1.57734
2.955e-01,0.119172,1.96672,1.57812
2.956e-01,0.124688,2.08828,1.58047
2.957e-01,0.117063,1.99531,1.58125
2.958e-01,0.119391,1.96703,1.58594
2.959e-01,0.125391,2.07641,1.57656
2.960e-01,0.117953,2.01438,1.57812
2.961e-01,0.119937,1.95,1.57422
2.962e-01,0.125859,2.06438,1.58047
2.963e-01,0.116672,2.02203,1.58125
2.964e-01,0.112656,2.04813,1.58438
2.965e-01,0.120563,2.13078,1.5875
2.966e-01,0.1185,2.0175,1.58047
2.967e-01,0.114453,2.02609,1.57891
2.968e-01,0.122141,2.13766,1.57891
2.969e-01,0.120063,2.02781,1.57266
2.970e-01,0.116344,2.05594,1.56719
2.971e-01,0.124203,2.12016,1.58672
2.972e-01,0.122203,2.02312,1.58516
2.973e-01,0.118437,2.06859,1.58672
2.974e-01,0.124,2.10125,1.58281
2.975e-01,0.117703,1.91297,1.58281
2.976e-01,0.125047,2.11891,1.58047
2.977e-01,0.12475,2.045,1.58281
2.978e-01,0.122812,1.99203,1.57969
2.979e-01,0.117047,2.02781,1.58125
2.980e-01,0.119266,1.99031,1.58516
2.981e-01,0.125437,2.01156,1.58672
2.982e-01,0.119922,2.05406,1.59141
2.983e-01,0.119781,1.99031,1.58828
2.984e-01,0.118031,1.95094,1.59063
2.985e-01,0.115547,2.05547,1.58828
2.986e-01,0.122875,2.00719,1.58906
2.987e-01,0.121172,1.93813,1.59141
2.988e-01,0.116812,2.06156,1.59453
2.989e-01,0.116656,1.97922,1.60078
2.990e-01,0.118719,1.95719,1.59375
2.991e-01,0.124031,2.08344,1.57734
2.992e-01,0.116406,1.98625,1.5875
2.993e-01,0.118547,1.97938,1.59453
2.994e-01,0.124156,2.09437,1.5875
2.995e-01,0.116766,2.00141,1.58047
2.996e-01,0.119047,1.97359,1.58281
2.997e-01,0.12675,2.11281,1.57266
2.998e-01,0.124281,2.00078,1.57656
