Model,MDO3024
Firmware Version,1.30

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,0.1,,
Horizontal Delay,0,,
Sample Interval,0.0001,,
Record Length,10000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,1,1,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,0.1,1,5
Vertical Position,1.98,0,-2.04
,,,
,,,
,,,
Label,,,
TIME,CH1,CH2,CH3
-3.756e-01,0.124172,2.14938,1.55
-3.755e-01,0.120906,2.06875,1.54531
-3.754e-01,0.113641,1.98438,1.54375
-3.753e-01,0.117063,1.97641,1.54922
-3.752e-01,0.120922,2.07,1.55313
-3.751e-01,0.117156,2.07125,1.55313
-3.750e-01,0.124156,2.20266,1.55078
-3.749e-01,0.123969,2.11437,1.54766
-3.748e-01,0.120656,2.03156,1.55156
-3.747e-01,0.117344,2.02547,1.55703
-3.746e-01,0.124578,2.14453,1.56016
-3.745e-01,0.121312,2.07,1.55234
-3.744e-01,0.114734,2.02469,1.55313
-3.743e-01,0.117937,1.99922,1.54922
-3.742e-01,0.122406,2.07391,1.54844
-3.741e-01,0.115766,2.01734,1.55078
-3.740e-01,0.119063,2.00734,1.54531
-3.739e-01,0.126266,2.07516,1.55313
-3.738e-01,0.123078,1.99703,1.55234
-3.737e-01,0.120047,2.02422,1.54609
-3.736e-01,0.127016,2.10719,1.55156
-3.735e-01,0.124156,2.02875,1.55391
-3.734e-01,0.121359,2.06688,1.56172
-3.733e-01,0.128359,2.13234,1.55938
-3.732e-01,0.125766,2.06047,1.55938
-3.731e-01,0.119641,2.05156,1.56016
-3.730e-01,0.117125,2.02719,1.55391
-3.729e-01,0.114672,2.09859,1.55859
-3.728e-01,0.121688,2.10672,1.55859
-3.727e-01,0.119125,2.0275,1.55859
-3.726e-01,0.116969,2.11625,1.55156
-3.725e-01,0.123875,2.11453,1.55547
-3.724e-01,0.121766,2.06188,1.54844
-3.723e-01,0.116797,2.12734,1.54766
-3.722e-01,0.116312,2.0625,1.55078
-3.721e-01,0.119188,2.00797,1.55234
-3.720e-01,0.124156,2.00391,1.55859
-3.719e-01,0.119125,2.07953,1.55156
-3.718e-01,0.11875,2.01812,1.55
-3.717e-01,0.116656,2.01438,1.54453
-3.716e-01,0.115422,2.11344,1.55
-3.715e-01,0.122281,2.04297,1.54844
-3.714e-01,0.120156,2.00625,1.55156
-3.713e-01,0.115594,2.1,1.55156
-3.712e-01,0.115234,2.03047,1.55625
-3.711e-01,0.118219,2.04516,1.55078
-3.710e-01,0.122281,2.18109,1.55156
-3.709e-01,0.115141,2.06688,1.55313
-3.708e-01,0.118281,2.05437,1.55
-3.707e-01,0.125141,2.22219,1.54531
-3.706e-01,0.122078,2.11016,1.55703
-3.705e-01,0.115141,2.01125,1.54688
-3.704e-01,0.117922,2.00516,1.54922
-3.703e-01,0.122406,2.10734,1.54609
-3.702e-01,0.115547,2.05531,1.54453
-3.701e-01,0.118594,2.06328,1.53984
-3.700e-01,0.125703,2.18016,1.54141
-3.699e-01,0.122703,2.09625,1.53906
-3.698e-01,0.115859,2.02375,1.54063
-3.697e-01,0.118984,2.02469,1.53672
-3.696e-01,0.126172,2.13266,1.53438
-3.695e-01,0.122953,2.06906,1.54297
-3.694e-01,0.119828,2.08516,1.54609
-3.693e-01,0.126891,2.19531,1.53828
-3.692e-01,0.126312,2.09266,1.55156
-3.691e-01,0.123719,2.0225,1.54531
-3.690e-01,0.120719,2.04891,1.54375
-3.689e-01,0.127859,2.135,1.54844
-3.688e-01,0.124937,2.07078,1.53984
-3.687e-01,0.118859,2.04766,1.53594
-3.686e-01,0.115922,2.02,1.54063
-3.685e-01,0.113516,2.07609,1.53828
-3.684e-01,0.120688,2.14703,1.54297
-3.683e-01,0.120281,2.09969,1.54297
-3.682e-01,0.117797,1.9725,1.53672
-3.681e-01,0.115469,2.06734,1.53203
-3.680e-01,0.122563,2.09969,1.53672
-3.679e-01,0.120359,2.02234,1.53828
-3.678e-01,0.117969,2.09,1.54219
-3.677e-01,0.124828,2.09922,1.54219
-3.676e-01,0.124406,2.02984,1.53281
-3.675e-01,0.121953,2.01141,1.52969
-3.674e-01,0.116719,2.08813,1.53281
-3.673e-01,0.11975,2.05531,1.53125
-3.672e-01,0.126734,2.0325,1.53125
-3.671e-01,0.124281,1.99047,1.54297
-3.670e-01,0.119172,2.09234,1.53594
-3.669e-01,0.118875,2.03734,1.54219
-3.668e-01,0.116906,2.01906,1.54141
-3.667e-01,0.115578,2.12125,1.53594
-3.666e-01,0.122312,2.0975,1.53438
-3.665e-01,0.120109,2.04609,1.53281
-3.664e-01,0.115687,2.15156,1.53438
-3.663e-01,0.115516,2.07719,1.53359
-3.662e-01,0.115234,1.99031,1.53359
-3.661e-01,0.118219,2.0175,1.54375
-3.660e-01,0.122188,2.16422,1.53672
-3.659e-01,0.115156,2.02906,1.54766
-3.658e-01,0.118,2.01016,1.53906
-3.657e-01,0.124922,2.13609,1.53438
-3.656e-01,0.121656,2.03047,1.53359
-3.655e-01,0.118031,2.0125,1.53984
-3.654e-01,0.125031,2.14328,1.52656
-3.653e-01,0.121859,2.02906,1.53125
-3.652e-01,0.118422,2.01594,1.525
-3.651e-01,0.125437,2.13406,1.525
-3.650e-01,0.122391,2.01828,1.52266
-3.649e-01,0.118844,1.99656,1.52578
-3.648e-01,0.126234,2.07187,1.52656
-3.647e-01,0.124656,1.98,1.52734
-3.646e-01,0.121734,2.25047,1.52188
-3.645e-01,0.121484,2.18188,1.52188
-3.644e-01,0.121359,2.08078,1.52031
-3.643e-01,0.118609,2.00813,1.51484
-3.642e-01,0.115953,2.05828,1.52266
-3.641e-01,0.122812,2.13766,1.52266
-3.640e-01,0.1225,2.05391,1.52266
-3.639e-01,0.119844,1.96016,1.52109
-3.638e-01,0.117375,2.02734,1.51875
-3.637e-01,0.124547,2.05656,1.52031
-3.636e-01,0.121688,1.98063,1.52344
-3.635e-01,0.119,2.04344,1.51797
-3.634e-01,0.126156,2.07391,1.52969
-3.633e-01,0.123453,1.97813,1.52578
-3.632e-01,0.115937,2.04297,1.52578
-3.631e-01,0.114187,2.20031,1.52656
-3.630e-01,0.118266,2.1725,1.52656
-3.629e-01,0.11375,1.99359,1.52344
-3.628e-01,0.120047,2.16578,1.51875
-3.627e-01,0.119656,2.09406,1.525
-3.626e-01,0.119422,2.02906,1.525
-3.625e-01,0.118906,1.97938,1.52109
-3.624e-01,0.116953,1.92625,1.51641
-3.623e-01,0.115609,2.02094,1.52578
-3.622e-01,0.122234,2.00719,1.53828
-3.621e-01,0.12025,1.94562,1.52734
-3.620e-01,0.116125,2.02594,1.52578
-3.619e-01,0.118891,2.05125,1.52891
-3.618e-01,0.122984,2.16422,1.52422
-3.617e-01,0.115437,2.02641,1.51172
-3.616e-01,0.118641,2.03594,1.52422
-3.615e-01,0.125625,2.17516,1.52031
-3.614e-01,0.122375,2.07187,1.52422
-3.613e-01,0.118703,2.04719,1.53047
-3.612e-01,0.125766,2.17359,1.52266
-3.611e-01,0.122422,2.07563,1.51875
-3.610e-01,0.119,2.05969,1.52266
-3.609e-01,0.126203,2.17141,1.51875
-3.608e-01,0.123156,2.07578,1.51875
-3.607e-01,0.119781,2.05859,1.52734
-3.606e-01,0.126781,2.18297,1.52578
-3.605e-01,0.126578,2.13234,1.52344
-3.604e-01,0.12375,2.0075,1.51484
-3.603e-01,0.120469,2.01109,1.525
-3.602e-01,0.127469,2.1125,1.52891
-3.601e-01,0.124703,2.03547,1.51875
-3.600e-01,0.115953,2.0075,1.5125
-3.599e-01,0.113219,2.06547,1.51562
-3.598e-01,0.120063,2.1125,1.51484
-3.597e-01,0.117563,2.03859,1.51406
-3.596e-01,0.115141,2.08516,1.5125
-3.595e-01,0.122437,2.12,1.5125
-3.594e-01,0.119844,2.06219,1.52109
-3.593e-01,0.117641,2.13656,1.51484
-3.592e-01,0.124563,2.14875,1.51875
-3.591e-01,0.121672,2.05469,1.51094
-3.590e-01,0.116516,2.11031,1.52109
-3.589e-01,0.119406,2.08859,1.52188
-3.588e-01,0.12625,2.07891,1.51797
-3.587e-01,0.123875,2.02641,1.51797
-3.586e-01,0.118734,2.09016,1.51562
-3.585e-01,0.118359,2.02813,1.51875
-3.584e-01,0.116281,1.97922,1.52266
-3.583e-01,0.114812,2.09437,1.51172
-3.582e-01,0.121328,2.09266,1.52656
-3.581e-01,0.119391,2.03797,1.51875
-3.580e-01,0.114906,2.11266,1.51719
-3.579e-01,0.117594,2.08031,1.52656
-3.578e-01,0.12425,2.03703,1.52266
-3.577e-01,0.122047,2.00937,1.525
-3.576e-01,0.117797,2.11391,1.53125
-3.575e-01,0.117563,2.05266,1.52422
-3.574e-01,0.120297,2.06547,1.52891
-3.573e-01,0.124703,2.18422,1.52422
-3.572e-01,0.117641,2.05266,1.52656
-3.571e-01,0.120391,2.04688,1.52344
-3.570e-01,0.124516,2.14422,1.53047
-3.569e-01,0.117344,2.01375,1.53281
-3.568e-01,0.120359,2.03844,1.53594
-3.567e-01,0.127922,2.15,1.53359
-3.566e-01,0.124469,2.03594,1.53906
-3.565e-01,0.120984,2.06125,1.53359
-3.564e-01,0.124703,2.17094,1.53125
-3.563e-01,0.120375,1.90281,1.53594
-3.562e-01,0.1245,1.91094,1.53828
-3.561e-01,0.117016,1.95813,1.53984
-3.560e-01,0.114969,2.12391,1.53594
-3.559e-01,0.114422,2.06609,1.53672
-3.558e-01,0.117531,2.02375,1.53516
-3.557e-01,0.124797,2.05922,1.53594
-3.556e-01,0.121797,1.98328,1.53984
-3.555e-01,0.118969,2.03344,1.53359
-3.554e-01,0.126078,2.06484,1.53984
-3.553e-01,0.123391,1.99,1.53984
-3.552e-01,0.120656,2.05453,1.53594
-3.551e-01,0.127781,2.08172,1.54219
-3.550e-01,0.125172,1.98047,1.53594
-3.549e-01,0.119391,2.02937,1.54219
-3.548e-01,0.116906,2.01187,1.53438
-3.547e-01,0.114781,2.08641,1.53984
-3.546e-01,0.122031,2.11422,1.53203
-3.545e-01,0.119547,2.01891,1.53906
-3.544e-01,0.117531,2.08734,1.54141
-3.543e-01,0.124656,2.07641,1.53438
-3.542e-01,0.122469,2.01391,1.53438
-3.541e-01,0.117203,2.08578,1.52656
-3.540e-01,0.116828,2.02547,1.53906
-3.539e-01,0.114828,2.00844,1.53984
-3.538e-01,0.113625,2.0925,1.53906
-3.537e-01,0.120375,2.07187,1.53594
-3.536e-01,0.118422,2.01266,1.53516
-3.535e-01,0.113891,2.1,1.54141
-3.534e-01,0.113875,2.04734,1.53828
-3.533e-01,0.113781,1.99453,1.53516
-3.532e-01,0.116687,1.99016,1.54141
-3.531e-01,0.123656,2.12281,1.53125
-3.530e-01,0.120594,2.02641,1.53125
-3.529e-01,0.116781,2.00359,1.53047
-3.528e-01,0.123703,2.15922,1.52734
-3.527e-01,0.1205,2.06984,1.52891
-3.526e-01,0.116906,2.05922,1.52813
-3.525e-01,0.124297,2.18484,1.52656
-3.524e-01,0.124,2.11609,1.52109
-3.523e-01,0.121094,2.05156,1.52031
-3.522e-01,0.117422,2.03594,1.52344
-3.521e-01,0.124563,2.14875,1.51719
-3.520e-01,0.121594,2.07156,1.52188
-3.519e-01,0.118437,2.0825,1.52422
-3.518e-01,0.125547,2.18578,1.52969
-3.517e-01,0.125234,2.09344,1.52578
-3.516e-01,0.122297,2.05391,1.52266
-3.515e-01,0.115828,2.05672,1.52422
-3.514e-01,0.115594,2.02406,1.52266
-3.513e-01,0.118844,1.95609,1.52031
-3.512e-01,0.12325,2.05141,1.51875
-3.511e-01,0.117,2.04703,1.51562
-3.510e-01,0.120328,2.04094,1.53125
-3.509e-01,0.127297,2.06484,1.51641
-3.508e-01,0.124625,2.01031,1.52734
-3.507e-01,0.118734,2.06688,1.51797
-3.506e-01,0.118297,2.02328,1.51562
-3.505e-01,0.116063,1.97297,1.51562
-3.504e-01,0.113812,2.05156,1.52578
-3.503e-01,0.120719,2.09453,1.51641
-3.502e-01,0.118156,2.04719,1.52031
-3.501e-01,0.116031,2.13266,1.52422
-3.500e-01,0.123109,2.16016,1.5125
-3.499e-01,0.122844,2.06656,1.5125
-3.498e-01,0.120609,2.04031,1.50781
-3.497e-01,0.118422,2.1225,1.51328
-3.496e-01,0.122281,2.11547,1.51797
-3.495e-01,0.112625,1.97547,1.51562
-3.494e-01,0.110844,2.06328,1.51641
-3.493e-01,0.117781,2.06797,1.50859
-3.492e-01,0.115484,2.03063,1.50156
-3.491e-01,0.114125,2.12875,1.51875
-3.490e-01,0.120625,2.12156,1.51875
-3.489e-01,0.120328,2.02797,1.51719
-3.488e-01,0.118703,2.02703,1.50547
-3.487e-01,0.117297,2.14469,1.52188
-3.486e-01,0.123719,2.13406,1.525
-3.485e-01,0.123641,2.03484,1.52031
-3.484e-01,0.121937,2.03781,1.51797
-3.483e-01,0.1175,2.14422,1.52422
-3.482e-01,0.116969,2.10297,1.51562
-3.481e-01,0.117047,2.02531,1.52031
-3.480e-01,0.12,2.03578,1.51328
-3.479e-01,0.124,2.15547,1.52031
-3.478e-01,0.117078,2.06859,1.52578
-3.477e-01,0.117016,1.99844,1.52266
-3.476e-01,0.11975,1.99938,1.51328
-3.475e-01,0.124016,2.11766,1.51719
-3.474e-01,0.117156,2.01641,1.52188
-3.473e-01,0.12,2.03328,1.5125
-3.472e-01,0.124203,2.10766,1.51641
-3.471e-01,0.114953,2.05,1.51797
-3.470e-01,0.108438,2.09094,1.5125
-3.469e-01,0.111281,2.07125,1.51016
-3.468e-01,0.118625,2.12156,1.51641
-3.467e-01,0.1185,2.03313,1.51562
-3.466e-01,0.121391,2.03109,1.51094
-3.465e-01,0.1285,2.11469,1.50781
-3.464e-01,0.125516,2.0475,1.52656
-3.463e-01,0.116734,2.0475,1.51406
-3.462e-01,0.113734,2.135,1.5125
-3.461e-01,0.121016,2.19375,1.51172
-3.460e-01,0.120688,2.08703,1.51562
-3.459e-01,0.118156,2.06516,1.52188
-3.458e-01,0.11225,2.14531,1.51797
-3.457e-01,0.111984,2.10906,1.52109
-3.456e-01,0.115172,1.97047,1.51328
-3.455e-01,0.119906,2.03953,1.51562
-3.454e-01,0.117484,2.11781,1.51172
-3.453e-01,0.124656,2.15719,1.51172
-3.452e-01,0.124328,2.055,1.51328
-3.451e-01,0.121844,2.03063,1.51641
-3.450e-01,0.116281,2.0875,1.51875
-3.449e-01,0.119312,2.05891,1.51484
-3.448e-01,0.126406,2.04172,1.52188
-3.447e-01,0.124141,2.00766,1.51641
-3.446e-01,0.118437,2.09453,1.50859
-3.445e-01,0.121641,2.04172,1.51875
-3.444e-01,0.128703,2.00969,1.52031
-3.443e-01,0.126297,1.97516,1.52188
-3.442e-01,0.121078,2.05688,1.51875
-3.441e-01,0.120812,2.00484,1.52578
-3.440e-01,0.118703,1.99313,1.52422
-3.439e-01,0.117234,2.09687,1.52109
-3.438e-01,0.124047,2.08312,1.52031
-3.437e-01,0.121797,2.03938,1.51875
-3.436e-01,0.117063,2.13422,1.51797
-3.435e-01,0.116875,2.07734,1.50781
-3.434e-01,0.116812,1.99938,1.51094
-3.433e-01,0.119766,2.03344,1.51797
-3.432e-01,0.123672,2.19094,1.52266
-3.431e-01,0.116391,2.06906,1.51562
-3.430e-01,0.116422,2.00172,1.52188
-3.429e-01,0.119219,2.00891,1.51719
-3.428e-01,0.123344,2.12812,1.51797
-3.427e-01,0.116266,2.07156,1.52031
-3.426e-01,0.116078,2.01047,1.52969
-3.425e-01,0.11925,2.03047,1.52031
-3.424e-01,0.126266,2.15547,1.52188
-3.423e-01,0.123063,2.04781,1.51641
-3.422e-01,0.116297,2.01781,1.52188
-3.421e-01,0.119297,2.05187,1.52266
-3.420e-01,0.126391,2.17766,1.51484
-3.419e-01,0.123375,2.10719,1.51094
-3.418e-01,0.116469,2.04281,1.51562
-3.417e-01,0.116219,2.00062,1.51328
-3.416e-01,0.119437,1.97844,1.50547
-3.415e-01,0.123703,2.07344,1.51641
-3.414e-01,0.117234,2.08781,1.51875
-3.413e-01,0.117234,2.03328,1.51328
-3.412e-01,0.120328,2.01953,1.51484
-3.411e-01,0.127531,2.12719,1.51172
-3.410e-01,0.124437,2.06828,1.51484
-3.409e-01,0.117844,2.05344,1.51562
-3.408e-01,0.117781,2.02641,1.51484
-3.407e-01,0.120719,1.99297,1.50938
-3.406e-01,0.125453,2.11266,1.52031
-3.405e-01,0.119109,2.11766,1.51797
-3.404e-01,0.118781,2.04438,1.51719
-3.403e-01,0.116344,2.00172,1.51719
-3.402e-01,0.113719,2.05609,1.51719
-3.401e-01,0.120859,2.11484,1.52031
-3.400e-01,0.120531,2.04438,1.52109
-3.399e-01,0.117906,2.00922,1.51719
-3.398e-01,0.115422,2.09859,1.52422
-3.397e-01,0.12225,2.16375,1.51641
-3.396e-01,0.1225,2.08234,1.52188
-3.395e-01,0.122016,2.00203,1.52656
-3.394e-01,0.119547,1.93828,1.51641
-3.393e-01,0.117188,2.07906,1.52109
-3.392e-01,0.124344,2.13844,1.52734
-3.391e-01,0.123937,2.05125,1.52031
-3.390e-01,0.121563,2.02844,1.51328
-3.389e-01,0.116141,2.08641,1.51875
-3.388e-01,0.119063,2.08172,1.51875
-3.387e-01,0.126422,2.07703,1.52109
-3.386e-01,0.123922,2.02016,1.5125
-3.385e-01,0.118234,2.13406,1.51719
-3.384e-01,0.118172,2.09719,1.52109
-3.383e-01,0.118203,2.03453,1.52109
-3.382e-01,0.11575,2.00219,1.51562
-3.381e-01,0.114172,2.10141,1.51406
-3.380e-01,0.121172,2.11891,1.51797
-3.379e-01,0.121,2.02344,1.52031
-3.378e-01,0.118563,2.0275,1.53047
-3.377e-01,0.117109,2.14922,1.53359
-3.376e-01,0.124016,2.14812,1.52969
-3.375e-01,0.123516,2.08141,1.52813
-3.374e-01,0.123594,2.06234,1.52813
-3.373e-01,0.121406,1.99234,1.51562
-3.372e-01,0.116891,2.11187,1.51797
-3.371e-01,0.116563,2.07859,1.52031
-3.370e-01,0.116391,1.99094,1.52109
-3.369e-01,0.119484,2.02531,1.51562
-3.368e-01,0.123156,2.16094,1.52109
-3.367e-01,0.116125,2.04422,1.5125
-3.366e-01,0.119109,2.06781,1.51875
-3.365e-01,0.126297,2.21484,1.51406
-3.364e-01,0.123031,2.12188,1.52031
-3.363e-01,0.116063,2.00094,1.52266
-3.362e-01,0.118875,2.02188,1.51719
-3.361e-01,0.123297,2.12328,1.50859
-3.360e-01,0.116437,2.06109,1.51797
-3.359e-01,0.116187,1.99984,1.52344
-3.358e-01,0.119266,1.99891,1.52109
-3.357e-01,0.1235,2.11719,1.51328
-3.356e-01,0.116812,2.05859,1.51797
-3.355e-01,0.120016,2.06984,1.51562
-3.354e-01,0.127188,2.16516,1.52734
-3.353e-01,0.124016,2.095,1.51875
-3.352e-01,0.117484,2.03016,1.51406
-3.351e-01,0.120344,2.02547,1.51641
-3.350e-01,0.125094,2.11797,1.51406
-3.349e-01,0.11875,2.08969,1.52109
-3.348e-01,0.118375,2.03922,1.51797
-3.347e-01,0.121422,2.02344,1.51797
-3.346e-01,0.126234,2.10891,1.51562
-3.345e-01,0.119875,2.09359,1.52344
-3.344e-01,0.119531,2.04906,1.51484
-3.343e-01,0.116922,2.00563,1.51172
-3.342e-01,0.114219,2.05922,1.5
-3.341e-01,0.121406,2.12391,1.50391
-3.340e-01,0.121031,2.03516,1.50859
-3.339e-01,0.118484,2.00953,1.51641
-3.338e-01,0.116047,2.08875,1.5125
-3.337e-01,0.123109,2.12656,1.50156
-3.336e-01,0.122906,2.06609,1.51406
-3.335e-01,0.122578,2.03906,1.51484
-3.334e-01,0.120156,1.94672,1.51719
-3.333e-01,0.117953,2.02906,1.5125
-3.332e-01,0.12525,2.07594,1.52422
-3.331e-01,0.122484,2.045,1.51641
-3.330e-01,0.117031,2.12547,1.52188
-3.329e-01,0.116797,2.05219,1.51719
-3.328e-01,0.114422,2.03047,1.51641
-3.327e-01,0.112734,2.13359,1.51406
-3.326e-01,0.119563,2.08125,1.51562
-3.325e-01,0.117594,2.04406,1.51484
-3.324e-01,0.115719,2.14172,1.51719
-3.323e-01,0.122469,2.14953,1.5125
-3.322e-01,0.122406,2.05859,1.51562
-3.321e-01,0.122219,2.00797,1.50547
-3.320e-01,0.120047,1.97938,1.50547
-3.319e-01,0.115328,2.06672,1.50391
-3.318e-01,0.115406,2.02172,1.49844
-3.317e-01,0.118281,2.04453,1.50547
-3.316e-01,0.121844,2.19844,1.50469
-3.315e-01,0.114859,2.08406,1.51406
-3.314e-01,0.114719,1.99656,1.51484
-3.313e-01,0.117719,2.02375,1.50391
-3.312e-01,0.124812,2.18672,1.51094
-3.311e-01,0.121453,2.1125,1.50703
-3.310e-01,0.114547,2.02062,1.50781
-3.309e-01,0.117469,2.04172,1.50938
-3.308e-01,0.124234,2.21781,1.50703
-3.307e-01,0.124125,2.12984,1.50859
-3.306e-01,0.121297,2.02813,1.50156
-3.305e-01,0.117344,2.03016,1.50859
-3.304e-01,0.124547,2.17453,1.51016
-3.303e-01,0.121437,2.10156,1.50859
-3.302e-01,0.114656,2.02875,1.50703
-3.301e-01,0.11775,2.06219,1.50703
-3.300e-01,0.125031,2.19609,1.50625
-3.299e-01,0.124563,2.12516,1.50625
-3.298e-01,0.121688,2.05688,1.50156
-3.297e-01,0.118172,2.03016,1.5
-3.296e-01,0.125594,2.12328,1.50938
-3.295e-01,0.125234,2.12578,1.51172
-3.294e-01,0.122156,2.06719,1.50469
-3.293e-01,0.118922,2.07844,1.51406
-3.292e-01,0.126391,2.18312,1.51328
-3.291e-01,0.123578,2.08937,1.5125
-3.290e-01,0.117141,2.06344,1.50938
-3.289e-01,0.120156,2.01547,1.49844
-3.288e-01,0.127328,2.14344,1.51172
-3.287e-01,0.124453,2.11,1.50938
-3.286e-01,0.118453,2.11187,1.50625
-3.285e-01,0.118063,2.06078,1.50547
-3.284e-01,0.121094,2.04625,1.50859
-3.283e-01,0.128422,2.09375,1.51875
-3.282e-01,0.125437,2.05422,1.51016
-3.281e-01,0.119312,2.08734,1.51406
-3.280e-01,0.119359,2.04625,1.52031
-3.279e-01,0.116953,2.01484,1.51016
-3.278e-01,0.114625,2.10062,1.51172
-3.277e-01,0.121594,2.13719,1.50859
-3.276e-01,0.121172,2.04516,1.50938
-3.275e-01,0.118641,2.02609,1.50781
-3.274e-01,0.116609,2.11141,1.50313
-3.273e-01,0.123734,2.15219,1.51016
-3.272e-01,0.123609,2.07922,1.50469
-3.271e-01,0.121109,2.03406,1.50938
-3.270e-01,0.115797,2.11,1.51172
-3.269e-01,0.118781,2.06094,1.51016
-3.268e-01,0.123594,2.06266,1.50859
-3.267e-01,0.118625,2.17844,1.51016
-3.266e-01,0.118391,2.13766,1.50625
-3.265e-01,0.117875,2.06234,1.51641
-3.264e-01,0.121,2.01562,1.50859
-3.263e-01,0.125844,2.05875,1.50156
-3.262e-01,0.121031,2.135,1.51172
-3.261e-01,0.120609,2.08125,1.5125
-3.260e-01,0.118891,2.03297,1.5125
-3.259e-01,0.114203,2.18438,1.51641
-3.258e-01,0.117125,2.15219,1.51094
-3.257e-01,0.123672,2.09828,1.50078
-3.256e-01,0.123344,2.00984,1.50703
-3.255e-01,0.121547,2.01266,1.5
-3.254e-01,0.117328,2.12594,1.50078
-3.253e-01,0.116891,2.0325,1.50938
-3.252e-01,0.116687,2.00141,1.50156
-3.251e-01,0.119844,2.02719,1.50469
-3.250e-01,0.123812,2.15734,1.50547
-3.249e-01,0.116734,2.05375,1.50313
-3.248e-01,0.119609,2.0725,1.50625
-3.247e-01,0.126734,2.21719,1.50938
-3.246e-01,0.123547,2.08875,1.50703
-3.245e-01,0.12,2.06953,1.50547
-3.244e-01,0.127219,2.20234,1.50781
-3.243e-01,0.123766,2.10125,1.49844
-3.242e-01,0.12025,2.08797,1.50391
-3.241e-01,0.127531,2.21563,1.50859
-3.240e-01,0.124453,2.11953,1.50625
-3.239e-01,0.117781,2.04344,1.50313
-3.238e-01,0.120844,2.04047,1.5
-3.237e-01,0.128469,2.11594,1.49531
-3.236e-01,0.125172,2.03406,1.50313
-3.235e-01,0.116359,2.01688,1.50391
-3.234e-01,0.113359,2.08422,1.51328
-3.233e-01,0.120266,2.13187,1.50156
-3.232e-01,0.117828,2.05641,1.50625
-3.231e-01,0.115141,2.10797,1.49453
-3.230e-01,0.122016,2.15234,1.50391
-3.229e-01,0.12175,2.04484,1.49844
-3.228e-01,0.119359,2.00453,1.49844
-3.227e-01,0.116656,2.07984,1.49844
-3.226e-01,0.123984,2.11234,1.50391
-3.225e-01,0.121516,2.04828,1.49844
-3.224e-01,0.115875,2.07875,1.51094
-3.223e-01,0.118609,2.03859,1.49922
-3.222e-01,0.123641,2.08703,1.5
-3.221e-01,0.118391,2.13,1.49609
-3.220e-01,0.117969,2.06188,1.50156
-3.219e-01,0.120922,2.01344,1.50078
-3.218e-01,0.125734,2.03875,1.49219
-3.217e-01,0.120672,2.09391,1.50547
-3.216e-01,0.120391,2.03063,1.50313
-3.215e-01,0.118359,2.00312,1.49922
-3.214e-01,0.116703,2.08891,1.50078
-3.213e-01,0.123766,2.07,1.50391
-3.212e-01,0.121203,2.01547,1.50625
-3.211e-01,0.116594,2.09875,1.50625
-3.210e-01,0.116594,2.02641,1.50859
-3.209e-01,0.119406,2.04172,1.50469
-3.208e-01,0.123297,2.18391,1.5
-3.207e-01,0.116109,2.05516,1.50078
-3.206e-01,0.118953,2.07078,1.49453
-3.205e-01,0.125984,2.22203,1.49297
-3.204e-01,0.122578,2.13313,1.50547
-3.203e-01,0.115563,2.01969,1.49766
-3.202e-01,0.118437,2.01766,1.49922
-3.201e-01,0.122937,2.14,1.49531
-3.200e-01,0.115828,2.04,1.49453
-3.199e-01,0.118969,2.045,1.49375
-3.198e-01,0.126125,2.17391,1.49609
-3.197e-01,0.122984,2.09016,1.49141
-3.196e-01,0.119188,2.0975,1.48359
-3.195e-01,0.126547,2.22766,1.49609
-3.194e-01,0.123359,2.12359,1.49531
-3.193e-01,0.116641,2.04828,1.48594
-3.192e-01,0.119672,2.05094,1.49063
-3.191e-01,0.127172,2.15922,1.50781
-3.190e-01,0.124047,2.07828,1.49922
-3.189e-01,0.115,2.05375,1.49531
-3.188e-01,0.112406,2.10047,1.49219
-3.187e-01,0.119516,2.16047,1.49531
-3.186e-01,0.11925,2.06234,1.49219
-3.185e-01,0.116406,2.02281,1.49922
-3.184e-01,0.113656,2.09172,1.49688
-3.183e-01,0.120937,2.12719,1.49609
-3.182e-01,0.118312,2.06828,1.5
-3.181e-01,0.116031,2.13703,1.49297
-3.180e-01,0.122781,2.17828,1.48281
-3.179e-01,0.122531,2.06766,1.49297
-3.178e-01,0.119656,2.03234,1.49063
-3.177e-01,0.117703,2.12766,1.49688
-3.176e-01,0.124656,2.17031,1.48984
-3.175e-01,0.122016,2.09703,1.49219
-3.174e-01,0.116828,2.14562,1.48828
-3.173e-01,0.116672,2.07234,1.48828
-3.172e-01,0.119406,2.0325,1.48828
-3.171e-01,0.124406,2.08281,1.49219
-3.170e-01,0.119172,2.14094,1.49219
-3.169e-01,0.118828,2.07656,1.49375
-3.168e-01,0.116656,2.01297,1.49688
-3.167e-01,0.115031,2.14484,1.49219
-3.166e-01,0.121781,2.13469,1.48984
-3.165e-01,0.121594,2.04,1.48672
-3.164e-01,0.119406,2.01031,1.48359
-3.163e-01,0.11475,2.10266,1.48203
-3.162e-01,0.117609,2.06047,1.48125
-3.161e-01,0.124219,2.01422,1.48359
-3.160e-01,0.122281,1.98516,1.48359
-3.159e-01,0.11775,2.09109,1.49219
-3.158e-01,0.117563,2.0275,1.48438
-3.157e-01,0.120469,2.04438,1.48906
