Model,MDO3024
Firmware Version,1.30

Waveform Type,ANALOG,,
-3.718e-01,0.115266,2.19937,9.56719
-3.717e-01,0.124,2.31328,9.57109
-3.716e-01,0.123625,2.15359,9.57109
-3.715e-01,0.115875,2.245,9.57109
-3.714e-01,0.115937,2.09172,9.57656
-3.713e-01,0.124937,2.13141,9.57578
-3.712e-01,0.118,2.30313,9.59063
-3.711e-01,0.117547,2.14453,9.58203
-3.710e-01,0.127188,2.1275,9.57813
-3.709e-01,0.117063,2.03594,9.58281
-3.708e-01,0.111125,2.23609,9.57578
-3.707e-01,0.120906,2.29594,9.58281
-3.706e-01,0.120672,2.06125,9.58516
-3.705e-01,0.11575,2.26547,9.58984
-3.704e-01,0.125469,2.22984,9.59063
-3.703e-01,0.116359,2.20578,9.59375
-3.702e-01,0.126453,2.11734,9.58438
-3.701e-01,0.117656,2.13016,9.59453
-3.700e-01,0.108609,2.18281,9.59453
-3.699e-01,0.118797,2.07156,9.59141
-3.698e-01,0.110469,2.13781,9.58203
-3.697e-01,0.118781,2.32219,9.58438
-3.696e-01,0.118578,2.15219,9.58516
-3.695e-01,0.110687,2.22516,9.58906
-3.694e-01,0.119812,2.33891,9.58516
-3.693e-01,0.119797,2.17844,9.58672
-3.692e-01,0.128828,2.22344,9.58828
-3.691e-01,0.118469,2.07953,9.6
-3.690e-01,0.112063,2.21984,9.58984
-3.689e-01,0.1215,2.28797,9.59297
-3.688e-01,0.111391,2.19516,9.59922
-3.687e-01,0.121203,2.17937,9.59453
-3.686e-01,0.1115,2.16484,9.59688
-3.685e-01,0.121375,2.15875,9.59219
-3.684e-01,0.111563,2.07391,9.60078
-3.683e-01,0.119078,2.26141,9.59141
-3.682e-01,0.118703,2.11406,9.59609
-3.681e-01,0.109687,2.12016,9.58203
-3.680e-01,0.117484,2.28406,9.58281
-3.679e-01,0.117203,2.13375,9.58281
-3.678e-01,0.109156,2.16188,9.59297
-3.677e-01,0.117203,2.29844,9.59453
-3.676e-01,0.116953,2.14953,9.6
-3.675e-01,0.125812,2.20141,9.59219
-3.674e-01,0.118141,2.30594,9.59141
-3.673e-01,0.117922,2.12766,9.59219
-3.672e-01,0.127312,2.15609,9.59688
-3.671e-01,0.120188,2.30656,9.59688
-3.670e-01,0.119766,2.14531,9.58984
-3.669e-01,0.129453,2.12078,9.59375
-3.668e-01,0.119391,2.03125,9.58516
-3.667e-01,0.113203,2.18859,9.59063
-3.666e-01,0.122812,2.18047,9.58984
-3.665e-01,0.113594,2.13344,9.59609
-3.664e-01,0.123312,2.05969,9.59609
-3.663e-01,0.118484,2.25547,9.59609
-3.662e-01,0.128703,2.17344,9.60625
-3.661e-01,0.1195,2.21563,9.60391
-3.660e-01,0.111078,2.17609,9.60391
-3.659e-01,0.120844,2.07391,9.60469
-3.658e-01,0.112344,2.10422,9.60625
-3.657e-01,0.120781,2.20375,9.60234
-3.656e-01,0.11325,2.28547,9.60469
-3.655e-01,0.112859,2.10359,9.60234
-3.654e-01,0.121734,2.12609,9.60156
-3.653e-01,0.114766,2.26547,9.60391
-3.652e-01,0.114578,2.0825,9.60547
-3.651e-01,0.123891,2.09078,9.60234
-3.650e-01,0.117578,2.28297,9.60391
-3.649e-01,0.117141,2.10125,9.60234
-3.648e-01,0.126937,2.005,9.6
-3.647e-01,0.121234,2.17375,9.61172
-3.646e-01,0.111875,2.12938,9.60234
-3.645e-01,0.121766,2.07094,9.60234
-3.644e-01,0.112469,2.04141,9.60781
-3.643e-01,0.120031,2.15313,9.60781
-3.642e-01,0.111375,2.18156,9.60938
-3.641e-01,0.121297,2.03891,9.60313
-3.640e-01,0.113187,2.06453,9.61484
-3.639e-01,0.121516,2.14312,9.60156
-3.638e-01,0.113469,2.21031,9.6125
-3.637e-01,0.12275,2.25891,9.61484
-3.636e-01,0.112406,2.08672,9.60156
-3.635e-01,0.121328,2.11266,9.61484
-3.634e-01,0.114734,2.20969,9.625
-3.633e-01,0.124359,2.21719,9.61484
-3.632e-01,0.114563,2.08531,9.61484
-3.631e-01,0.120547,2.21984,9.61016
-3.630e-01,0.111219,2.13437,9.60938
-3.629e-01,0.120875,2.05906,9.61328
-3.628e-01,0.116594,2.25625,9.60703
-3.627e-01,0.126672,2.19375,9.61172
-3.626e-01,0.117563,2.12547,9.62422
-3.625e-01,0.108875,2.13469,9.61719
-3.624e-01,0.117109,2.22734,9.63047
-3.623e-01,0.116797,2.07125,9.62422
-3.622e-01,0.125375,2.11141,9.625
-3.621e-01,0.117891,2.21375,9.63203
-3.620e-01,0.117453,1.95766,9.62188
-3.619e-01,0.122188,2.20938,9.62031
-3.618e-01,0.112266,2.08406,9.62188
-3.617e-01,0.121281,2.06984,9.62188
-3.616e-01,0.115109,2.22203,9.625
-3.615e-01,0.125031,2.19516,9.6125
-3.614e-01,0.115141,2.10062,9.61172
-3.613e-01,0.124859,2.03719,9.62656
-3.612e-01,0.119937,2.21328,9.62344
-3.611e-01,0.110734,2.18297,9.61953
-3.610e-01,0.12075,2.10266,9.62031
-3.609e-01,0.112016,2.05187,9.62656
-3.608e-01,0.119844,2.1875,9.62813
-3.607e-01,0.111656,2.21734,9.62734
-3.606e-01,0.121609,1.94281,9.62344
-3.605e-01,0.118797,2.29625,9.62813
-3.604e-01,0.118609,2.13078,9.62344
-3.603e-01,0.127594,2.2,9.62578
-3.602e-01,0.117078,2.08469,9.62422
-3.601e-01,0.126437,2.01406,9.62109
-3.600e-01,0.119484,2.14141,9.61875
-3.599e-01,0.128859,2.15594,9.61719
-3.598e-01,0.119,2.05422,9.62109
-3.597e-01,0.113422,2.14609,9.62109
-3.596e-01,0.122797,2.1575,9.62266
-3.595e-01,0.113656,2.09406,9.61875
-3.594e-01,0.120547,2.2925,9.61719
-3.593e-01,0.120594,2.13609,9.62109
-3.592e-01,0.111656,2.14047,9.63125
-3.591e-01,0.121688,1.98156,9.62891
-3.590e-01,0.117766,2.19375,9.61797
-3.589e-01,0.109766,2.27672,9.61953
-3.588e-01,0.11975,2.12875,9.61953
-3.587e-01,0.111766,2.11281,9.62891
-3.586e-01,0.120641,2.26172,9.62266
-3.585e-01,0.120453,2.09516,9.61797
-3.584e-01,0.113219,2.16391,9.61953
-3.583e-01,0.122531,2.23797,9.61406
-3.582e-01,0.112547,2.10672,9.62031
-3.581e-01,0.12175,2.10781,9.62422
-3.580e-01,0.115656,2.27203,9.62344
-3.579e-01,0.115453,2.10281,9.625
-3.578e-01,0.12525,2.06797,9.61953
-3.577e-01,0.115625,2.01859,9.62188
-3.576e-01,0.122234,2.19859,9.62656
-3.575e-01,0.113359,2.19437,9.62734
-3.574e-01,0.123141,2.11219,9.61797
-3.573e-01,0.114547,2.23953,9.62266
-3.572e-01,0.124297,1.9975,9.61875
-3.571e-01,0.115469,2.13641,9.61875
-3.570e-01,0.123875,2.16641,9.61484
-3.569e-01,0.115859,2.23328,9.62891
-3.568e-01,0.115391,2.05797,9.61719
-3.567e-01,0.124312,2.1125,9.61328
-3.566e-01,0.116797,2.18312,9.62109
-3.565e-01,0.125828,2.30328,9.62109
-3.564e-01,0.115906,2.17344,9.61797
-3.563e-01,0.12525,2.12969,9.61094
-3.562e-01,0.115203,2.06281,9.62031
-3.561e-01,0.125063,2.06266,9.61875
-3.560e-01,0.119016,2.24828,9.60938
-3.559e-01,0.118531,2.11359,9.61797
-3.558e-01,0.1285,2.02125,9.61328
-3.557e-01,0.123234,2.21609,9.61641
-3.556e-01,0.113953,2.20516,9.61797
-3.555e-01,0.124063,2.04109,9.62266
-3.554e-01,0.115172,2.10484,9.62344
-3.553e-01,0.122891,2.25687,9.62109
-3.552e-01,0.1225,2.11156,9.62344
-3.551e-01,0.114312,2.12781,9.62422
-3.550e-01,0.1225,2.24438,9.62422
-3.549e-01,0.122531,2.10078,9.61484
-3.548e-01,0.114672,2.14406,9.61172
-3.547e-01,0.123328,2.23203,9.60859
-3.546e-01,0.113219,2.08188,9.60078
-3.545e-01,0.122281,2.11281,9.60469
-3.544e-01,0.115641,2.26484,9.60625
-3.543e-01,0.115391,2.03328,9.61172
-3.542e-01,0.109578,2.24922,9.60781
-3.541e-01,0.119203,2.25344,9.61016
-3.540e-01,0.109625,2.14266,9.60703
-3.539e-01,0.119094,2.14,9.60547
-3.538e-01,0.109703,2.11953,9.59297
-3.537e-01,0.11975,2.04906,9.59531
-3.536e-01,0.127422,2.20688,9.60625
-3.535e-01,0.117953,2.24766,9.60313
-3.534e-01,0.128109,2.24313,9.59922
-3.533e-01,0.119594,2.15422,9.60781
-3.532e-01,0.111047,2.23422,9.60781
-3.531e-01,0.121156,1.92922,9.61172
-3.530e-01,0.11875,2.27484,9.60859
-3.529e-01,0.118188,2.13422,9.60625
-3.528e-01,0.127266,2.16969,9.61016
-3.527e-01,0.119953,2.29703,9.60703
-3.526e-01,0.119547,2.14062,9.60859
-3.525e-01,0.128719,2.13672,9.62031
-3.524e-01,0.11875,1.95141,9.62266
-3.523e-01,0.1125,2.16328,9.60859
-3.522e-01,0.122031,2.18375,9.61172
-3.521e-01,0.112187,2.11672,9.61953
-3.520e-01,0.121922,2.07422,9.61641
-3.519e-01,0.112344,2.03016,9.60859
-3.518e-01,0.119266,2.23797,9.61484
-3.517e-01,0.129406,2.20031,9.6125
-3.516e-01,0.120297,2.18391,9.60625
-3.515e-01,0.1115,2.17234,9.61172
-3.514e-01,0.1215,2.08969,9.59688
-3.513e-01,0.113063,1.98344,9.60625
-3.512e-01,0.121141,2.24234,9.60313
-3.511e-01,0.120719,2.07516,9.60625
-3.510e-01,0.113063,2.13313,9.60547
-3.509e-01,0.121703,2.25062,9.6
-3.508e-01,0.121578,2.08266,9.61328
-3.507e-01,0.114672,2.22859,9.60313
-3.506e-01,0.123641,2.23406,9.60234
-3.505e-01,0.113531,2.12156,9.60391
-3.504e-01,0.122875,2.14234,9.60156
-3.503e-01,0.112953,2.09656,9.60391
-3.502e-01,0.122594,2.0375,9.59453
-3.501e-01,0.117031,2.21734,9.60078
-3.500e-01,0.126672,2.20984,9.59453
-3.499e-01,0.11725,2.15375,9.59531
-3.498e-01,0.127016,2.06844,9.59766
-3.497e-01,0.11775,2.05578,9.59609
-3.496e-01,0.125172,2.19047,9.6
-3.495e-01,0.116391,2.25703,9.6
-3.494e-01,0.126422,2.11859,9.59609
-3.493e-01,0.118,2.14453,9.59219
-3.492e-01,0.109797,2.23125,9.59609
-3.491e-01,0.119828,2.14156,9.59766
-3.490e-01,0.111906,2.12094,9.59453
-3.489e-01,0.121094,2.24125,9.59688
-3.488e-01,0.120516,2.05391,9.59531
-3.487e-01,0.113391,2.17109,9.59141
-3.486e-01,0.122688,2.23563,9.59375
-3.485e-01,0.112969,2.12469,9.59141
-3.484e-01,0.122109,2.11469,9.58828
-3.483e-01,0.116328,2.2775,9.58281
-3.482e-01,0.115875,2.13375,9.59297
-3.481e-01,0.125812,2.07094,9.5875
-3.480e-01,0.12025,2.25156,9.5875
-3.479e-01,0.111141,2.23875,9.58516
-3.478e-01,0.120875,2.14922,9.57969
-3.477e-01,0.112234,2.19031,9.58672
-3.476e-01,0.122188,2.0925,9.58516
-3.475e-01,0.113547,2.06031,9.5875
-3.474e-01,0.121766,2.17234,9.57813
-3.473e-01,0.113484,2.24609,9.58516
-3.472e-01,0.123172,2.06703,9.57969
-3.471e-01,0.115391,2.12578,9.57656
-3.470e-01,0.124188,2.19094,9.57891
-3.469e-01,0.113922,2.03125,9.59453
-3.468e-01,0.122844,2.03891,9.59141
-3.467e-01,0.116094,2.17469,9.58828
-3.466e-01,0.125828,2.19,9.59219
-3.465e-01,0.11575,2.09125,9.5875
-3.464e-01,0.125391,2.03563,9.59063
-3.463e-01,0.119422,2.19469,9.59922
-3.462e-01,0.109797,2.14688,9.59219
-3.461e-01,0.119766,2.07047,9.59766
-3.460e-01,0.127281,2.25891,9.59531
-3.459e-01,0.118188,2.19906,9.59297
-3.458e-01,0.109391,2.18312,9.59453
-3.457e-01,0.119328,2.05812,9.59297
-3.456e-01,0.111203,2.07078,9.59453
-3.455e-01,0.119609,2.16109,9.60156
-3.454e-01,0.111906,2.23891,9.60859
-3.453e-01,0.120969,2.30953,9.60234
-3.452e-01,0.12075,2.20406,9.60547
-3.451e-01,0.129547,2.12,9.61172
-3.450e-01,0.122922,2.20797,9.60938
-3.449e-01,0.112844,2.02453,9.60469
-3.448e-01,0.118547,2.18516,9.60781
-3.447e-01,0.128281,2.24469,9.60391
-3.446e-01,0.118719,2.12109,9.60156
-3.445e-01,0.109109,2.0225,9.59922
-3.444e-01,0.116125,2.16906,9.60547
-3.443e-01,0.126344,2.13922,9.60469
-3.442e-01,0.117188,2.07203,9.60625
-3.441e-01,0.125156,2.14188,9.59922
-3.440e-01,0.116703,2.17953,9.60313
-3.439e-01,0.108719,2.20828,9.60391
-3.438e-01,0.117078,2.26625,9.60781
-3.437e-01,0.117016,2.10422,9.60938
-3.436e-01,0.125906,2.12016,9.60078
-3.435e-01,0.118844,2.20781,9.60547
-3.434e-01,0.128281,2.21641,9.60781
-3.433e-01,0.117906,2.05812,9.61016
-3.432e-01,0.111594,2.16328,9.60938
-3.431e-01,0.12125,2.13172,9.61094
-3.430e-01,0.111547,2.05406,9.61016
-3.429e-01,0.118422,2.22047,9.60469
-3.428e-01,0.128469,2.14938,9.61484
-3.427e-01,0.119516,2.07938,9.61172
-3.426e-01,0.126828,2.2025,9.60547
-3.425e-01,0.118359,2.22328,9.61328
-3.424e-01,0.127922,2.02328,9.6125
-3.423e-01,0.119594,2.01531,9.60859
-3.422e-01,0.111516,2.08203,9.62109
-3.421e-01,0.119969,2.27078,9.61328
-3.420e-01,0.119734,1.98141,9.6125
-3.419e-01,0.112297,2.08453,9.61406
-3.418e-01,0.121328,2.13891,9.6125
-3.417e-01,0.114953,2.20281,9.62734
-3.416e-01,0.1245,2.25797,9.6125
-3.415e-01,0.114891,2.12438,9.61328
-3.414e-01,0.124344,2.09516,9.6125
-3.413e-01,0.114578,2.00609,9.60391
-3.412e-01,0.121547,2.16141,9.61328
-3.411e-01,0.112141,2.15594,9.61641
-3.410e-01,0.121906,2.07719,9.61797
-3.409e-01,0.113109,2.06031,9.60625
-3.408e-01,0.120844,2.19141,9.60625
-3.407e-01,0.112141,2.24562,9.60469
-3.406e-01,0.122359,2.10797,9.60156
-3.405e-01,0.1145,2.12453,9.59922
-3.404e-01,0.122937,2.22297,9.60313
-3.403e-01,0.112656,2.03891,9.61328
-3.402e-01,0.121547,2.01484,9.61328
-3.401e-01,0.114719,2.13672,9.60859
-3.400e-01,0.123953,2.27156,9.60781
-3.399e-01,0.113953,2.13641,9.61172
-3.398e-01,0.123359,2.13469,9.61016
-3.397e-01,0.113359,2.05125,9.60859
-3.396e-01,0.119672,2.38797,9.60469
-3.395e-01,0.119578,2.14109,9.60703
-3.394e-01,0.110031,2.06438,9.60234
-3.393e-01,0.116953,2.25656,9.59922
-3.392e-01,0.126922,2.22328,9.61016
-3.391e-01,0.118,2.18641,9.60859
-3.390e-01,0.109187,2.32719,9.60078
-3.389e-01,0.119125,2.09469,9.60859
-3.388e-01,0.110531,2.14672,9.60703
-3.387e-01,0.118937,2.28531,9.59297
-3.386e-01,0.118734,2.12531,9.60156
-3.385e-01,0.111234,2.19859,9.60781
-3.384e-01,0.119891,2.31016,9.60234
-3.383e-01,0.119875,2.13797,9.60469
-3.382e-01,0.128547,2.1975,9.60234
-3.381e-01,0.118469,2.04625,9.60859
-3.380e-01,0.111672,2.16203,9.60234
-3.379e-01,0.121,2.20625,9.61328
-3.378e-01,0.111047,2.13359,9.60625
-3.377e-01,0.120828,2.12109,9.60859
-3.376e-01,0.111156,2.02391,9.60703
-3.375e-01,0.117781,2.2775,9.60469
-3.374e-01,0.117547,2.13187,9.60938
-3.373e-01,0.108484,2.09031,9.61797
-3.372e-01,0.115609,2.27641,9.61016
-3.371e-01,0.126094,2.17281,9.61016
-3.370e-01,0.11725,2.21516,9.61094
-3.369e-01,0.127344,2.12781,9.60469
-3.368e-01,0.118641,2.11766,9.60313
-3.367e-01,0.110391,2.20953,9.60313
-3.366e-01,0.120312,2.04344,9.60625
-3.365e-01,0.112516,2.14562,9.60156
-3.364e-01,0.121641,2.31078,9.60547
-3.363e-01,0.12125,2.09609,9.61094
-3.362e-01,0.113938,2.17328,9.60547
-3.361e-01,0.123437,2.24672,9.60625
-3.360e-01,0.113547,2.13063,9.60391
-3.359e-01,0.122734,2.16594,9.60469
-3.358e-01,0.112828,2.05828,9.60391
-3.357e-01,0.122594,2.07875,9.60391
-3.356e-01,0.116594,2.25125,9.61406
-3.355e-01,0.126609,2.22562,9.61484
-3.354e-01,0.117344,2.16641,9.61875
-3.353e-01,0.126859,2.09328,9.61484
-3.352e-01,0.117875,2.08656,9.61953
-3.351e-01,0.108703,2.06047,9.62188
-3.350e-01,0.116609,2.26984,9.62109
-3.349e-01,0.126484,2.12859,9.61406
-3.348e-01,0.118219,2.18844,9.61016
-3.347e-01,0.110234,2.27125,9.61719
-3.346e-01,0.120172,2.1275,9.61797
-3.345e-01,0.112375,2.19984,9.61797
-3.344e-01,0.1215,2.32641,9.6125
-3.343e-01,0.121422,2.09344,9.60625
-3.342e-01,0.114219,2.24953,9.59375
-3.341e-01,0.113875,2.10422,9.6
-3.340e-01,0.123344,2.05078,9.59609
-3.339e-01,0.116969,2.27062,9.59531
-3.338e-01,0.11675,2.12328,9.60313
-3.337e-01,0.126328,2.08891,9.59922
-3.336e-01,0.116531,2.01578,9.60781
-3.335e-01,0.122906,2.21359,9.6
-3.334e-01,0.114,2.13875,9.60156
-3.333e-01,0.123656,2.10906,9.58984
-3.332e-01,0.1145,2.10234,9.60234
-3.331e-01,0.122109,2.25797,9.59063
-3.330e-01,0.121875,2.16359,9.58984
-3.329e-01,0.113328,2.15109,9.59219
-3.328e-01,0.121484,2.24609,9.59141
-3.327e-01,0.121219,2.09469,9.59609
-3.326e-01,0.113297,2.20672,9.58594
-3.325e-01,0.122016,2.27656,9.60156
-3.324e-01,0.122,2.05563,9.59922
-3.323e-01,0.114625,2.14891,9.59688
-3.322e-01,0.123672,2.24078,9.59766
-3.321e-01,0.113734,2.14109,9.6
-3.320e-01,0.122922,2.12703,9.59766
-3.319e-01,0.116531,2.26922,9.59609
-3.318e-01,0.116766,2.12141,9.59766
-3.317e-01,0.126203,2.09281,9.59531
-3.316e-01,0.116484,2.02766,9.59766
-3.315e-01,0.123047,2.205,9.60078
-3.314e-01,0.113641,2.18656,9.59922
-3.313e-01,0.123922,2.11672,9.59141
-3.312e-01,0.114797,2.11625,9.59141
-3.311e-01,0.122641,2.26938,9.59531
-3.310e-01,0.122406,2.10922,9.59219
-3.309e-01,0.113703,2.16969,9.59766
-3.308e-01,0.122,2.26328,9.58906
-3.307e-01,0.121875,2.10031,9.59375
-3.306e-01,0.113656,2.21609,9.59219
-3.305e-01,0.122469,2.26734,9.59453
-3.304e-01,0.112375,2.10891,9.59688
-3.303e-01,0.121172,2.14828,9.59219
-3.302e-01,0.114875,2.28609,9.60078
-3.301e-01,0.114312,2.14031,9.59688
-3.300e-01,0.123656,2.13328,9.59766
-3.299e-01,0.113563,2.05547,9.59531
-3.298e-01,0.119844,2.25578,9.59531
-3.297e-01,0.110141,2.22047,9.59609
-3.296e-01,0.119656,2.17094,9.59219
-3.295e-01,0.110453,2.13969,9.58906
-3.294e-01,0.120234,2.08094,9.58984
-3.293e-01,0.111172,1.96328,9.59922
-3.292e-01,0.118797,2.10875,9.59219
-3.291e-01,0.110438,2.24734,9.59375
-3.290e-01,0.120312,2.12109,9.59922
-3.289e-01,0.111906,2.15938,9.59688
-3.288e-01,0.12025,2.27016,9.59141
-3.287e-01,0.119937,2.11141,9.58672
-3.286e-01,0.112406,2.15766,9.58906
-3.285e-01,0.121359,2.27563,9.58906
-3.284e-01,0.121422,2.08484,9.60156
-3.283e-01,0.11425,2.15141,9.59922
-3.282e-01,0.123656,2.18484,9.60625
-3.281e-01,0.113391,2.07344,9.59453
-3.280e-01,0.122922,2.04797,9.60469
-3.279e-01,0.117078,2.19344,9.6
-3.278e-01,0.126953,2.16906,9.60313
-3.277e-01,0.117469,2.11016,9.60391
-3.276e-01,0.124422,2.24625,9.60625
-3.275e-01,0.115391,2.22828,9.60313
-3.274e-01,0.125031,2.1125,9.60547
-3.273e-01,0.116391,2.09938,9.60625
-3.272e-01,0.124766,2.23297,9.60391
-3.271e-01,0.116516,2.23828,9.60391
-3.270e-01,0.116078,2.04563,9.60156
-3.269e-01,0.124641,2.11781,9.60859
-3.268e-01,0.117063,2.18766,9.60391
-3.267e-01,0.125969,2.23969,9.59766
-3.266e-01,0.115922,2.05922,9.59922
-3.265e-01,0.124844,2.0525,9.60156
-3.264e-01,0.118453,2.16203,9.5875
-3.263e-01,0.127937,2.17094,9.60313
-3.262e-01,0.118063,2.05219,9.59609
-3.261e-01,0.112625,2.16641,9.59219
-3.260e-01,0.122688,2.15328,9.60156
-3.259e-01,0.113234,2.06937,9.60313
-3.258e-01,0.120359,2.18672,9.60547
-3.257e-01,0.11175,2.19844,9.61641
-3.256e-01,0.121391,2.08062,9.61172
-3.255e-01,0.112938,2.10266,9.60313
-3.254e-01,0.121156,2.10266,9.60781
-3.253e-01,0.113531,2.19781,9.60391
-3.252e-01,0.122297,2.24484,9.61016
-3.251e-01,0.111875,2.06141,9.61172
-3.250e-01,0.120891,2.07172,9.61172
-3.249e-01,0.114344,2.13641,9.61484
-3.248e-01,0.123969,2.18078,9.60938
-3.247e-01,0.113859,2.06281,9.60234
-3.246e-01,0.119594,2.23719,9.60625
-3.245e-01,0.110359,2.16234,9.62031
-3.244e-01,0.119688,2.16516,9.61484
-3.243e-01,0.110516,2.04281,9.61484
-3.242e-01,0.117891,2.18063,9.60938
-3.241e-01,0.109469,2.16844,9.6125
-3.240e-01,0.119344,1.92406,9.61094
-3.239e-01,0.115922,2.21453,9.61016
-3.238e-01,0.126172,2.06453,9.61875
-3.237e-01,0.118266,2.06797,9.61406
-3.236e-01,0.126797,2.06719,9.61094
-3.235e-01,0.119453,2.19391,9.61875
-3.234e-01,0.128437,2.23266,9.61641
-3.233e-01,0.118063,2.06359,9.62344
-3.232e-01,0.111453,2.12094,9.62266
-3.231e-01,0.120875,2.16125,9.62266
-3.230e-01,0.111203,2.08906,9.62344
-3.229e-01,0.120937,2.02516,9.62109
-3.228e-01,0.115828,2.15422,9.62031
-3.227e-01,0.125609,2.12578,9.61094
-3.226e-01,0.116187,2.06547,9.62031
-3.225e-01,0.123844,2.18734,9.61406
-3.224e-01,0.114922,2.19922,9.61484
-3.223e-01,0.125031,2.01422,9.6125
-3.222e-01,0.116547,1.99406,9.61328
-3.221e-01,0.124922,2.16578,9.6125
-3.220e-01,0.117109,2.22891,9.61484
-3.219e-01,0.116922,2.03703,9.61797
-3.218e-01,0.125969,2.09109,9.6125
-3.217e-01,0.118531,2.19922,9.60859
-3.216e-01,0.127906,2.24516,9.60313
-3.215e-01,0.11825,2.10516,9.60781
-3.214e-01,0.127312,2.11375,9.60078
-3.213e-01,0.117531,2.00172,9.60313
-3.212e-01,0.123734,2.18797,9.61172
-3.211e-01,0.11425,2.18594,9.60469
-3.210e-01,0.123828,2.10953,9.60156
-3.209e-01,0.114609,2.08609,9.60156
-3.208e-01,0.121859,2.23672,9.60234
-3.207e-01,0.113063,2.29594,9.59609
-3.206e-01,0.122922,2.17406,9.60391
-3.205e-01,0.114719,2.20969,9.6
-3.204e-01,0.124391,2.07906,9.60234
-3.203e-01,0.116094,2.09109,9.60078
-3.202e-01,0.124859,2.25797,9.61172
-3.201e-01,0.114609,2.09719,9.60859
-3.200e-01,0.123016,2.14172,9.60625
-3.199e-01,0.116063,2.29656,9.60313
-3.198e-01,0.115625,2.14266,9.60547
-3.197e-01,0.124844,2.17016,9.60156
-3.196e-01,0.114906,2.08234,9.60625
-3.195e-01,0.124094,2.09141,9.60156
-3.194e-01,0.118172,2.29141,9.60781
-3.193e-01,0.117469,2.12141,9.60078
-3.192e-01,0.127422,2.08891,9.60625
-3.191e-01,0.117781,2.04094,9.59375
-3.190e-01,0.124563,2.24766,9.60156
-3.189e-01,0.115063,2.29766,9.60938
-3.188e-01,0.114969,2.05578,9.60234
-3.187e-01,0.122047,2.25703,9.60391
-3.186e-01,0.122391,2.09953,9.60156
-3.185e-01,0.113594,2.12188,9.61172
-3.184e-01,0.121437,2.28797,9.60469
-3.183e-01,0.121484,2.13672,9.59922
-3.182e-01,0.113078,2.18375,9.6
-3.181e-01,0.121641,2.31172,9.59922
-3.180e-01,0.121828,2.15563,9.60547
-3.179e-01,0.113953,2.25203,9.6
-3.178e-01,0.113594,2.08344,9.60313
-3.177e-01,0.122922,2.17891,9.60625
-3.176e-01,0.112812,2.04406,9.60703
-3.175e-01,0.121641,2.06219,9.59531
-3.174e-01,0.115703,2.25828,9.6
-3.173e-01,0.115281,2.09969,9.6
-3.172e-01,0.125047,2.08406,9.59531
-3.171e-01,0.114922,2.01844,9.59531
-3.170e-01,0.121516,2.24219,9.60781
-3.169e-01,0.112094,2.25828,9.60078
-3.168e-01,0.122156,2.17891,9.59531
-3.167e-01,0.113234,2.17937,9.60156
-3.166e-01,0.122984,2.09641,9.60156
-3.165e-01,0.114219,2.12234,9.59141
-3.164e-01,0.121953,2.30672,9.59063
-3.163e-01,0.121922,2.13078,9.59531
-3.162e-01,0.113531,2.16469,9.60156
-3.161e-01,0.121781,2.30281,9.6
-3.160e-01,0.121844,2.15,9.58906
-3.159e-01,0.113984,2.19297,9.59766
-3.158e-01,0.122922,2.31484,9.58516
-3.157e-01,0.122734,2.18078,9.5875
-3.156e-01,0.112406,1.97203,9.59922
-3.155e-01,0.117266,2.23937,9.59609
-3.154e-01,0.117094,2.11203,9.59766
-3.153e-01,0.126641,2.09281,9.60234
-3.152e-01,0.120781,2.15906,9.60078
-3.151e-01,0.111016,2.21,9.59766
-3.150e-01,0.120344,2.18297,9.60703
-3.149e-01,0.111031,2.13172,9.61016
-3.148e-01,0.120594,2.11344,9.60781
-3.147e-01,0.111719,2.07172,9.60938
-3.146e-01,0.118781,2.25672,9.60703
-3.145e-01,0.118641,2.11219,9.60703
-3.144e-01,0.109734,2.09563,9.60547
-3.143e-01,0.1175,2.31328,9.60703
-3.142e-01,0.117375,2.11109,9.60313
-3.141e-01,0.109281,2.06828,9.61484
-3.140e-01,0.117891,2.26125,9.6125
-3.139e-01,0.117453,2.11406,9.61016
-3.138e-01,0.126609,2.14281,9.60078
-3.137e-01,0.119281,2.23797,9.60547
-3.136e-01,0.118641,2.06031,9.59766
-3.135e-01,0.112234,2.06375,9.59922
-3.134e-01,0.121406,2.27516,9.60234
-3.133e-01,0.111531,2.19406,9.60234
-3.132e-01,0.120688,2.12031,9.60703
-3.131e-01,0.111219,2.05641,9.59688
-3.130e-01,0.117922,2.23219,9.60859
-3.129e-01,0.127641,2.20953,9.60469
-3.128e-01,0.118578,2.15016,9.60547
-3.127e-01,0.109312,2.13828,9.60938
-3.126e-01,0.119109,2.05531,9.61016
-3.125e-01,0.126922,2.15328,9.61328
-3.124e-01,0.118188,2.27422,9.61719
-3.123e-01,0.117937,2.03953,9.61172
-3.122e-01,0.126375,2.09359,9.61328
-3.121e-01,0.118141,2.18547,9.61172
-3.120e-01,0.127094,2.26797,9.61172
-3.119e-01,0.116891,2.08922,9.61641
-3.118e-01,0.125437,2.07656,9.61328
-3.117e-01,0.118563,2.23188,9.61797
-3.116e-01,0.118188,2.05484,9.62656
-3.115e-01,0.111531,2.19609,9.62266
-3.114e-01,0.121188,2.22719,9.62734
-3.113e-01,0.111609,2.14234,9.62656
-3.112e-01,0.121031,2.10203,9.62344
-3.111e-01,0.111641,2.05828,9.62734
