Model,MDO3024
Firmware Version,1.30

Waveform Type,ANALOG,,
-4.940e-01,0.1255,2.03484,9.59766
-4.939e-01,0.119563,2.22609,9.60625
-4.938e-01,0.110187,2.14641,9.60234
-4.937e-01,0.120203,2.07625,9.60469
-4.936e-01,0.12725,2.17188,9.6
-4.935e-01,0.118063,2.16,9.60078
-4.934e-01,0.109391,2.17156,9.58828
-4.933e-01,0.1175,2.27156,9.58828
-4.932e-01,0.117,2.09266,9.59375
-4.931e-01,0.125719,2.13797,9.59609
-4.930e-01,0.117391,2.19656,9.58594
-4.929e-01,0.126531,2.23656,9.59609
-4.928e-01,0.116156,2.06281,9.59609
-4.927e-01,0.125109,2.01359,9.59141
-4.926e-01,0.118219,2.17031,9.58906
-4.925e-01,0.128031,2.14922,9.59375
-4.924e-01,0.117688,2.03719,9.6
-4.923e-01,0.111922,2.15469,9.60078
-4.922e-01,0.121875,2.15,9.59531
-4.921e-01,0.112453,2.06953,9.59375
-4.920e-01,0.119437,2.18719,9.59688
-4.919e-01,0.110609,2.19297,9.60234
-4.918e-01,0.1205,2.08438,9.60313
-4.917e-01,0.111672,2.07219,9.59688
-4.916e-01,0.119984,2.16719,9.60078
-4.915e-01,0.111781,2.22406,9.60313
-4.914e-01,0.121859,2.06031,9.59922
-4.913e-01,0.113641,2.09437,9.60078
-4.912e-01,0.122672,2.13672,9.59531
-4.911e-01,0.115453,2.23906,9.59922
-4.910e-01,0.125266,2.28344,9.60156
-4.909e-01,0.115109,2.10234,9.60156
-4.908e-01,0.124781,2.18953,9.60391
-4.907e-01,0.114453,1.94906,9.60859
-4.906e-01,0.120734,2.15781,9.6
-4.905e-01,0.111391,2.14266,9.60156
-4.904e-01,0.121172,2.01938,9.60156
-4.903e-01,0.1165,2.23188,9.61016
-4.902e-01,0.126516,2.15297,9.6
-4.901e-01,0.1175,2.10734,9.60781
-4.900e-01,0.125625,2.25078,9.60469
-4.899e-01,0.116891,2.24281,9.60703
-4.898e-01,0.116719,2.04125,9.60547
-4.897e-01,0.125453,2.13844,9.60078
-4.896e-01,0.117234,2.17484,9.60938
-4.895e-01,0.126781,2.26938,9.61016
-4.894e-01,0.116219,2.00781,9.60234
-4.893e-01,0.121297,2.26406,9.60859
-4.892e-01,0.111172,2.19094,9.60313
-4.891e-01,0.121078,2.14219,9.60469
-4.890e-01,0.110812,2.05266,9.60938
-4.889e-01,0.1175,2.23188,9.60781
-4.888e-01,0.127453,2.23234,9.6125
-4.887e-01,0.117734,2.12391,9.61328
-4.886e-01,0.108516,2.11437,9.61016
-4.885e-01,0.116156,2.25203,9.60859
-4.884e-01,0.126141,2.17,9.60938
-4.883e-01,0.117219,2.15141,9.60859
-4.882e-01,0.109094,2.20562,9.60547
-4.881e-01,0.118953,2.03781,9.60391
-4.880e-01,0.110875,2.18828,9.59922
-4.879e-01,0.119578,2.18578,9.60391
-4.878e-01,0.128812,2.27609,9.60781
-4.877e-01,0.118406,2.09781,9.60703
-4.876e-01,0.127688,2.09719,9.60313
-4.875e-01,0.120453,2.23438,9.60391
-4.874e-01,0.110422,2.0875,9.59375
-4.873e-01,0.119891,2.11187,9.59609
-4.872e-01,0.129828,2.10766,9.59453
-4.871e-01,0.119859,2.03078,9.59922
-4.870e-01,0.114797,2.20531,9.60313
-4.869e-01,0.124563,2.10344,9.59141
-4.868e-01,0.115359,2.25219,9.59531
-4.867e-01,0.125375,2.01891,9.58594
-4.866e-01,0.116,2.03109,9.58906
-4.865e-01,0.12425,2.16688,9.59766
-4.864e-01,0.1155,2.23703,9.6
-4.863e-01,0.12575,2.05563,9.6
-4.862e-01,0.117422,2.07359,9.60078
-4.861e-01,0.12625,2.21703,9.59609
-4.860e-01,0.115422,2.04984,9.59531
-4.859e-01,0.124531,2.08516,9.58984
-4.858e-01,0.117406,2.23687,9.58828
-4.857e-01,0.117375,2.04203,9.57969
-4.856e-01,0.110469,2.20516,9.58906
-4.855e-01,0.120281,2.24016,9.58984
-4.854e-01,0.110172,2.15797,9.59063
-4.853e-01,0.120109,2.1475,9.58438
-4.852e-01,0.110219,2.095,9.59063
-4.851e-01,0.120266,2.04625,9.59609
-4.850e-01,0.115,2.27844,9.58906
-4.849e-01,0.125344,2.21016,9.59766
-4.848e-01,0.116172,2.18344,9.59531
-4.847e-01,0.126484,2.06828,9.59531
-4.846e-01,0.117328,2.08656,9.59531
-4.845e-01,0.125469,2.21328,9.59063
-4.844e-01,0.117,2.27922,9.59297
-4.843e-01,0.117063,2.07828,9.59297
-4.842e-01,0.126063,2.15563,9.59375
-4.841e-01,0.117969,2.27328,9.5875
-4.840e-01,0.117688,2.08203,9.59219
-4.839e-01,0.127031,2.175,9.59063
-4.838e-01,0.116469,2.00062,9.59297
-4.837e-01,0.109453,2.14891,9.59766
-4.836e-01,0.119516,2.18016,9.59609
-4.835e-01,0.129281,2.22016,9.59609
-4.834e-01,0.119188,2.11391,9.58828
-4.833e-01,0.128672,2.15281,9.59141
-4.832e-01,0.118719,2.03047,9.58594
-4.831e-01,0.113828,2.23531,9.5875
-4.830e-01,0.124234,2.1925,9.59453
-4.829e-01,0.114734,2.17203,9.58828
-4.828e-01,0.125031,2.07344,9.59297
-4.827e-01,0.116063,2.02641,9.58516
-4.826e-01,0.124,2.23609,9.59219
-4.825e-01,0.12375,2.10625,9.59531
-4.824e-01,0.1155,2.14344,9.58984
-4.823e-01,0.124125,2.26672,9.58984
-4.822e-01,0.123859,2.11172,9.58672
-4.821e-01,0.116,2.20172,9.5875
-4.820e-01,0.124828,2.32125,9.58906
-4.819e-01,0.114625,1.99031,9.58594
-4.818e-01,0.119641,2.39,9.58672
-4.817e-01,0.11975,2.24875,9.59141
-4.816e-01,0.109641,2.09094,9.58438
-4.815e-01,0.119125,2.10844,9.58828
-4.814e-01,0.129203,2.11375,9.58672
-4.813e-01,0.118844,2.02969,9.58359
-4.812e-01,0.113656,2.26922,9.59297
-4.811e-01,0.123703,2.29531,9.59219
-4.810e-01,0.123406,2.06781,9.6
-4.809e-01,0.113766,1.94422,9.59609
-4.808e-01,0.121437,2.23344,9.59531
-4.807e-01,0.1125,2.26703,9.59688
-4.806e-01,0.122734,2.26141,9.59063
-4.805e-01,0.122688,1.85234,9.59219
-4.804e-01,0.118906,2.22844,9.60313
-4.803e-01,0.119,2.10688,9.59531
-4.802e-01,0.111047,2.15437,9.59141
-4.801e-01,0.119453,2.23891,9.5875
-4.800e-01,0.119609,2.14672,9.58594
-4.799e-01,0.12875,2.20438,9.59453
-4.798e-01,0.118031,2.04578,9.59375
-4.797e-01,0.110969,2.28078,9.59609
-4.796e-01,0.110984,2.10344,9.59453
-4.795e-01,0.120547,2.08219,9.59063
-4.794e-01,0.114,2.26109,9.59141
-4.793e-01,0.124,2.28875,9.59297
-4.792e-01,0.113875,2.21188,9.59766
-4.791e-01,0.124,2.16703,9.59453
-4.790e-01,0.114281,2.12953,9.59219
-4.789e-01,0.1245,2.05688,9.60313
-4.788e-01,0.114766,2.06562,9.59531
-4.787e-01,0.122281,2.23687,9.59297
-4.786e-01,0.113719,2.28063,9.58672
-4.785e-01,0.123875,2.15406,9.59297
-4.784e-01,0.114937,2.17734,9.59375
-4.783e-01,0.123344,2.30844,9.59375
-4.782e-01,0.123266,2.14375,9.59063
-4.781e-01,0.115141,2.20031,9.59531
-4.780e-01,0.124031,2.29344,9.59922
-4.779e-01,0.113828,2.14031,9.58984
-4.778e-01,0.122734,2.17563,9.58516
-4.777e-01,0.112609,2.05719,9.58672
-4.776e-01,0.122141,2.08422,9.59297
-4.775e-01,0.115484,2.24391,9.59609
-4.774e-01,0.125172,2.26859,9.58672
-4.773e-01,0.115125,2.17063,9.59141
-4.772e-01,0.125156,2.12938,9.59219
-4.771e-01,0.115219,2.08594,9.59297
-4.770e-01,0.121953,2.24094,9.59453
-4.769e-01,0.112781,2.245,9.59609
-4.768e-01,0.123094,2.13625,9.60703
-4.767e-01,0.113906,2.17063,9.60547
-4.766e-01,0.124281,1.88578,9.60469
-4.765e-01,0.120406,2.22297,9.60234
-4.764e-01,0.112156,2.30078,9.6
-4.763e-01,0.122375,2.12422,9.60625
-4.762e-01,0.114297,2.16312,9.60234
-4.761e-01,0.123344,2.25422,9.60313
-4.760e-01,0.113,2.10516,9.60703
-4.759e-01,0.122156,2.12219,9.60625
-4.758e-01,0.115375,2.25016,9.59609
-4.757e-01,0.124969,2.25703,9.59453
-4.756e-01,0.114828,2.21609,9.6
-4.755e-01,0.124359,2.09266,9.59922
-4.754e-01,0.118531,2.26078,9.59922
-4.753e-01,0.128656,2.22906,9.59297
-4.752e-01,0.118875,2.16375,9.59375
-4.751e-01,0.109797,2.10641,9.59375
-4.750e-01,0.117484,2.22625,9.59766
-4.749e-01,0.127344,2.08109,9.59922
-4.748e-01,0.118563,2.11859,9.59766
-4.747e-01,0.110016,2.15141,9.59297
-4.746e-01,0.118625,2.25078,9.59297
-4.745e-01,0.117953,2.05172,9.59141
-4.744e-01,0.110312,2.11781,9.58828
-4.743e-01,0.119531,2.2075,9.59766
-4.742e-01,0.128703,2.21328,9.58516
-4.741e-01,0.118141,2.04156,9.59219
-4.740e-01,0.111672,2.12062,9.58984
-4.739e-01,0.121281,2.09828,9.59297
-4.738e-01,0.1155,2.25188,9.58125
-4.737e-01,0.125188,2.18844,9.58203
-4.736e-01,0.115703,2.11844,9.57813
-4.735e-01,0.122875,2.25656,9.58359
-4.734e-01,0.113859,2.20312,9.58906
-4.733e-01,0.123625,2.11156,9.59688
-4.732e-01,0.114828,2.05156,9.6
-4.731e-01,0.123016,2.04937,9.59141
-4.730e-01,0.114656,2.18078,9.58672
-4.729e-01,0.123469,2.23875,9.59688
-4.728e-01,0.123266,2.03828,9.6
-4.727e-01,0.115672,2.06703,9.59688
-4.726e-01,0.124578,2.09922,9.59219
-4.725e-01,0.117656,2.20078,9.59453
-4.724e-01,0.127266,2.19172,9.59688
-4.723e-01,0.117109,2.05187,9.58984
-4.722e-01,0.123391,2.21953,9.59375
-4.721e-01,0.113453,2.12562,9.59375
-4.720e-01,0.123672,2.05469,9.58281
-4.719e-01,0.118297,2.22047,9.59453
-4.718e-01,0.109422,2.17344,9.59063
-4.717e-01,0.119641,2.20984,9.58672
-4.716e-01,0.110687,2.05563,9.58984
-4.715e-01,0.119266,2.1775,9.59219
-4.714e-01,0.110969,2.20625,9.59297
-4.713e-01,0.119578,2.31047,9.58906
-4.712e-01,0.119281,2.11875,9.59219
-4.711e-01,0.111953,2.15734,9.60156
-4.710e-01,0.121078,2.22641,9.60391
-4.709e-01,0.110906,2.07578,9.60078
-4.708e-01,0.119937,2.09187,9.59922
-4.707e-01,0.113844,2.21281,9.60703
-4.706e-01,0.123828,2.38844,9.60078
-4.705e-01,0.123688,2.01578,9.59531
-4.704e-01,0.117953,2.15469,9.59297
-4.703e-01,0.108781,2.14672,9.58203
-4.702e-01,0.118391,2.07266,9.60156
-4.701e-01,0.126125,2.22125,9.59219
-4.700e-01,0.116969,2.14656,9.59063
-4.699e-01,0.108312,2.24969,9.59063
-4.698e-01,0.118266,2.11453,9.59063
-4.697e-01,0.110281,2.06047,9.59375
-4.696e-01,0.119078,2.25516,9.59063
-4.695e-01,0.118594,2.08438,9.59453
-4.694e-01,0.111094,2.14375,9.59063
-4.693e-01,0.120266,2.21797,9.59453
-4.692e-01,0.109922,2.08828,9.58984
-4.691e-01,0.119328,2.10438,9.59688
-4.690e-01,0.112781,2.26734,9.59219
-4.689e-01,0.122234,2.28266,9.58984
-4.688e-01,0.112578,2.19203,9.59375
-4.687e-01,0.122266,2.14141,9.58594
-4.686e-01,0.112625,2.04031,9.59063
-4.685e-01,0.119906,2.28828,9.58594
-4.684e-01,0.119516,2.12812,9.59063
-4.683e-01,0.110344,2.12594,9.58984
-4.682e-01,0.117781,2.27828,9.58984
-4.681e-01,0.117688,2.11891,9.59375
-4.680e-01,0.108859,2.17078,9.58984
-4.679e-01,0.117359,2.28828,9.59297
-4.678e-01,0.117484,2.12172,9.59219
-4.677e-01,0.126016,2.19203,9.59453
-4.676e-01,0.117922,2.295,9.59141
-4.675e-01,0.117891,2.06719,9.59688
-4.674e-01,0.110625,2.20938,9.61016
-4.673e-01,0.119875,2.29172,9.59609
-4.672e-01,0.119891,2.10766,9.59688
-4.671e-01,0.113344,2.25141,9.59688
-4.670e-01,0.123016,2.28531,9.59375
-4.669e-01,0.113219,2.19547,9.59531
-4.668e-01,0.122984,2.16234,9.59609
-4.667e-01,0.113078,2.11422,9.59219
-4.666e-01,0.123125,2.05891,9.59219
-4.665e-01,0.118016,2.28187,9.59531
-4.664e-01,0.117641,2.12188,9.59688
-4.663e-01,0.108766,2.10312,9.59766
-4.662e-01,0.116406,2.26594,9.59609
-4.661e-01,0.126781,2.14375,9.59375
-4.660e-01,0.118203,2.18422,9.59609
-4.659e-01,0.110141,2.25891,9.59688
-4.658e-01,0.120359,2.10531,9.59219
-4.657e-01,0.112531,2.18375,9.58516
-4.656e-01,0.1215,2.28297,9.59141
-4.655e-01,0.121312,2.12125,9.59063
-4.654e-01,0.114156,2.21516,9.59688
-4.653e-01,0.12325,2.27641,9.59219
-4.652e-01,0.113203,2.14328,9.59297
-4.651e-01,0.122719,2.15516,9.59141
-4.650e-01,0.112953,2.07922,9.59297
-4.649e-01,0.122391,2.06953,9.58906
-4.648e-01,0.117016,2.27625,9.59297
-4.647e-01,0.116625,2.08969,9.59375
-4.646e-01,0.123766,2.26094,9.59219
-4.645e-01,0.114328,2.26484,9.59688
-4.644e-01,0.124594,2.18562,9.60156
-4.643e-01,0.115344,2.16969,9.59922
-4.642e-01,0.106766,2.20312,9.60156
-4.641e-01,0.117094,2.10531,9.59453
-4.640e-01,0.125703,2.23313,9.59297
-4.639e-01,0.117094,2.29297,9.60313
-4.638e-01,0.117234,2.06969,9.59375
-4.637e-01,0.125953,2.195,9.59219
-4.636e-01,0.118531,2.3075,9.59531
-4.635e-01,0.117922,2.14062,9.59375
-4.634e-01,0.127375,2.16312,9.59219
-4.633e-01,0.116844,2.03453,9.58828
-4.632e-01,0.110281,2.16641,9.59453
-4.631e-01,0.120094,2.19,9.59375
-4.630e-01,0.1105,2.11656,9.59375
-4.629e-01,0.120125,2.11016,9.6
-4.628e-01,0.110141,2.07094,9.59766
-4.627e-01,0.116953,2.26844,9.60469
-4.626e-01,0.127141,2.24734,9.60078
-4.625e-01,0.117969,2.18922,9.59609
-4.624e-01,0.109031,2.2425,9.60547
-4.623e-01,0.118953,2.09297,9.59609
-4.622e-01,0.110312,2.13516,9.58828
-4.621e-01,0.118266,2.23922,9.5875
-4.620e-01,0.118516,2.14453,9.58984
-4.619e-01,0.110594,1.99484,9.59609
-4.618e-01,0.119203,2.27703,9.58984
-4.617e-01,0.118922,2.15844,9.5875
-4.616e-01,0.127906,2.23906,9.58828
-4.615e-01,0.117531,2.06297,9.59141
-4.614e-01,0.1105,2.15703,9.59063
-4.613e-01,0.119937,2.20609,9.59219
-4.612e-01,0.109922,2.23016,9.59297
-4.611e-01,0.119594,2.14516,9.59063
-4.610e-01,0.129203,2.2425,9.59375
-4.609e-01,0.119391,2.09313,9.59922
-4.608e-01,0.114047,2.26703,9.58828
-4.607e-01,0.123859,2.25781,9.59922
-4.606e-01,0.114656,2.22859,9.59375
-4.605e-01,0.124906,2.15359,9.59297
-4.604e-01,0.115547,2.15906,9.58984
-4.603e-01,0.106422,2.20266,9.58984
-4.602e-01,0.117094,2.09609,9.5875
-4.601e-01,0.125125,2.19719,9.59922
-4.600e-01,0.116656,2.27484,9.6
-4.599e-01,0.116609,2.11234,9.59688
-4.598e-01,0.125172,2.18844,9.59609
-4.597e-01,0.117531,2.30688,9.59531
-4.596e-01,0.117312,2.02438,9.60078
-4.595e-01,0.110063,2.26063,9.60234
-4.594e-01,0.11975,2.32156,9.60391
-4.593e-01,0.119578,2.15297,9.60469
-4.592e-01,0.129172,2.15297,9.60625
-4.591e-01,0.118719,2.04891,9.60781
-4.590e-01,0.112875,2.27141,9.60547
-4.589e-01,0.1225,2.06188,9.60547
-4.588e-01,0.11725,2.38359,9.60234
-4.587e-01,0.117406,2.23672,9.60547
-4.586e-01,0.127234,2.13437,9.60234
-4.585e-01,0.117937,2.11328,9.60234
-4.584e-01,0.109016,2.13797,9.60859
-4.583e-01,0.117063,2.33469,9.61328
-4.582e-01,0.116531,2.14234,9.60078
-4.581e-01,0.124734,2.24187,9.60469
-4.580e-01,0.116703,2.305,9.60234
-4.579e-01,0.116125,2.11547,9.60391
-4.578e-01,0.124875,2.18172,9.6
-4.577e-01,0.117453,2.33391,9.59922
-4.576e-01,0.117203,2.10406,9.60469
-4.575e-01,0.126391,2.1375,9.60469
-4.574e-01,0.119484,2.17078,9.61484
-4.573e-01,0.129125,2.27078,9.60313
-4.572e-01,0.118859,2.20859,9.59531
-4.571e-01,0.128781,2.11313,9.59453
-4.570e-01,0.118703,2.04594,9.59531
-4.569e-01,0.113719,2.20906,9.60313
-4.568e-01,0.123453,2.15437,9.60391
-4.567e-01,0.114266,2.13359,9.60938
-4.566e-01,0.121578,2.26406,9.60547
-4.565e-01,0.121312,2.0875,9.61328
-4.564e-01,0.112281,2.11859,9.60781
-4.563e-01,0.120656,2.22391,9.60859
-4.562e-01,0.112703,2.265,9.60859
-4.561e-01,0.1225,2.08438,9.61172
-4.560e-01,0.114656,2.13984,9.60078
-4.559e-01,0.123875,2.20625,9.60703
-4.558e-01,0.113312,2.03781,9.58984
-4.557e-01,0.118219,2.21813,9.59688
-4.556e-01,0.127969,2.28578,9.59766
-4.555e-01,0.117563,2.14688,9.59375
-4.554e-01,0.127312,2.04344,9.59766
-4.553e-01,0.121328,2.24453,9.59297
-4.552e-01,0.111906,2.16812,9.59531
-4.551e-01,0.121516,2.19422,9.59531
-4.550e-01,0.111922,2.04328,9.59766
-4.549e-01,0.119219,2.15609,9.60469
-4.548e-01,0.110516,2.17859,9.60313
-4.547e-01,0.120688,2.06281,9.6
-4.546e-01,0.111984,2.06109,9.60781
-4.545e-01,0.120563,2.15859,9.6
-4.544e-01,0.112781,2.2,9.60391
-4.543e-01,0.121391,2.25656,9.59922
-4.542e-01,0.121281,2.00625,9.59922
-4.541e-01,0.113516,2.11766,9.60156
-4.540e-01,0.123375,2.15,9.60234
-4.539e-01,0.116766,2.25,9.60156
-4.538e-01,0.126297,2.21344,9.60391
-4.537e-01,0.116047,2.21656,9.59922
-4.536e-01,0.126172,2.0475,9.60859
-4.535e-01,0.120563,2.20188,9.61328
-4.534e-01,0.111547,2.12094,9.60391
-4.533e-01,0.118781,2.27469,9.6
-4.532e-01,0.118531,2.13281,9.60625
-4.531e-01,0.109812,2.07391,9.6
-4.530e-01,0.117922,2.23391,9.61016
-4.529e-01,0.117688,2.03109,9.60781
-4.528e-01,0.126031,2.09922,9.61094
-4.527e-01,0.118156,2.00297,9.59922
-4.526e-01,0.122734,2.33547,9.60625
-4.525e-01,0.122312,2.15609,9.60859
-4.524e-01,0.115109,2.17813,9.61328
-4.523e-01,0.124859,2.28109,9.60781
-4.522e-01,0.114703,2.11922,9.60625
-4.521e-01,0.12425,2.07953,9.60781
-4.520e-01,0.118437,2.15234,9.60547
-4.519e-01,0.109031,2.18141,9.60938
-4.518e-01,0.118781,2.15,9.60313
-4.517e-01,0.109875,2.07938,9.59375
-4.516e-01,0.117063,2.27078,9.59766
-4.515e-01,0.127156,2.13938,9.60469
-4.514e-01,0.118203,2.26688,9.60391
-4.513e-01,0.117797,1.91984,9.61094
-4.512e-01,0.120859,2.14875,9.60625
-4.511e-01,0.113172,2.21937,9.60781
-4.510e-01,0.122078,2.33547,9.6
-4.509e-01,0.121641,2.15469,9.60703
-4.508e-01,0.114609,2.22953,9.60547
-4.507e-01,0.123703,2.28672,9.59453
-4.506e-01,0.113687,2.06609,9.60859
-4.505e-01,0.123141,2.15109,9.60547
-4.504e-01,0.112938,2.07094,9.60078
-4.503e-01,0.122297,2.08078,9.59766
-4.502e-01,0.116703,2.24734,9.60391
-4.501e-01,0.12675,2.22516,9.60547
-4.500e-01,0.117234,2.16969,9.60781
-4.499e-01,0.127219,2.08813,9.61094
-4.498e-01,0.117766,2.07953,9.61094
-4.497e-01,0.125469,2.23703,9.59766
-4.496e-01,0.116531,2.27375,9.60703
-4.495e-01,0.126672,2.13234,9.61484
-4.494e-01,0.118172,2.15516,9.61172
-4.493e-01,0.110094,2.25391,9.60234
-4.492e-01,0.120391,2.08781,9.60547
-4.491e-01,0.112641,2.17203,9.60547
-4.490e-01,0.121437,2.27312,9.60234
-4.489e-01,0.120984,2.09266,9.60313
-4.488e-01,0.114156,2.23094,9.61094
-4.487e-01,0.123641,2.27578,9.60391
-4.486e-01,0.113391,2.14906,9.60703
-4.485e-01,0.122906,2.15625,9.60469
-4.484e-01,0.112969,2.08203,9.60703
-4.483e-01,0.122625,2.04453,9.60781
-4.482e-01,0.117125,2.26766,9.60625
-4.481e-01,0.127344,2.25375,9.61016
-4.480e-01,0.117578,2.20844,9.61328
-4.479e-01,0.127766,2.12266,9.61172
-4.478e-01,0.118281,2.11031,9.60625
-4.477e-01,0.109516,2.14094,9.61406
-4.476e-01,0.11725,2.30344,9.60234
-4.475e-01,0.117344,2.15266,9.61172
-4.474e-01,0.108828,2.18891,9.60625
-4.473e-01,0.117437,2.32531,9.60938
-4.472e-01,0.117641,2.16359,9.60703
-4.471e-01,0.126312,2.25156,9.61094
-4.470e-01,0.115797,2.075,9.60391
-4.469e-01,0.125047,2.13063,9.60469
-4.468e-01,0.117875,2.25906,9.61172
-4.467e-01,0.117828,2.09422,9.60547
-4.466e-01,0.127078,2.11875,9.60469
-4.465e-01,0.117125,2.01594,9.6125
-4.464e-01,0.111016,2.19156,9.61797
-4.463e-01,0.120797,2.20484,9.6125
-4.462e-01,0.111453,2.15547,9.61406
-4.461e-01,0.121109,2.11234,9.61172
-4.460e-01,0.111656,2.09359,9.60625
-4.459e-01,0.119125,2.2725,9.61875
-4.458e-01,0.118547,2.1875,9.61484
-4.457e-01,0.109656,2.14359,9.61016
-4.456e-01,0.117719,2.30031,9.61953
-4.455e-01,0.11725,2.18875,9.61484
-4.454e-01,0.109031,2.20438,9.6125
-4.453e-01,0.119094,2.07359,9.61484
-4.452e-01,0.111219,2.13828,9.61875
-4.451e-01,0.120203,2.25703,9.61875
-4.450e-01,0.119875,2.0275,9.61719
-4.449e-01,0.112328,2.2,9.61719
-4.448e-01,0.121531,2.25578,9.60313
-4.447e-01,0.111594,2.12484,9.60547
-4.446e-01,0.121031,2.13984,9.60625
-4.445e-01,0.13075,2.17281,9.61016
-4.444e-01,0.120359,2.06422,9.60469
-4.443e-01,0.114453,2.22,9.61172
-4.442e-01,0.124578,2.14578,9.61406
-4.441e-01,0.114609,2.13375,9.60703
-4.440e-01,0.124891,2.095,9.61016
-4.439e-01,0.115437,2.06016,9.61016
-4.438e-01,0.123141,2.225,9.61797
-4.437e-01,0.114172,2.16688,9.61641
-4.436e-01,0.124359,2.12406,9.61094
-4.435e-01,0.115469,2.13172,9.61875
-4.434e-01,0.124312,2.29375,9.61172
-4.433e-01,0.124094,2.1,9.61641
-4.432e-01,0.115859,2.15016,9.61953
-4.431e-01,0.125078,2.21453,9.62188
-4.430e-01,0.114563,2.0725,9.62344
-4.429e-01,0.123766,2.11422,9.61172
-4.428e-01,0.116844,2.19016,9.61797
-4.427e-01,0.126188,2.25328,9.61328
-4.426e-01,0.116437,2.14547,9.61875
-4.425e-01,0.126016,2.16469,9.61641
-4.424e-01,0.116063,2.03906,9.61719
-4.423e-01,0.122703,2.23719,9.61172
-4.422e-01,0.112891,2.21594,9.61328
-4.421e-01,0.123156,2.13313,9.61406
-4.420e-01,0.113906,2.11828,9.61953
-4.419e-01,0.121766,2.26547,9.60781
-4.418e-01,0.121063,2.14203,9.61094
-4.417e-01,0.112563,2.12781,9.61797
-4.416e-01,0.120891,2.25156,9.61406
-4.415e-01,0.120563,2.03703,9.61016
-4.414e-01,0.112484,2.145,9.6125
-4.413e-01,0.121312,2.24891,9.61406
-4.412e-01,0.120984,2.05797,9.62344
-4.411e-01,0.113547,2.17016,9.61484
-4.410e-01,0.122844,2.2275,9.61641
-4.409e-01,0.112797,2.12047,9.61641
-4.408e-01,0.122031,2.12156,9.61641
-4.407e-01,0.115609,2.28531,9.61328
-4.406e-01,0.115609,2.14312,9.62188
-4.405e-01,0.125359,2.10078,9.61328
-4.404e-01,0.115563,2.03719,9.61641
-4.403e-01,0.122375,2.20984,9.61797
-4.402e-01,0.112844,2.21531,9.62266
