Model,MDO3024
Firmware Version,1.30

Waveform Type,ANALOG,,
-4.940e-01,0.115781,1.95891,3.59219
-4.939e-01,0.119125,2.01313,3.59766
-4.938e-01,0.116281,2.00891,3.59219
-4.937e-01,0.119812,2.07641,3.60156
-4.936e-01,0.123297,2.02781,3.58906
-4.935e-01,0.117312,1.95984,3.59297
-4.934e-01,0.120672,2.02188,3.58438
-4.933e-01,0.124234,1.99562,3.59141
-4.932e-01,0.118031,1.93625,3.58125
-4.931e-01,0.122,1.98313,3.57734
-4.930e-01,0.119828,2.04172,3.57422
-4.929e-01,0.1165,1.98109,3.57813
-4.928e-01,0.123547,1.95797,3.56875
-4.927e-01,0.121437,1.99125,3.57734
-4.926e-01,0.125594,2.00172,3.57656
-4.925e-01,0.123656,2.05297,3.58047
-4.924e-01,0.120781,2.02547,3.57734
-4.923e-01,0.120297,1.93625,3.58281
-4.922e-01,0.115328,1.95797,3.58203
-4.921e-01,0.119344,1.99891,3.58438
-4.920e-01,0.122703,1.91484,3.58281
-4.919e-01,0.117797,1.93219,3.58438
-4.918e-01,0.121937,2.13469,3.58359
-4.917e-01,0.118312,2.12141,3.57188
-4.916e-01,0.114594,1.99906,3.56719
-4.915e-01,0.120953,2.09078,3.575
-4.914e-01,0.124453,2.10562,3.57578
-4.913e-01,0.117516,1.99359,3.57578
-4.912e-01,0.120656,2.06594,3.57734
-4.911e-01,0.123594,2.07531,3.58438
-4.910e-01,0.116922,1.98313,3.58438
-4.909e-01,0.120391,2.05828,3.58594
-4.908e-01,0.123797,2.05469,3.58203
-4.907e-01,0.116859,1.97828,3.58203
-4.906e-01,0.120156,2.04984,3.57813
-4.905e-01,0.123859,2.03719,3.58281
-4.904e-01,0.117312,1.98844,3.57578
-4.903e-01,0.120984,2.04156,3.58047
-4.902e-01,0.124422,2.03391,3.57969
-4.901e-01,0.118,2.00797,3.58125
-4.900e-01,0.121437,2.08344,3.58594
-4.899e-01,0.125031,2.04234,3.58516
-4.898e-01,0.118625,2.08125,3.58203
-4.897e-01,0.115563,2.00109,3.58281
-4.896e-01,0.122406,1.97844,3.58203
-4.895e-01,0.120219,2.04203,3.58438
-4.894e-01,0.116656,2.01781,3.57734
-4.893e-01,0.123703,1.99562,3.57813
-4.892e-01,0.121531,2.05844,3.58438
-4.891e-01,0.118547,2.04703,3.58125
-4.890e-01,0.118203,1.96063,3.58672
-4.889e-01,0.112672,1.98875,3.57734
-4.888e-01,0.116531,2.04984,3.57969
-4.887e-01,0.120234,1.98766,3.58672
-4.886e-01,0.115125,2.02672,3.58594
-4.885e-01,0.119016,2.06531,3.58359
-4.884e-01,0.122578,1.99609,3.58516
-4.883e-01,0.117656,2.05781,3.57266
-4.882e-01,0.114812,2.11922,3.58203
-4.881e-01,0.114531,2.00578,3.57734
-4.880e-01,0.120812,2.10109,3.57734
-4.879e-01,0.117219,2.08266,3.56719
-4.878e-01,0.120266,1.96828,3.56641
-4.877e-01,0.119359,2.04875,3.56719
-4.876e-01,0.116422,2.07141,3.56953
-4.875e-01,0.116375,1.98703,3.56016
-4.874e-01,0.123,2.08438,3.56797
-4.873e-01,0.119609,2.06734,3.56641
-4.872e-01,0.115812,1.96578,3.56406
-4.871e-01,0.122219,2.05516,3.56875
-4.870e-01,0.119234,2.06875,3.57109
-4.869e-01,0.115547,1.96891,3.57109
-4.868e-01,0.122422,2.03844,3.57734
-4.867e-01,0.119297,2.05437,3.56953
-4.866e-01,0.115781,1.96437,3.56719
-4.865e-01,0.122641,2.02031,3.57266
-4.864e-01,0.119734,2.04266,3.57422
-4.863e-01,0.116156,1.96234,3.57813
-4.862e-01,0.122984,2.00531,3.57734
-4.861e-01,0.120219,2.0325,3.58125
-4.860e-01,0.117031,1.95922,3.57188
-4.859e-01,0.123734,1.99063,3.57734
-4.858e-01,0.12125,2.02594,3.57422
-4.857e-01,0.117656,1.96469,3.58203
-4.856e-01,0.111844,1.9475,3.57734
-4.855e-01,0.115547,2.01281,3.58359
-4.854e-01,0.119219,1.96703,3.57266
-4.853e-01,0.113469,1.96078,3.57734
-4.852e-01,0.117188,2.02062,3.57969
-4.851e-01,0.121016,1.96625,3.58594
-4.850e-01,0.115484,1.97109,3.57734
-4.849e-01,0.119453,2.02578,3.575
-4.848e-01,0.122969,1.96609,3.58359
-4.847e-01,0.117516,1.98469,3.58047
-4.846e-01,0.121625,2.03344,3.58359
-4.845e-01,0.125031,1.95141,3.58516
-4.844e-01,0.119875,1.98719,3.58047
-4.843e-01,0.117141,1.98906,3.58516
-4.842e-01,0.116906,1.91078,3.59219
-4.841e-01,0.112187,1.98,3.59219
-4.840e-01,0.116516,2.02516,3.58594
-4.839e-01,0.120156,1.91953,3.58438
-4.838e-01,0.115391,1.98156,3.58984
-4.837e-01,0.112719,1.97953,3.58906
-4.836e-01,0.119344,2.10641,3.5875
-4.835e-01,0.122656,2.12734,3.58203
-4.834e-01,0.122641,2.02641,3.58828
-4.833e-01,0.115953,1.94328,3.58203
-4.832e-01,0.118766,2.04531,3.5875
-4.831e-01,0.122219,2.05375,3.58125
-4.830e-01,0.115656,1.97359,3.59297
-4.829e-01,0.118828,2.06797,3.5875
-4.828e-01,0.122328,2.07266,3.58828
-4.827e-01,0.115641,2.00062,3.59375
-4.826e-01,0.119125,2.09187,3.58906
-4.825e-01,0.122391,2.08453,3.59297
-4.824e-01,0.115984,2.05,3.59297
-4.823e-01,0.112453,1.97391,3.59531
-4.822e-01,0.119281,2.03406,3.59375
-4.821e-01,0.122891,2.02047,3.58828
-4.820e-01,0.116781,1.98438,3.59688
-4.819e-01,0.120156,2.02813,3.58906
-4.818e-01,0.123812,2.03187,3.58828
-4.817e-01,0.117703,2.03328,3.58438
-4.816e-01,0.121281,2.11203,3.58672
-4.815e-01,0.124797,2.08094,3.58359
-4.814e-01,0.124469,1.97469,3.58672
-4.813e-01,0.118859,1.97766,3.58984
-4.812e-01,0.122453,2.06312,3.59141
-4.811e-01,0.126078,2.08984,3.59688
-4.810e-01,0.125688,1.96406,3.59766
-4.809e-01,0.119953,1.95109,3.59766
-4.808e-01,0.123875,2.05625,3.59063
-4.807e-01,0.127609,1.99156,3.59531
-4.806e-01,0.122,1.97453,3.59219
-4.805e-01,0.118797,1.99625,3.59688
-4.804e-01,0.125719,1.98875,3.59141
-4.803e-01,0.124094,2.09578,3.58672
-4.802e-01,0.120891,2.075,3.58906
-4.801e-01,0.120906,1.96922,3.59219
-4.800e-01,0.115953,1.97609,3.58828
-4.799e-01,0.120141,2.05609,3.58672
-4.798e-01,0.123703,2.01234,3.59297
-4.797e-01,0.123469,1.92312,3.59766
-4.796e-01,0.118563,1.99484,3.59141
-4.795e-01,0.115703,2.08281,3.59766
-4.794e-01,0.115687,1.98172,3.59531
-4.793e-01,0.121953,2.06078,3.59844
-4.792e-01,0.1185,2.05031,3.59375
-4.791e-01,0.114672,1.94156,3.59375
-4.790e-01,0.121281,2.04922,3.60078
-4.789e-01,0.118125,1.98328,3.59688
-4.788e-01,0.120797,2.11437,3.59219
-4.787e-01,0.124312,2.19031,3.59375
-4.786e-01,0.123688,2.0825,3.6
-4.785e-01,0.117078,1.95141,3.60078
-4.784e-01,0.120516,2.02547,3.60391
-4.783e-01,0.123937,2.04641,3.60234
-4.782e-01,0.117141,1.95641,3.61563
-4.781e-01,0.120563,2.02984,3.60703
-4.780e-01,0.124234,2.06625,3.60781
-4.779e-01,0.117844,1.98109,3.60703
-4.778e-01,0.121203,2.05984,3.60547
-4.777e-01,0.124672,2.05625,3.60469
-4.776e-01,0.118375,1.98687,3.59141
-4.775e-01,0.121906,2.06625,3.59922
-4.774e-01,0.125625,2.0525,3.60313
-4.773e-01,0.119344,1.9875,3.59297
-4.772e-01,0.122906,2.05922,3.59531
-4.771e-01,0.126422,2.03453,3.60313
-4.770e-01,0.120375,1.9875,3.60859
-4.769e-01,0.124297,2.06578,3.6125
-4.768e-01,0.127563,2.03234,3.60625
-4.767e-01,0.121859,2.00312,3.60781
-4.766e-01,0.118531,1.97094,3.60703
-4.765e-01,0.112938,1.99453,3.59453
-4.764e-01,0.117016,2.04469,3.6
-4.763e-01,0.120797,2.00156,3.60703
-4.762e-01,0.115328,2.01016,3.60703
-4.761e-01,0.119578,2.04531,3.60859
-4.760e-01,0.122906,1.97656,3.62109
-4.759e-01,0.117578,2.00344,3.62578
-4.758e-01,0.122,2.11078,3.62813
-4.757e-01,0.118344,1.95078,3.61484
-4.756e-01,0.120719,1.9925,3.62109
-4.755e-01,0.123859,2.03359,3.61484
-4.754e-01,0.124063,1.95328,3.62422
-4.753e-01,0.119109,2.01422,3.61484
-4.752e-01,0.116422,2.03141,3.61797
-4.751e-01,0.116219,1.95547,3.61563
-4.750e-01,0.122844,2.09734,3.61172
-4.749e-01,0.119453,2.08453,3.61484
-4.748e-01,0.115609,1.97469,3.60781
-4.747e-01,0.122328,2.06094,3.60938
-4.746e-01,0.119109,2.08438,3.6125
-4.745e-01,0.115375,1.99375,3.61172
-4.744e-01,0.122031,2.05906,3.60469
-4.743e-01,0.125516,2.06156,3.61719
-4.742e-01,0.118797,1.99609,3.61875
-4.741e-01,0.121828,2.07203,3.61172
-4.740e-01,0.125516,2.06016,3.61641
-4.739e-01,0.118859,2.00094,3.61953
-4.738e-01,0.122219,2.075,3.62344
-4.737e-01,0.125609,2.06328,3.62344
-4.736e-01,0.119203,1.94844,3.62422
-4.735e-01,0.122891,2.05297,3.61563
-4.734e-01,0.126234,2.06625,3.62188
-4.733e-01,0.120047,2.07156,3.61797
-4.732e-01,0.116547,2.0175,3.61719
-4.731e-01,0.123453,2.02766,3.61641
-4.730e-01,0.127203,1.98203,3.60391
-4.729e-01,0.121094,1.9725,3.60391
-4.728e-01,0.124594,2.03891,3.60781
-4.727e-01,0.128063,1.99609,3.60625
-4.726e-01,0.122391,1.99859,3.60781
-4.725e-01,0.119094,1.98531,3.60781
-4.724e-01,0.113406,2.00406,3.60547
-4.723e-01,0.117516,1.98297,3.59922
-4.722e-01,0.115563,2.07203,3.60469
-4.721e-01,0.112828,2.09328,3.60313
-4.720e-01,0.119437,2.06359,3.60156
-4.719e-01,0.12325,1.98016,3.6
-4.718e-01,0.117812,2.00906,3.60625
-4.717e-01,0.121719,2.06078,3.60547
-4.716e-01,0.125828,1.99719,3.59688
-4.715e-01,0.120531,2.04703,3.60078
-4.714e-01,0.117656,2.05578,3.59766
-4.713e-01,0.117484,1.98828,3.59375
-4.712e-01,0.117359,1.88813,3.59375
-4.711e-01,0.123437,1.97656,3.60313
-4.710e-01,0.120016,1.97828,3.60156
-4.709e-01,0.122688,2.02625,3.59766
-4.708e-01,0.119437,2.04766,3.60391
-4.707e-01,0.115391,1.95703,3.60469
-4.706e-01,0.122016,2.04422,3.60703
-4.705e-01,0.119125,2.03422,3.60703
-4.704e-01,0.115266,1.93312,3.60391
-4.703e-01,0.121906,2.00391,3.59922
-4.702e-01,0.118469,2.04953,3.60547
-4.701e-01,0.115063,1.93922,3.60859
-4.700e-01,0.121578,1.97781,3.60469
-4.699e-01,0.118812,1.99,3.61016
-4.698e-01,0.12225,2.08125,3.61406
-4.697e-01,0.12575,2.05672,3.60781
-4.696e-01,0.119125,1.97031,3.60391
-4.695e-01,0.122625,2.04391,3.60078
-4.694e-01,0.126188,2.01953,3.6
-4.693e-01,0.119641,1.95031,3.60625
-4.692e-01,0.123203,2.00344,3.60234
-4.691e-01,0.121266,2.05344,3.60313
-4.690e-01,0.117609,1.98984,3.59688
-4.689e-01,0.124703,2.00078,3.59922
-4.688e-01,0.122281,2.03484,3.59531
-4.687e-01,0.119078,1.97469,3.60078
-4.686e-01,0.11375,1.97766,3.59141
-4.685e-01,0.117266,2.02188,3.60313
-4.684e-01,0.120828,1.95672,3.60469
-4.683e-01,0.115656,1.96578,3.60703
-4.682e-01,0.119469,2.01219,3.60156
-4.681e-01,0.123234,1.94766,3.60469
-4.680e-01,0.117828,1.97109,3.60313
-4.679e-01,0.121688,2.03016,3.60078
-4.678e-01,0.125125,1.93547,3.59766
-4.677e-01,0.120156,1.95031,3.6
-4.676e-01,0.117469,1.94125,3.59844
-4.675e-01,0.112578,2.015,3.59844
-4.674e-01,0.116844,2.02656,3.60234
-4.673e-01,0.12025,1.91437,3.59922
-4.672e-01,0.115859,1.97344,3.59219
-4.671e-01,0.113422,1.99875,3.59141
-4.670e-01,0.120031,2.08375,3.58906
-4.669e-01,0.123344,2.07984,3.58906
-4.668e-01,0.116797,1.99188,3.59531
-4.667e-01,0.119641,2.06672,3.58984
-4.666e-01,0.123016,2.06016,3.59531
-4.665e-01,0.116344,1.98516,3.59531
-4.664e-01,0.119766,2.05672,3.58828
-4.663e-01,0.123234,2.03797,3.59141
-4.662e-01,0.116391,1.9775,3.59688
-4.661e-01,0.119703,2.04984,3.60391
-4.660e-01,0.123391,2.02625,3.59844
-4.659e-01,0.117016,1.98188,3.60625
-4.658e-01,0.120328,2.04609,3.61016
-4.657e-01,0.123922,2.04719,3.60547
-4.656e-01,0.117828,2.00188,3.60313
-4.655e-01,0.121266,2.04219,3.60938
-4.654e-01,0.124969,2.00047,3.59844
-4.653e-01,0.119047,1.98609,3.6
-4.652e-01,0.1225,2.02875,3.60781
-4.651e-01,0.126016,1.97906,3.59688
-4.650e-01,0.120437,1.99328,3.6
-4.649e-01,0.124063,2.04438,3.60469
-4.648e-01,0.127578,1.96906,3.60781
-4.647e-01,0.121953,1.98547,3.60391
-4.646e-01,0.118688,1.965,3.60547
-4.645e-01,0.113297,1.98422,3.60547
-4.644e-01,0.117328,2.03125,3.60391
-4.643e-01,0.120656,1.95891,3.59688
-4.642e-01,0.115672,1.99203,3.59531
-4.641e-01,0.119922,2.03672,3.59766
-4.640e-01,0.123094,1.95703,3.58984
-4.639e-01,0.118234,1.99953,3.59688
-4.638e-01,0.115203,2.00109,3.59141
-4.637e-01,0.115141,1.89766,3.59453
-4.636e-01,0.121453,2.01891,3.59922
-4.635e-01,0.117969,2.00203,3.6
-4.634e-01,0.120797,2.09219,3.60078
-4.633e-01,0.124281,2.08234,3.60078
-4.632e-01,0.117125,1.945,3.59297
-4.631e-01,0.120156,2.03719,3.60391
-4.630e-01,0.123625,2.03828,3.60938
-4.629e-01,0.116828,1.91281,3.60234
-4.628e-01,0.12,1.99578,3.60469
-4.627e-01,0.117031,1.99203,3.60156
-4.626e-01,0.1205,2.05812,3.59766
-4.625e-01,0.123953,1.99141,3.61016
-4.624e-01,0.117469,1.91359,3.60625
-4.623e-01,0.12075,2.03125,3.60156
-4.622e-01,0.124219,1.98313,3.61172
-4.621e-01,0.118016,1.8975,3.60703
-4.620e-01,0.121219,1.96313,3.60391
-4.619e-01,0.118922,1.98422,3.59531
-4.618e-01,0.122422,2.04469,3.60156
-4.617e-01,0.125969,1.99562,3.59688
-4.616e-01,0.12,1.92203,3.60469
-4.615e-01,0.111297,2.01047,3.6
-4.614e-01,0.114812,2.06219,3.60078
-4.613e-01,0.118219,1.97203,3.60469
-4.612e-01,0.112938,1.96297,3.60313
-4.611e-01,0.117063,2.03734,3.60781
-4.610e-01,0.120547,1.94234,3.60078
-4.609e-01,0.115156,1.93922,3.60859
-4.608e-01,0.119188,2.01125,3.60859
-4.607e-01,0.122359,1.95016,3.60313
-4.606e-01,0.117719,1.93797,3.60078
-4.605e-01,0.121688,1.94734,3.59766
-4.604e-01,0.120469,2.025,3.60625
-4.603e-01,0.117797,2.00672,3.60234
-4.602e-01,0.117531,1.91312,3.60391
-4.601e-01,0.112953,1.97844,3.60234
-4.600e-01,0.117094,1.99406,3.60156
-4.599e-01,0.1205,1.87125,3.60547
-4.598e-01,0.116375,2.01438,3.60313
-4.597e-01,0.114031,2.00219,3.60078
-4.596e-01,0.120359,2.04031,3.60391
-4.595e-01,0.123891,2.03516,3.60078
-4.594e-01,0.117094,1.93437,3.60234
-4.593e-01,0.120312,2.00937,3.60313
-4.592e-01,0.117391,2.02875,3.60625
-4.591e-01,0.120516,2.09453,3.60234
-4.590e-01,0.124125,2.07063,3.60313
-4.589e-01,0.117703,1.99531,3.59766
-4.588e-01,0.121266,2.06562,3.60781
-4.587e-01,0.124859,2.00219,3.59219
-4.586e-01,0.118312,1.96375,3.6
-4.585e-01,0.121688,2.04906,3.59766
-4.584e-01,0.125469,2.00609,3.59375
-4.583e-01,0.119047,1.91703,3.59922
-4.582e-01,0.122797,2.01234,3.59297
-4.581e-01,0.126547,1.98984,3.59531
-4.580e-01,0.120437,1.96562,3.59766
-4.579e-01,0.124141,2.03,3.6
-4.578e-01,0.127828,1.97594,3.6
-4.577e-01,0.121844,1.96625,3.59688
-4.576e-01,0.125609,2.02984,3.60313
-4.575e-01,0.129109,1.96328,3.60313
-4.574e-01,0.123688,1.96672,3.59922
-4.573e-01,0.120563,1.95359,3.59375
-4.572e-01,0.115281,1.98594,3.6
-4.571e-01,0.119391,2.02578,3.59453
-4.570e-01,0.122875,1.96109,3.58828
-4.569e-01,0.117906,1.98297,3.58359
-4.568e-01,0.122297,2.02016,3.58906
-4.567e-01,0.125641,1.93906,3.59844
-4.566e-01,0.120656,1.97719,3.59219
-4.565e-01,0.117937,1.95109,3.5875
-4.564e-01,0.113609,1.98781,3.58906
-4.563e-01,0.11775,2.04,3.59063
-4.562e-01,0.121078,1.97188,3.59688
-4.561e-01,0.116766,2.0325,3.58828
-4.560e-01,0.114687,2.03891,3.59297
-4.559e-01,0.114328,1.95188,3.59297
-4.558e-01,0.121156,2.0325,3.58828
-4.557e-01,0.118109,2.03547,3.58984
-4.556e-01,0.114359,1.93375,3.59375
-4.555e-01,0.120984,1.98562,3.59844
-4.554e-01,0.118156,1.99672,3.5875
-4.553e-01,0.121734,2.03812,3.58906
-4.552e-01,0.118875,2.07,3.5875
-4.551e-01,0.115344,2.00453,3.58594
-4.550e-01,0.12225,2.02516,3.58828
-4.549e-01,0.119547,2.04344,3.59453
-4.548e-01,0.116109,1.98047,3.59063
-4.547e-01,0.123125,1.98813,3.59141
-4.546e-01,0.120734,2.00844,3.59375
-4.545e-01,0.124453,2.07906,3.58984
-4.544e-01,0.128188,2.02062,3.59063
-4.543e-01,0.122063,1.98422,3.58984
-4.542e-01,0.125906,2.10188,3.58906
-4.541e-01,0.122328,1.91078,3.6
-4.540e-01,0.124281,1.94437,3.60234
-4.539e-01,0.127375,1.99234,3.59219
-4.538e-01,0.121641,2.02578,3.58516
-4.537e-01,0.11875,1.99938,3.59141
-4.536e-01,0.113766,2.02016,3.59375
-4.535e-01,0.117641,2.05969,3.59063
-4.534e-01,0.121063,1.98687,3.58359
-4.533e-01,0.116016,2.00797,3.58516
-4.532e-01,0.120297,2.02188,3.59219
-4.531e-01,0.12375,1.91766,3.58672
-4.530e-01,0.119234,1.97031,3.58359
-4.529e-01,0.116609,1.98438,3.59063
-4.528e-01,0.116391,1.91547,3.59375
-4.527e-01,0.12275,2.00672,3.58906
-4.526e-01,0.119406,1.99953,3.59219
-4.525e-01,0.122406,2.08656,3.58672
-4.524e-01,0.125578,2.10016,3.58906
-4.523e-01,0.119047,1.99984,3.58594
-4.522e-01,0.122234,2.07875,3.58906
-4.521e-01,0.125563,2.07125,3.58984
-4.520e-01,0.118922,1.99188,3.59297
-4.519e-01,0.122109,2.08047,3.58281
-4.518e-01,0.125547,2.07156,3.58672
-4.517e-01,0.118984,1.98906,3.5875
-4.516e-01,0.122328,2.07469,3.58516
-4.515e-01,0.126141,2.06672,3.58281
-4.514e-01,0.119594,2.01078,3.58359
-4.513e-01,0.123078,2.14562,3.57969
-4.512e-01,0.119812,1.92484,3.57969
-4.511e-01,0.120984,1.97875,3.58516
-4.510e-01,0.12375,2.05891,3.58516
-4.509e-01,0.117547,2.03641,3.58516
-4.508e-01,0.121375,2.10438,3.58047
-4.507e-01,0.124859,2.07016,3.57969
-4.506e-01,0.118969,2.05516,3.58203
-4.505e-01,0.115797,2.02031,3.57734
-4.504e-01,0.122625,2.03516,3.57813
-4.503e-01,0.126391,1.99328,3.575
-4.502e-01,0.120531,1.99656,3.575
-4.501e-01,0.124281,2.04,3.58828
-4.500e-01,0.127953,2.00578,3.57813
-4.499e-01,0.122625,2.04062,3.58281
-4.498e-01,0.119547,2.03016,3.58516
-4.497e-01,0.1195,1.94766,3.5875
-4.496e-01,0.114187,2.01422,3.59219
-4.495e-01,0.118266,2.05812,3.58203
-4.494e-01,0.12175,1.98063,3.58281
-4.493e-01,0.1165,2.04594,3.58047
-4.492e-01,0.114187,2.06469,3.58828
-4.491e-01,0.120953,2.00625,3.58125
-4.490e-01,0.124563,1.91953,3.58672
-4.489e-01,0.119797,1.99516,3.58438
-4.488e-01,0.117016,2.02547,3.58672
-4.487e-01,0.116922,1.92891,3.57422
-4.486e-01,0.123406,2.04203,3.575
-4.485e-01,0.120156,2.05891,3.58281
-4.484e-01,0.116203,1.94437,3.57422
-4.483e-01,0.122594,2.03359,3.57578
-4.482e-01,0.119344,2.05187,3.57344
-4.481e-01,0.115687,1.95516,3.57031
-4.480e-01,0.122344,2.02328,3.575
-4.479e-01,0.119437,2.04422,3.575
-4.478e-01,0.115719,1.95125,3.57734
-4.477e-01,0.122609,2.00656,3.57109
-4.476e-01,0.119703,2.01812,3.56875
-4.475e-01,0.122984,2.10531,3.575
-4.474e-01,0.126563,2.09406,3.57422
-4.473e-01,0.120219,2.03641,3.57188
-4.472e-01,0.116766,1.96,3.58594
-4.471e-01,0.123578,1.98016,3.5875
-4.470e-01,0.120984,2.03094,3.58125
-4.469e-01,0.117594,2.0725,3.58359
-4.468e-01,0.117609,1.94656,3.58516
-4.467e-01,0.124188,1.89266,3.57734
-4.466e-01,0.122016,1.95188,3.58125
-4.465e-01,0.113125,2.035,3.58359
-4.464e-01,0.116953,2.11234,3.58281
-4.463e-01,0.120437,2.05156,3.57734
-4.462e-01,0.120406,1.94328,3.58438
-4.461e-01,0.114703,1.96578,3.58672
-4.460e-01,0.118578,2.03453,3.59297
-4.459e-01,0.122391,1.96906,3.5875
-4.458e-01,0.11675,1.98672,3.58594
-4.457e-01,0.120688,2.04672,3.58516
-4.456e-01,0.124422,1.97125,3.59219
-4.455e-01,0.119156,2.00937,3.59297
-4.454e-01,0.116047,2.00844,3.59141
-4.453e-01,0.122906,1.93031,3.59141
-4.452e-01,0.121391,2.01703,3.58984
-4.451e-01,0.118563,2.02969,3.58672
-4.450e-01,0.118281,1.94578,3.58984
-4.449e-01,0.113859,2.01484,3.58906
-4.448e-01,0.117891,2.04828,3.59219
-4.447e-01,0.121328,1.94953,3.59063
-4.446e-01,0.117047,2.02297,3.58516
-4.445e-01,0.114687,2.04641,3.5875
-4.444e-01,0.114594,1.96344,3.59297
-4.443e-01,0.120891,2.07437,3.58203
-4.442e-01,0.124641,2.10453,3.58828
-4.441e-01,0.117797,2.00453,3.59141
-4.440e-01,0.1205,2.10141,3.59297
-4.439e-01,0.124281,2.1275,3.58516
-4.438e-01,0.124094,2.02859,3.58203
-4.437e-01,0.117297,1.94453,3.58984
-4.436e-01,0.120641,2.0475,3.58516
-4.435e-01,0.124063,2.06141,3.59766
-4.434e-01,0.117437,1.98781,3.59531
-4.433e-01,0.120984,2.07938,3.58828
-4.432e-01,0.124594,2.07891,3.59297
-4.431e-01,0.118125,2.01766,3.58984
-4.430e-01,0.121422,2.1075,3.59766
-4.429e-01,0.124937,2.10875,3.59219
-4.428e-01,0.1245,2.01125,3.58828
-4.427e-01,0.118297,1.97469,3.58906
-4.426e-01,0.122156,2.06562,3.58359
-4.425e-01,0.125672,2.05203,3.59766
-4.424e-01,0.119516,2.01594,3.58594
-4.423e-01,0.12325,2.10047,3.58594
-4.422e-01,0.126609,2.07938,3.58281
-4.421e-01,0.12625,2.03109,3.58906
-4.420e-01,0.120437,2.00391,3.58906
-4.419e-01,0.123969,2.07812,3.58594
-4.418e-01,0.127922,2.03469,3.58516
-4.417e-01,0.122156,2.02828,3.58906
-4.416e-01,0.118906,2.02266,3.58672
-4.415e-01,0.118734,1.93859,3.58906
-4.414e-01,0.113156,1.96828,3.59219
-4.413e-01,0.117266,2.00312,3.59766
-4.412e-01,0.121,1.96672,3.59219
-4.411e-01,0.115406,2.0175,3.59375
-4.410e-01,0.119437,2.08,3.59453
-4.409e-01,0.123234,2.01578,3.58906
-4.408e-01,0.118047,2.05766,3.58906
-4.407e-01,0.115375,2.07141,3.59766
-4.406e-01,0.115094,1.99203,3.59531
-4.405e-01,0.121797,2.00188,3.59375
-4.404e-01,0.125375,1.91297,3.60078
-4.403e-01,0.120328,1.94766,3.59375
-4.402e-01,0.1175,1.96562,3.59297
