Model,MDO3024
Firmware Version,1.30

Waveform Type,ANALOG,,
-4.940e-01,0.123875,2.21109,6.95703
-4.939e-01,0.114906,2.10047,6.95547
-4.938e-01,0.121625,2.15063,6.95938
-4.937e-01,0.11425,2.10813,6.95938
-4.936e-01,0.121609,2.18016,6.96484
-4.935e-01,0.114109,2.14938,6.96016
-4.934e-01,0.121625,2.19844,6.96016
-4.933e-01,0.114547,2.17625,6.95703
-4.932e-01,0.121922,2.21391,6.95
-4.931e-01,0.115375,2.21563,6.95703
-4.930e-01,0.122906,2.25375,6.95547
-4.929e-01,0.124359,2.13563,6.95391
-4.928e-01,0.115812,2.1175,6.95156
-4.927e-01,0.12375,2.10516,6.95156
-4.926e-01,0.117406,2.12578,6.94922
-4.925e-01,0.108359,2.21906,6.95
-4.924e-01,0.116156,2.20625,6.94844
-4.923e-01,0.126578,2.1825,6.95938
-4.922e-01,0.120688,2.18844,6.95625
-4.921e-01,0.119359,2.10922,6.95781
-4.920e-01,0.112406,2.16141,6.95859
-4.919e-01,0.120234,2.14625,6.95391
-4.918e-01,0.115031,2.19016,6.96016
-4.917e-01,0.122563,2.11234,6.95703
-4.916e-01,0.117594,2.22063,6.95469
-4.915e-01,0.116563,2.13359,6.95313
-4.914e-01,0.124937,2.21922,6.95391
-4.913e-01,0.117203,2.15437,6.96094
-4.912e-01,0.124188,2.21984,6.95625
-4.911e-01,0.116812,2.15906,6.95781
-4.910e-01,0.123672,2.19719,6.95078
-4.909e-01,0.116531,2.1675,6.95234
-4.908e-01,0.123422,2.21016,6.95469
-4.907e-01,0.116516,2.18422,6.96016
-4.906e-01,0.123703,2.22313,6.95938
-4.905e-01,0.116891,2.20391,6.95156
-4.904e-01,0.124406,2.22391,6.95859
-4.903e-01,0.117547,2.21953,6.96484
-4.902e-01,0.125156,2.21422,6.95625
-4.901e-01,0.118766,2.22484,6.96563
-4.900e-01,0.126469,2.21516,6.95938
-4.899e-01,0.12025,2.2425,6.96563
-4.898e-01,0.118437,2.13187,6.96484
-4.897e-01,0.111328,2.18094,6.96172
-4.896e-01,0.118937,2.15609,6.96797
-4.895e-01,0.113141,2.21828,6.96641
-4.894e-01,0.121094,2.17203,6.9625
-4.893e-01,0.116031,2.22422,6.96563
-4.892e-01,0.123406,2.17406,6.96719
-4.891e-01,0.118297,2.26078,6.96797
-4.890e-01,0.117,2.18297,6.96172
-4.889e-01,0.1255,2.26516,6.96172
-4.888e-01,0.117453,2.22672,6.96563
-4.887e-01,0.116,2.03766,6.96719
-4.886e-01,0.124172,2.08797,6.95703
-4.885e-01,0.119828,2.27469,6.95625
-4.884e-01,0.119,2.21984,6.95781
-4.883e-01,0.110094,2.11328,6.95234
-4.882e-01,0.1175,2.16297,6.95547
-4.881e-01,0.127781,2.23656,6.95625
-4.880e-01,0.120297,2.20906,6.95156
-4.879e-01,0.1105,2.16734,6.95391
-4.878e-01,0.118078,2.20203,6.95078
-4.877e-01,0.111563,2.2075,6.95781
-4.876e-01,0.118844,2.21937,6.95625
-4.875e-01,0.112312,2.23516,6.95938
-4.874e-01,0.120312,2.23016,6.96172
-4.873e-01,0.114078,2.25484,6.95625
-4.872e-01,0.122031,2.22172,6.96094
-4.871e-01,0.116156,2.26516,6.9625
-4.870e-01,0.123609,2.22578,6.96406
-4.869e-01,0.118156,2.27563,6.95391
-4.868e-01,0.116563,2.16516,6.96172
-4.867e-01,0.110016,2.21922,6.96172
-4.866e-01,0.117391,2.15891,6.96406
-4.865e-01,0.112609,2.23547,6.96016
-4.864e-01,0.120219,2.15578,6.95859
-4.863e-01,0.115547,2.24797,6.95781
-4.862e-01,0.114781,2.15406,6.95859
-4.861e-01,0.122906,2.24359,6.95547
-4.860e-01,0.115203,2.16688,6.95703
-4.859e-01,0.122391,2.21141,6.95547
-4.858e-01,0.114703,2.16281,6.94922
-4.857e-01,0.121891,2.20641,6.95703
-4.856e-01,0.115328,2.16,6.95547
-4.855e-01,0.12225,2.1925,6.95078
-4.854e-01,0.115391,2.16938,6.95156
-4.853e-01,0.123094,2.1825,6.94688
-4.852e-01,0.116328,2.15594,6.94063
-4.851e-01,0.123609,2.14562,6.94453
-4.850e-01,0.117172,2.14453,6.94375
-4.849e-01,0.125,2.12391,6.94375
-4.848e-01,0.118719,2.16031,6.94844
-4.847e-01,0.109844,2.18078,6.94453
-4.846e-01,0.117406,2.14203,6.94688
-4.845e-01,0.112016,2.17031,6.95391
-4.844e-01,0.119516,2.12516,6.95547
-4.843e-01,0.114344,2.16547,6.95859
-4.842e-01,0.121172,2.30906,6.96641
-4.841e-01,0.122281,2.22313,6.96719
-4.840e-01,0.122078,2.07406,6.96094
-4.839e-01,0.115687,2.14516,6.95313
-4.838e-01,0.123297,2.28922,6.95703
-4.837e-01,0.115672,2.17437,6.95938
-4.836e-01,0.122594,2.23828,6.96094
-4.835e-01,0.115406,2.14344,6.95938
-4.834e-01,0.122578,2.19297,6.96719
-4.833e-01,0.115219,2.12375,6.95859
-4.832e-01,0.122406,2.20219,6.94922
-4.831e-01,0.115344,2.11016,6.95938
-4.830e-01,0.12275,2.11078,6.95156
-4.829e-01,0.116141,2.07781,6.95625
-4.828e-01,0.121672,2.23687,6.95313
-4.827e-01,0.122328,2.13219,6.96719
-4.826e-01,0.114578,2.12859,6.96406
-4.825e-01,0.122094,2.11172,6.96016
-4.824e-01,0.116375,2.10531,6.96094
-4.823e-01,0.12275,2.24609,6.9625
-4.822e-01,0.123875,2.16953,6.95938
-4.821e-01,0.116859,2.22125,6.95078
-4.820e-01,0.115281,2.0625,6.95625
-4.819e-01,0.123203,2.13719,6.94922
-4.818e-01,0.118359,2.25672,6.95391
-4.817e-01,0.117094,2.16906,6.96094
-4.816e-01,0.125609,2.19844,6.95703
-4.815e-01,0.117891,2.09969,6.95625
-4.814e-01,0.125016,2.12938,6.95859
-4.813e-01,0.117594,2.04359,6.96016
-4.812e-01,0.111141,2.18125,6.96563
-4.811e-01,0.119,2.25062,6.96094
-4.810e-01,0.120188,2.10516,6.95859
-4.809e-01,0.116094,2.24422,6.96016
-4.808e-01,0.115078,2.16359,6.95703
-4.807e-01,0.124031,2.11531,6.96172
-4.806e-01,0.117516,2.10547,6.95781
-4.805e-01,0.123328,2.26609,6.96094
-4.804e-01,0.124375,2.16406,6.96797
-4.803e-01,0.116531,2.14547,6.96406
-4.802e-01,0.108469,2.19625,6.96484
-4.801e-01,0.116141,2.15156,6.96563
-4.800e-01,0.110766,2.17641,6.9625
-4.799e-01,0.117578,2.32172,6.95703
-4.798e-01,0.118844,2.21953,6.95938
-4.797e-01,0.118375,2.05766,6.95703
-4.796e-01,0.112609,2.13578,6.96484
-4.795e-01,0.119844,2.27656,6.95859
-4.794e-01,0.121016,2.15203,6.95547
-4.793e-01,0.115578,2.24,6.95313
-4.792e-01,0.114453,2.15875,6.95391
-4.791e-01,0.123047,2.30281,6.95625
-4.790e-01,0.124328,2.07953,6.95
-4.789e-01,0.119078,2.18031,6.95938
-4.788e-01,0.110484,2.16906,6.95781
-4.787e-01,0.117875,2.19219,6.95078
-4.786e-01,0.111297,2.16188,6.94844
-4.785e-01,0.118766,2.16484,6.94531
-4.784e-01,0.112687,2.14938,6.93906
-4.783e-01,0.120219,2.1425,6.93359
-4.782e-01,0.114172,2.13969,6.93125
-4.781e-01,0.120547,2.30469,6.92734
-4.780e-01,0.121563,2.22953,6.92969
-4.779e-01,0.114641,2.26078,6.92813
-4.778e-01,0.122063,2.18953,6.93359
-4.777e-01,0.116891,2.22422,6.92656
-4.776e-01,0.115703,2.12328,6.91953
-4.775e-01,0.123766,2.23078,6.92422
-4.774e-01,0.115812,2.11891,6.92344
-4.773e-01,0.123016,2.17875,6.92188
-4.772e-01,0.115203,2.0475,6.92266
-4.771e-01,0.122281,2.15187,6.92188
-4.770e-01,0.115016,2.10547,6.92109
-4.769e-01,0.122219,2.14734,6.91484
-4.768e-01,0.114984,2.11031,6.91797
-4.767e-01,0.122031,2.14219,6.92422
-4.766e-01,0.115281,2.12109,6.91719
-4.765e-01,0.122312,2.13578,6.92422
-4.764e-01,0.115625,2.13141,6.92109
-4.763e-01,0.123359,2.13172,6.91406
-4.762e-01,0.116734,2.13281,6.91484
-4.761e-01,0.124031,2.115,6.92266
-4.760e-01,0.118125,2.11344,6.92109
-4.759e-01,0.109391,2.20688,6.91172
-4.758e-01,0.116891,2.17625,6.92031
-4.757e-01,0.111406,2.23078,6.92031
-4.756e-01,0.118937,2.16516,6.92031
-4.755e-01,0.113531,2.21094,6.92031
-4.754e-01,0.121188,2.17031,6.92109
-4.753e-01,0.116094,2.25703,6.92656
-4.752e-01,0.114922,2.17125,6.925
-4.751e-01,0.123109,2.25906,6.92734
-4.750e-01,0.115312,2.14484,6.92188
-4.749e-01,0.122156,2.23953,6.92813
-4.748e-01,0.114766,2.17672,6.92734
-4.747e-01,0.121734,2.24641,6.92578
-4.746e-01,0.114344,2.19047,6.91797
-4.745e-01,0.121531,2.21594,6.92656
-4.744e-01,0.114359,2.19609,6.92188
-4.743e-01,0.12175,2.24578,6.92344
-4.742e-01,0.114828,2.23781,6.91797
-4.741e-01,0.122188,2.24781,6.92188
-4.740e-01,0.115375,2.21234,6.92266
-4.739e-01,0.122875,2.23969,6.925
-4.738e-01,0.116422,2.25016,6.93438
-4.737e-01,0.124172,2.2625,6.92813
-4.736e-01,0.117406,2.22047,6.93047
-4.735e-01,0.125172,2.215,6.93125
-4.734e-01,0.119328,2.26547,6.93359
-4.733e-01,0.117641,2.15781,6.93516
-4.732e-01,0.110703,2.2175,6.93125
-4.731e-01,0.118234,2.14828,6.93359
-4.730e-01,0.113141,2.22234,6.93594
-4.729e-01,0.120437,2.17328,6.93594
-4.728e-01,0.115484,2.22063,6.93516
-4.727e-01,0.114187,2.15641,6.93594
-4.726e-01,0.122641,2.27031,6.92656
-4.725e-01,0.114797,2.13953,6.92578
-4.724e-01,0.121656,2.23687,6.92969
-4.723e-01,0.114312,2.17547,6.925
-4.722e-01,0.12125,2.27203,6.92266
-4.721e-01,0.121953,2.18531,6.91875
-4.720e-01,0.113391,2.08344,6.9125
-4.719e-01,0.120516,2.15281,6.92344
-4.718e-01,0.113547,2.06656,6.92031
-4.717e-01,0.120547,2.16156,6.92188
-4.716e-01,0.113875,2.14031,6.91406
-4.715e-01,0.121266,2.15328,6.90859
-4.714e-01,0.114422,2.11094,6.92188
-4.713e-01,0.121844,2.18078,6.91953
-4.712e-01,0.1155,2.18594,6.91797
-4.711e-01,0.122984,2.20188,6.92266
-4.710e-01,0.116719,2.22547,6.925
-4.709e-01,0.124641,2.20453,6.91953
-4.708e-01,0.118453,2.22844,6.92031
-4.707e-01,0.126063,2.20953,6.91875
-4.706e-01,0.120547,2.24516,6.92109
-4.705e-01,0.118812,2.15063,6.92578
-4.704e-01,0.111922,2.12172,6.93125
-4.703e-01,0.118688,2.37641,6.92734
-4.702e-01,0.119922,2.32625,6.92734
-4.701e-01,0.119781,2.20484,6.92813
-4.700e-01,0.119484,2.05422,6.91719
-4.699e-01,0.112984,2.16016,6.92422
-4.698e-01,0.120203,2.31578,6.91875
-4.697e-01,0.121563,2.2425,6.91797
-4.696e-01,0.112719,2.05469,6.91953
-4.695e-01,0.11975,2.07234,6.92031
-4.694e-01,0.115969,2.34797,6.91563
-4.693e-01,0.114812,2.32047,6.91563
-4.692e-01,0.114734,2.18797,6.92188
-4.691e-01,0.123469,2.19703,6.925
-4.690e-01,0.116656,2.19719,6.91953
-4.689e-01,0.123781,2.20641,6.91563
-4.688e-01,0.116844,2.17719,6.92109
-4.687e-01,0.124328,2.21156,6.92813
-4.686e-01,0.117719,2.20766,6.92109
-4.685e-01,0.12525,2.25172,6.92266
-4.684e-01,0.118625,2.23094,6.91875
-4.683e-01,0.126453,2.16609,6.91953
-4.682e-01,0.120328,2.23297,6.91719
-4.681e-01,0.118688,2.05297,6.91016
-4.680e-01,0.126344,2.27953,6.91406
-4.679e-01,0.127641,2.24438,6.91406
-4.678e-01,0.120109,2.26203,6.91328
-4.677e-01,0.118578,2.17234,6.91641
-4.676e-01,0.111953,2.24641,6.91641
-4.675e-01,0.119547,2.15891,6.91953
-4.674e-01,0.114531,2.31141,6.91172
-4.673e-01,0.122375,2.20453,6.91328
-4.672e-01,0.117469,2.28609,6.90859
-4.671e-01,0.1165,2.22562,6.90859
-4.670e-01,0.124875,2.30656,6.91484
-4.669e-01,0.117406,2.23906,6.92109
-4.668e-01,0.124312,2.30859,6.91563
-4.667e-01,0.116969,2.255,6.91016
-4.666e-01,0.12425,2.29688,6.90547
-4.665e-01,0.117203,2.24984,6.91328
-4.664e-01,0.124453,2.28641,6.92344
-4.663e-01,0.1175,2.27266,6.92031
-4.662e-01,0.115516,2.16312,6.925
-4.661e-01,0.124484,2.15547,6.925
-4.660e-01,0.117906,2.12578,6.92109
-4.659e-01,0.125469,2.15594,6.92188
-4.658e-01,0.118828,2.17406,6.92109
-4.657e-01,0.126297,2.17313,6.91719
-4.656e-01,0.120094,2.09437,6.91875
-4.655e-01,0.111203,2.28859,6.92031
-4.654e-01,0.119,2.15984,6.91641
-4.653e-01,0.113187,2.33578,6.91641
-4.652e-01,0.112156,2.23141,6.91641
-4.651e-01,0.120953,2.12906,6.91797
-4.650e-01,0.115312,2.19891,6.91484
-4.649e-01,0.123047,2.14312,6.91563
-4.648e-01,0.117797,2.22359,6.92422
-4.647e-01,0.1165,2.15391,6.91953
-4.646e-01,0.124734,2.24187,6.92266
-4.645e-01,0.117,2.15531,6.93359
-4.644e-01,0.123891,2.23266,6.92578
-4.643e-01,0.116297,2.16438,6.91953
-4.642e-01,0.123094,2.22984,6.92656
-4.641e-01,0.115687,2.20953,6.93516
-4.640e-01,0.122953,2.23219,6.92656
-4.639e-01,0.115922,2.18375,6.92188
-4.638e-01,0.122922,2.22406,6.92656
-4.637e-01,0.116156,2.19188,6.92422
-4.636e-01,0.123266,2.21813,6.925
-4.635e-01,0.116328,2.17781,6.925
-4.634e-01,0.123953,2.18281,6.92969
-4.633e-01,0.117344,2.19844,6.93125
-4.632e-01,0.124812,2.19078,6.92656
-4.631e-01,0.118547,2.20328,6.92422
-4.630e-01,0.125969,2.17469,6.93359
-4.629e-01,0.119969,2.16422,6.9375
-4.628e-01,0.111281,2.3,6.92656
-4.627e-01,0.118734,2.27516,6.92656
-4.626e-01,0.120437,2.08875,6.925
-4.625e-01,0.113312,2.12031,6.93125
-4.624e-01,0.12,2.28688,6.93047
-4.623e-01,0.120969,2.20953,6.93047
-4.622e-01,0.114469,2.26828,6.92344
-4.621e-01,0.112984,2.17234,6.92969
-4.620e-01,0.121594,2.27062,6.92969
-4.619e-01,0.113891,2.17203,6.92578
-4.618e-01,0.120891,2.20047,6.92813
-4.617e-01,0.113531,2.15437,6.92031
-4.616e-01,0.120672,2.21031,6.92578
-4.615e-01,0.113547,2.15656,6.92734
-4.614e-01,0.120688,2.19734,6.92578
-4.613e-01,0.113859,2.15219,6.91797
-4.612e-01,0.121,2.16891,6.92344
-4.611e-01,0.114219,2.13719,6.91953
-4.610e-01,0.121625,2.10922,6.92422
-4.609e-01,0.115078,2.12109,6.92656
-4.608e-01,0.122484,2.12234,6.92266
-4.607e-01,0.116156,2.11109,6.92734
-4.606e-01,0.121719,2.28969,6.92266
-4.605e-01,0.122875,2.21797,6.93203
-4.604e-01,0.115484,2.21031,6.925
-4.603e-01,0.123047,2.16141,6.93047
-4.602e-01,0.117531,2.17781,6.93047
-4.601e-01,0.109922,2.29656,6.93203
-4.600e-01,0.117172,2.20219,6.93281
-4.599e-01,0.112516,2.24953,6.93438
-4.598e-01,0.120109,2.16266,6.92578
-4.597e-01,0.115812,2.22906,6.92109
-4.596e-01,0.114453,2.13656,6.93047
-4.595e-01,0.122672,2.17906,6.93125
-4.594e-01,0.11525,2.11234,6.92656
-4.593e-01,0.122469,2.16188,6.925
-4.592e-01,0.114984,2.12781,6.92266
-4.591e-01,0.121984,2.12719,6.92031
-4.590e-01,0.115078,2.08703,6.92813
-4.589e-01,0.119906,2.26219,6.92969
-4.588e-01,0.120719,2.20188,6.92734
-4.587e-01,0.112734,2.14484,6.93438
-4.586e-01,0.120281,2.14266,6.92188
-4.585e-01,0.113672,2.13187,6.91797
-4.584e-01,0.119578,2.29078,6.92188
-4.583e-01,0.12075,2.21563,6.92578
-4.582e-01,0.113297,2.22,6.92422
-4.581e-01,0.121016,2.17,6.91953
-4.580e-01,0.115422,2.10109,6.92031
-4.579e-01,0.122016,2.30313,6.92266
-4.578e-01,0.123031,2.21984,6.93125
-4.577e-01,0.1165,2.26984,6.93125
-4.576e-01,0.115125,2.16063,6.93203
-4.575e-01,0.123109,2.22984,6.92813
-4.574e-01,0.115766,2.14719,6.92344
-4.573e-01,0.122656,2.05625,6.91953
-4.572e-01,0.118641,2.30609,6.92422
-4.571e-01,0.117578,2.24453,6.92422
-4.570e-01,0.126266,2.25875,6.92344
-4.569e-01,0.119063,2.19328,6.92656
-4.568e-01,0.126109,2.20156,6.92969
-4.567e-01,0.119344,2.14953,6.92266
-4.566e-01,0.126406,2.14672,6.92031
-4.565e-01,0.119937,2.12891,6.92188
-4.564e-01,0.110609,2.12266,6.92656
-4.563e-01,0.118406,2.12969,6.92344
-4.562e-01,0.112141,2.12844,6.93203
-4.561e-01,0.118031,2.32063,6.93359
-4.560e-01,0.119063,2.19797,6.92656
-4.559e-01,0.112172,2.22641,6.93047
-4.558e-01,0.119609,2.18672,6.93359
-4.557e-01,0.114469,2.21266,6.93281
-4.556e-01,0.122125,2.14375,6.93828
-4.555e-01,0.117047,2.18219,6.93516
-4.554e-01,0.124234,2.33562,6.92734
-4.553e-01,0.116641,2.21437,6.92813
-4.552e-01,0.123344,2.27625,6.93047
-4.551e-01,0.115734,2.22313,6.93047
-4.550e-01,0.122594,2.33656,6.93203
-4.549e-01,0.123641,2.12141,6.92969
-4.548e-01,0.118688,2.19531,6.92031
-4.547e-01,0.126391,2.3075,6.92734
-4.546e-01,0.119406,2.21672,6.92969
-4.545e-01,0.126719,2.23672,6.92266
-4.544e-01,0.119891,2.18719,6.92578
-4.543e-01,0.1105,2.165,6.92578
-4.542e-01,0.118141,2.15859,6.91328
-4.541e-01,0.111797,2.15313,6.91563
-4.540e-01,0.119609,2.14297,6.91797
-4.539e-01,0.113469,2.15063,6.91719
-4.538e-01,0.121141,2.11844,6.925
-4.537e-01,0.115578,2.14812,6.92656
-4.536e-01,0.121891,2.30313,6.91719
-4.535e-01,0.122953,2.22562,6.92734
-4.534e-01,0.11625,2.25359,6.93359
-4.533e-01,0.114891,2.14578,6.92031
-4.532e-01,0.122891,2.23172,6.92109
-4.531e-01,0.115375,2.13922,6.92344
-4.530e-01,0.122,2.20094,6.92344
-4.529e-01,0.114641,2.12656,6.91719
-4.528e-01,0.121484,2.17156,6.92344
-4.527e-01,0.114016,2.13516,6.92578
-4.526e-01,0.121484,2.15938,6.92109
-4.525e-01,0.114344,2.12359,6.92266
-4.524e-01,0.121703,2.14359,6.90859
-4.523e-01,0.114656,2.12391,6.91953
-4.522e-01,0.121859,2.09781,6.91719
-4.521e-01,0.115219,2.07984,6.92188
-4.520e-01,0.1205,2.27922,6.91953
-4.519e-01,0.121563,2.23766,6.92109
-4.518e-01,0.113703,2.25656,6.9125
-4.517e-01,0.121188,2.19891,6.91797
-4.516e-01,0.115469,2.24078,6.92344
-4.515e-01,0.122844,2.195,6.91719
-4.514e-01,0.11725,2.24078,6.9125
-4.513e-01,0.124969,2.17094,6.91016
-4.512e-01,0.119531,2.23547,6.90547
-4.511e-01,0.118,2.15031,6.90703
-4.510e-01,0.111797,2.24656,6.91641
-4.509e-01,0.119016,2.14953,6.90859
-4.508e-01,0.114453,2.21484,6.90859
-4.507e-01,0.121625,2.37516,6.90938
-4.506e-01,0.123297,2.28984,6.90547
-4.505e-01,0.113875,2.13484,6.90625
-4.504e-01,0.120875,2.19078,6.90391
-4.503e-01,0.113391,2.14625,6.90938
-4.502e-01,0.1205,2.20203,6.90547
-4.501e-01,0.113938,2.17031,6.90391
-4.500e-01,0.120969,2.19406,6.90156
-4.499e-01,0.114016,2.16797,6.90938
-4.498e-01,0.121297,2.17328,6.90781
-4.497e-01,0.114437,2.15437,6.90234
-4.496e-01,0.121859,2.20344,6.9125
-4.495e-01,0.115766,2.20453,6.90547
-4.494e-01,0.123266,2.18531,6.90156
-4.493e-01,0.117203,2.21234,6.91016
-4.492e-01,0.124625,2.19297,6.90781
-4.491e-01,0.118625,2.25422,6.90938
-4.490e-01,0.126266,2.1975,6.90391
-4.489e-01,0.120672,2.24922,6.89766
-4.488e-01,0.119016,2.14594,6.89297
-4.487e-01,0.11225,2.195,6.90703
-4.486e-01,0.119797,2.14188,6.90703
-4.485e-01,0.114875,2.22891,6.90078
-4.484e-01,0.113625,2.14312,6.89844
-4.483e-01,0.121641,2.26281,6.90625
-4.482e-01,0.114063,2.1725,6.90469
-4.481e-01,0.120953,2.25828,6.91328
-4.480e-01,0.113375,2.18672,6.90469
-4.479e-01,0.120406,2.27172,6.90547
-4.478e-01,0.121937,2.19172,6.91016
-4.477e-01,0.113031,2.09766,6.90078
-4.476e-01,0.120047,2.17031,6.90547
-4.475e-01,0.112844,2.14328,6.90938
-4.474e-01,0.120234,2.19813,6.90859
-4.473e-01,0.113469,2.17969,6.91172
-4.472e-01,0.120719,2.22891,6.90938
-4.471e-01,0.113875,2.22562,6.91328
-4.470e-01,0.121297,2.25891,6.90781
-4.469e-01,0.115047,2.26344,6.92031
-4.468e-01,0.122672,2.28172,6.92031
-4.467e-01,0.123891,2.14719,6.91797
-4.466e-01,0.116063,2.15875,6.90859
-4.465e-01,0.123609,2.16812,6.91484
-4.464e-01,0.117563,2.20594,6.92031
-4.463e-01,0.125625,2.19844,6.92188
-4.462e-01,0.11975,2.24828,6.91484
-4.461e-01,0.118172,2.15922,6.92109
-4.460e-01,0.111156,2.26609,6.92031
-4.459e-01,0.118875,2.1825,6.92578
-4.458e-01,0.113906,2.27594,6.92344
-4.457e-01,0.121703,2.21797,6.92344
-4.456e-01,0.123063,2.06937,6.92188
-4.455e-01,0.116672,2.17609,6.92969
-4.454e-01,0.123984,2.345,6.92656
-4.453e-01,0.116594,2.26438,6.92266
-4.452e-01,0.114687,2.12625,6.92266
-4.451e-01,0.123031,2.18578,6.92109
-4.450e-01,0.115703,2.15578,6.91641
-4.449e-01,0.122703,2.21656,6.92656
-4.448e-01,0.1155,2.1575,6.91875
-4.447e-01,0.123063,2.21516,6.92734
-4.446e-01,0.116031,2.18859,6.92578
-4.445e-01,0.123281,2.23109,6.92344
-4.444e-01,0.116328,2.22219,6.92578
-4.443e-01,0.123891,2.24859,6.92109
-4.442e-01,0.11725,2.27438,6.92734
-4.441e-01,0.115875,2.14859,6.93047
-4.440e-01,0.124703,2.0975,6.92578
-4.439e-01,0.118312,2.0725,6.93828
-4.438e-01,0.124219,2.33844,6.93906
-4.437e-01,0.125063,2.26,6.93203
-4.436e-01,0.117906,2.29141,6.93203
-4.435e-01,0.116125,2.19047,6.93359
-4.434e-01,0.109422,2.24969,6.93281
-4.433e-01,0.116797,2.19469,6.93281
-4.432e-01,0.111953,2.32172,6.93359
-4.431e-01,0.119312,2.26266,6.92969
-4.430e-01,0.121172,2.07094,6.92344
-4.429e-01,0.114391,2.14594,6.92578
-4.428e-01,0.12175,2.3175,6.92656
-4.427e-01,0.122812,2.24297,6.91797
-4.426e-01,0.113594,2.11672,6.92188
-4.425e-01,0.120594,2.18109,6.91641
-4.424e-01,0.113406,2.13781,6.92422
-4.423e-01,0.120297,2.22703,6.92031
-4.422e-01,0.112938,2.15859,6.93047
-4.421e-01,0.120281,2.20438,6.92656
-4.420e-01,0.113281,2.17797,6.92031
-4.419e-01,0.120531,2.21813,6.92578
-4.418e-01,0.113844,2.20141,6.92969
-4.417e-01,0.121047,2.2825,6.92578
-4.416e-01,0.1225,2.11375,6.92031
-4.415e-01,0.114187,2.09328,6.92734
-4.414e-01,0.121891,2.09172,6.92578
-4.413e-01,0.115516,2.11609,6.92422
-4.412e-01,0.123047,2.10813,6.92109
-4.411e-01,0.117234,2.13984,6.91797
-4.410e-01,0.108344,2.22891,6.92266
-4.409e-01,0.115828,2.19031,6.91797
-4.408e-01,0.110531,2.25188,6.91953
-4.407e-01,0.117875,2.20938,6.92031
-4.406e-01,0.112906,2.26469,6.92422
-4.405e-01,0.120688,2.23016,6.93828
-4.404e-01,0.122125,2.08047,6.93047
-4.403e-01,0.115453,2.155,6.93984
