Model,MDO3024
Firmware Version,1.30

Waveform Type,ANALOG,,
-3.150e-01,0.120328,2.18453,6.90938
-3.149e-01,0.113359,2.14406,6.90469
-3.148e-01,0.120469,2.16859,6.90859
-3.147e-01,0.113844,2.13437,6.91016
-3.146e-01,0.120453,2.18828,6.90625
-3.145e-01,0.113875,2.13891,6.90859
-3.144e-01,0.120922,2.14547,6.91172
-3.143e-01,0.114687,2.14688,6.90469
-3.142e-01,0.121906,2.14969,6.90469
-3.141e-01,0.115969,2.12062,6.90156
-3.140e-01,0.121344,2.32141,6.9
-3.139e-01,0.122656,2.26609,6.90625
-3.138e-01,0.11525,2.26109,6.89922
-3.137e-01,0.122609,2.23734,6.90078
-3.136e-01,0.117203,2.24953,6.89766
-3.135e-01,0.124547,2.17797,6.89766
-3.134e-01,0.119656,2.22953,6.88906
-3.133e-01,0.118078,2.12859,6.89297
-3.132e-01,0.111406,2.20281,6.89609
-3.131e-01,0.118297,2.34594,6.89063
-3.130e-01,0.11975,2.25172,6.8875
-3.129e-01,0.119484,2.12984,6.89531
-3.128e-01,0.113781,2.185,6.89766
-3.127e-01,0.121109,2.32547,6.89453
-3.126e-01,0.122437,2.22562,6.89922
-3.125e-01,0.113687,2.09734,6.90313
-3.124e-01,0.12025,2.15422,6.9
-3.123e-01,0.113516,2.09047,6.89531
-3.122e-01,0.120688,2.08641,6.89766
-3.121e-01,0.118281,2.27609,6.9
-3.120e-01,0.117125,2.21109,6.9
-3.119e-01,0.126016,2.19578,6.9
-3.118e-01,0.119641,2.15734,6.89297
-3.117e-01,0.110438,2.14547,6.89922
-3.116e-01,0.116094,2.31438,6.89297
-3.115e-01,0.11725,2.28938,6.89063
-3.114e-01,0.117094,2.12328,6.8875
-3.113e-01,0.124234,2.24641,6.88281
-3.112e-01,0.125594,2.31297,6.88906
-3.111e-01,0.125328,2.05031,6.88984
-3.110e-01,0.118234,2.00625,6.89531
-3.109e-01,0.124391,2.17,6.89844
-3.108e-01,0.119594,2.27125,6.89141
-3.107e-01,0.118188,2.16828,6.88281
-3.106e-01,0.126594,2.24297,6.88438
-3.105e-01,0.119172,2.13141,6.88359
-3.104e-01,0.125625,2.25891,6.89766
-3.103e-01,0.118484,2.10281,6.87891
-3.102e-01,0.111953,2.20469,6.89609
-3.101e-01,0.119531,2.2825,6.88672
-3.100e-01,0.113031,2.21594,6.87578
-3.099e-01,0.120031,2.22547,6.87891
-3.098e-01,0.113625,2.19687,6.88203
-3.097e-01,0.120625,2.17516,6.87734
-3.096e-01,0.114781,2.15984,6.87344
-3.095e-01,0.121875,2.14328,6.88359
-3.094e-01,0.116031,2.14188,6.88984
-3.093e-01,0.121516,2.31438,6.8875
-3.092e-01,0.122797,2.19531,6.88672
-3.091e-01,0.115812,2.22234,6.89141
-3.090e-01,0.123,2.16156,6.89141
-3.089e-01,0.118094,2.18984,6.88672
-3.088e-01,0.110156,2.29906,6.88594
-3.087e-01,0.117391,2.23109,6.8875
-3.086e-01,0.119234,2.06047,6.88516
-3.085e-01,0.113016,2.19203,6.88594
-3.084e-01,0.119828,2.29828,6.88828
-3.083e-01,0.121328,2.16625,6.89531
-3.082e-01,0.116141,2.27484,6.89609
-3.081e-01,0.114766,2.21297,6.89297
-3.080e-01,0.123234,2.23969,6.90078
-3.079e-01,0.116437,2.15531,6.90078
-3.078e-01,0.12325,2.19219,6.90469
-3.077e-01,0.116781,2.18188,6.89844
-3.076e-01,0.123547,2.18672,6.89063
-3.075e-01,0.117047,2.15969,6.89844
-3.074e-01,0.124172,2.16281,6.89453
-3.073e-01,0.118094,2.14828,6.89609
-3.072e-01,0.108953,2.16969,6.8875
-3.071e-01,0.116516,2.16422,6.89609
-3.070e-01,0.110781,2.17609,6.90078
-3.069e-01,0.118047,2.16594,6.89688
-3.068e-01,0.112781,2.20375,6.90156
-3.067e-01,0.12,2.17109,6.89219
-3.066e-01,0.114969,2.21219,6.89688
-3.065e-01,0.122547,2.15687,6.89688
-3.064e-01,0.117812,2.20188,6.89844
-3.063e-01,0.124391,2.35453,6.90234
-3.062e-01,0.117359,2.24297,6.90156
-3.061e-01,0.123609,2.30797,6.89141
-3.060e-01,0.116203,2.21891,6.89922
-3.059e-01,0.122875,2.27641,6.89688
-3.058e-01,0.115719,2.21297,6.89844
-3.057e-01,0.122422,2.24562,6.9
-3.056e-01,0.115797,2.20797,6.89063
-3.055e-01,0.122531,2.25828,6.89219
-3.054e-01,0.116203,2.20812,6.89531
-3.053e-01,0.12325,2.24453,6.89844
-3.052e-01,0.11675,2.22766,6.89141
-3.051e-01,0.123688,2.24609,6.9
-3.050e-01,0.117812,2.23891,6.89531
-3.049e-01,0.124891,2.22656,6.89844
-3.048e-01,0.118875,2.19359,6.89766
-3.047e-01,0.110141,2.28625,6.89844
-3.046e-01,0.117578,2.27219,6.89766
-3.045e-01,0.118984,2.14047,6.90234
-3.044e-01,0.112016,2.18469,6.89453
-3.043e-01,0.119234,2.13969,6.90078
-3.042e-01,0.114359,2.21844,6.89609
-3.041e-01,0.121547,2.15938,6.90313
-3.040e-01,0.116734,2.23062,6.89609
-3.039e-01,0.115094,2.17375,6.89766
-3.038e-01,0.123281,2.26016,6.89766
-3.037e-01,0.115984,2.16719,6.9
-3.036e-01,0.122594,2.23969,6.89922
-3.035e-01,0.115266,2.16828,6.89688
-3.034e-01,0.121656,2.195,6.89453
-3.033e-01,0.114703,2.18312,6.89297
-3.032e-01,0.121547,2.24,6.89453
-3.031e-01,0.114672,2.19734,6.90078
-3.030e-01,0.121672,2.23406,6.89844
-3.029e-01,0.115109,2.20766,6.90234
-3.028e-01,0.121937,2.22719,6.90234
-3.027e-01,0.115594,2.22406,6.89531
-3.026e-01,0.122437,2.2325,6.90156
-3.025e-01,0.1165,2.24172,6.90234
-3.024e-01,0.123734,2.24031,6.89688
-3.023e-01,0.117734,2.30594,6.89766
-3.022e-01,0.116359,2.1575,6.89453
-3.021e-01,0.109031,2.16391,6.90313
-3.020e-01,0.115984,2.14047,6.90703
-3.019e-01,0.111016,2.20594,6.92031
-3.018e-01,0.118094,2.09797,6.90547
-3.017e-01,0.113125,2.21734,6.90313
-3.016e-01,0.120578,2.18031,6.90859
-3.015e-01,0.115672,2.2775,6.90391
-3.014e-01,0.114187,2.15266,6.91328
-3.013e-01,0.122094,2.26906,6.90547
-3.012e-01,0.114906,2.18641,6.91484
-3.011e-01,0.121312,2.25797,6.90781
-3.010e-01,0.114031,2.16109,6.90859
-3.009e-01,0.120641,2.26016,6.90781
-3.008e-01,0.113484,2.20562,6.90391
-3.007e-01,0.120391,2.26891,6.90703
-3.006e-01,0.1135,2.26547,6.90391
-3.005e-01,0.120594,2.28563,6.91484
-3.004e-01,0.122047,2.175,6.91875
-3.003e-01,0.113391,2.09406,6.90547
-3.002e-01,0.120656,2.14969,6.91172
-3.001e-01,0.114234,2.11219,6.90078
-3.000e-01,0.121172,2.16047,6.90313
-2.999e-01,0.11525,2.17531,6.91484
-2.998e-01,0.122437,2.18094,6.91797
-2.997e-01,0.11625,2.19687,6.91563
-2.996e-01,0.123547,2.19484,6.91484
-2.995e-01,0.118,2.22688,6.90469
-2.994e-01,0.125297,2.24766,6.90625
-2.993e-01,0.119672,2.25078,6.90391
-2.992e-01,0.117969,2.15578,6.91016
-2.991e-01,0.111391,2.21672,6.90703
-2.990e-01,0.118797,2.14938,6.90625
-2.989e-01,0.114,2.24266,6.90547
-2.988e-01,0.121219,2.19031,6.91328
-2.987e-01,0.116594,2.26562,6.90938
-2.986e-01,0.115484,2.18844,6.90703
-2.985e-01,0.123531,2.18844,6.90938
-2.984e-01,0.116391,2.17063,6.91172
-2.983e-01,0.122609,2.31469,6.91406
-2.982e-01,0.124375,2.19891,6.91484
-2.981e-01,0.115297,2.13813,6.90938
-2.980e-01,0.121906,2.13906,6.90391
-2.979e-01,0.114937,2.08188,6.91328
-2.978e-01,0.121875,2.14344,6.91719
-2.977e-01,0.115203,2.11703,6.90938
-2.976e-01,0.122266,2.13469,6.90938
-2.975e-01,0.11575,2.13672,6.91016
-2.974e-01,0.123109,2.17484,6.90938
-2.973e-01,0.11675,2.23125,6.91719
-2.972e-01,0.123844,2.215,6.90781
-2.971e-01,0.1175,2.19547,6.90547
-2.970e-01,0.124906,2.18375,6.89922
-2.969e-01,0.119188,2.18797,6.90469
-2.968e-01,0.110312,2.26844,6.90781
-2.967e-01,0.117828,2.26359,6.90156
-2.966e-01,0.119172,2.14797,6.90391
-2.965e-01,0.112281,2.15313,6.90313
-2.964e-01,0.118375,2.35406,6.90391
-2.963e-01,0.119703,2.30172,6.89844
-2.962e-01,0.119625,2.14828,6.90313
-2.961e-01,0.113516,2.20672,6.90469
-2.960e-01,0.119891,2.40516,6.89531
-2.959e-01,0.121422,2.32938,6.89609
-2.958e-01,0.121156,2.24516,6.90156
-2.957e-01,0.112219,2.05625,6.89297
-2.956e-01,0.11875,2.13016,6.89844
-2.955e-01,0.128563,2.34547,6.89297
-2.954e-01,0.121734,2.21719,6.90234
-2.953e-01,0.1285,2.28641,6.89141
-2.952e-01,0.121609,2.19828,6.89219
-2.951e-01,0.1285,2.23906,6.89766
-2.950e-01,0.121656,2.19234,6.89453
-2.949e-01,0.111641,2.15266,6.90078
-2.948e-01,0.118844,2.18281,6.89922
-2.947e-01,0.112516,2.18156,6.89609
-2.946e-01,0.119547,2.20469,6.88828
-2.945e-01,0.113453,2.19,6.89297
-2.944e-01,0.12075,2.25563,6.89141
-2.943e-01,0.1225,2.10547,6.89688
-2.942e-01,0.114969,2.09797,6.89531
-2.941e-01,0.120375,2.28766,6.89688
-2.940e-01,0.12175,2.25813,6.89922
-2.939e-01,0.114672,2.26719,6.9
-2.938e-01,0.122047,2.20828,6.89609
-2.937e-01,0.117,2.24844,6.89063
-2.936e-01,0.115797,2.17234,6.89609
-2.935e-01,0.123406,2.15594,6.88984
-2.934e-01,0.118875,2.36172,6.88906
-2.933e-01,0.117563,2.31641,6.89531
-2.932e-01,0.117125,2.18,6.89063
-2.931e-01,0.125547,2.24609,6.89063
-2.930e-01,0.11825,2.16406,6.90234
-2.929e-01,0.124766,2.22203,6.89766
-2.928e-01,0.11775,2.16031,6.89453
-2.927e-01,0.124516,2.20484,6.89844
-2.926e-01,0.117703,2.15406,6.89453
-2.925e-01,0.124437,2.18469,6.89219
-2.924e-01,0.118,2.1625,6.89141
-2.923e-01,0.124922,2.16812,6.89453
-2.922e-01,0.118469,2.14188,6.89766
-2.921e-01,0.125531,2.15187,6.88906
-2.920e-01,0.119484,2.14453,6.89688
-2.919e-01,0.110031,2.17328,6.89063
-2.918e-01,0.117469,2.15313,6.90156
-2.917e-01,0.111859,2.17969,6.89141
-2.916e-01,0.118984,2.14203,6.89453
-2.915e-01,0.114016,2.18,6.90313
-2.914e-01,0.121094,2.14031,6.90313
-2.913e-01,0.116156,2.17563,6.90547
-2.912e-01,0.122469,2.30984,6.89688
-2.911e-01,0.123781,2.23828,6.90703
-2.910e-01,0.117531,2.28187,6.90313
-2.909e-01,0.116016,2.19078,6.90625
-2.908e-01,0.124219,2.25016,6.90547
-2.907e-01,0.117125,2.17656,6.89844
-2.906e-01,0.123375,2.17234,6.89766
-2.905e-01,0.116281,2.14578,6.89844
-2.904e-01,0.122969,2.18141,6.9
-2.903e-01,0.115953,2.13875,6.89453
-2.902e-01,0.122969,2.14906,6.89609
-2.901e-01,0.116359,2.11938,6.89297
-2.900e-01,0.123469,2.08688,6.90078
-2.899e-01,0.120719,2.27406,6.88906
-2.898e-01,0.119734,2.20953,6.89688
-2.897e-01,0.112094,2.18891,6.90391
-2.896e-01,0.119125,2.16719,6.90234
-2.895e-01,0.113328,2.17375,6.89219
-2.894e-01,0.120688,2.13641,6.89844
-2.893e-01,0.115156,2.16812,6.90234
-2.892e-01,0.122563,2.1,6.90156
-2.891e-01,0.117391,2.14297,6.89766
-2.890e-01,0.123625,2.28969,6.89844
-2.889e-01,0.124594,2.16703,6.89453
-2.888e-01,0.118203,2.24422,6.89844
-2.887e-01,0.116625,2.16016,6.90547
-2.886e-01,0.124594,2.22703,6.89766
-2.885e-01,0.117469,2.12984,6.90391
-2.884e-01,0.123859,2.18078,6.90859
-2.883e-01,0.116453,2.09969,6.9125
-2.882e-01,0.123047,2.14094,6.91172
-2.881e-01,0.116391,2.08734,6.90938
-2.880e-01,0.122922,2.11656,6.91641
-2.879e-01,0.11625,2.07219,6.92656
-2.878e-01,0.120516,2.25563,6.92031
-2.877e-01,0.121688,2.21031,6.92109
-2.876e-01,0.113391,2.13891,6.92188
-2.875e-01,0.120234,2.13875,6.92578
-2.874e-01,0.11425,2.06625,6.92266
-2.873e-01,0.119844,2.27578,6.92422
-2.872e-01,0.120797,2.22625,6.92578
-2.871e-01,0.113484,2.18766,6.925
-2.870e-01,0.120641,2.16969,6.91406
-2.869e-01,0.115359,2.17906,6.92266
-2.868e-01,0.121625,2.32359,6.92266
-2.867e-01,0.123156,2.25219,6.92344
-2.866e-01,0.122719,2.10344,6.91953
-2.865e-01,0.116266,2.13437,6.91484
-2.864e-01,0.123,2.26844,6.92344
-2.863e-01,0.115609,2.16562,6.91953
-2.862e-01,0.121969,2.21875,6.92813
-2.861e-01,0.114937,2.10219,6.92734
-2.860e-01,0.121406,2.15703,6.92969
-2.859e-01,0.1145,2.12406,6.91953
-2.858e-01,0.121328,2.14109,6.93047
-2.857e-01,0.114703,2.09141,6.92578
-2.856e-01,0.121266,2.10078,6.92188
-2.855e-01,0.114812,2.07031,6.92578
-2.854e-01,0.119563,2.25781,6.91719
-2.853e-01,0.120391,2.18203,6.92266
-2.852e-01,0.112625,2.13906,6.925
-2.851e-01,0.119563,2.12266,6.925
-2.850e-01,0.114078,2.12438,6.92656
-2.849e-01,0.119703,2.29656,6.92813
-2.848e-01,0.120859,2.20703,6.92578
-2.847e-01,0.113875,2.21937,6.93047
-2.846e-01,0.121328,2.15922,6.93281
-2.845e-01,0.116219,2.18922,6.93594
-2.844e-01,0.12275,2.35406,6.93359
-2.843e-01,0.123891,2.23578,6.93047
-2.842e-01,0.118031,2.28547,6.93594
-2.841e-01,0.116609,2.21422,6.94453
-2.840e-01,0.124766,2.26969,6.93047
-2.839e-01,0.117531,2.18688,6.93359
-2.838e-01,0.124141,2.21906,6.93672
-2.837e-01,0.116984,2.18234,6.92578
-2.836e-01,0.123656,2.18203,6.92578
-2.835e-01,0.116891,2.12859,6.93438
-2.834e-01,0.123656,2.13,6.93516
-2.833e-01,0.117094,2.20328,6.93672
-2.832e-01,0.124125,2.13547,6.93516
-2.831e-01,0.117828,2.08312,6.93672
-2.830e-01,0.123031,2.25234,6.93203
-2.829e-01,0.124141,2.1825,6.93906
-2.828e-01,0.116594,2.14859,6.94063
-2.827e-01,0.123641,2.12219,6.93672
-2.826e-01,0.117906,2.14094,6.94531
-2.825e-01,0.109578,2.20703,6.93516
-2.824e-01,0.116734,2.13625,6.93672
-2.823e-01,0.111766,2.20109,6.93203
-2.822e-01,0.119063,2.15813,6.93125
-2.821e-01,0.114625,2.22688,6.93203
-2.820e-01,0.121656,2.13172,6.925
-2.819e-01,0.117234,2.17813,6.94063
-2.818e-01,0.124281,2.31312,6.94063
-2.817e-01,0.117266,2.22078,6.94219
-2.816e-01,0.123844,2.27203,6.93203
-2.815e-01,0.116906,2.19859,6.93516
-2.814e-01,0.123719,2.24094,6.93281
-2.813e-01,0.117094,2.185,6.93047
-2.812e-01,0.123609,2.21328,6.92813
-2.811e-01,0.117016,2.18016,6.92266
-2.810e-01,0.124141,2.19203,6.93125
-2.809e-01,0.117766,2.17031,6.93047
-2.808e-01,0.124812,2.17328,6.92813
-2.807e-01,0.11875,2.16422,6.93594
-2.806e-01,0.126094,2.15453,6.93438
-2.805e-01,0.12,2.16141,6.92188
-2.804e-01,0.111234,2.23734,6.93125
-2.803e-01,0.118266,2.19328,6.92656
-2.802e-01,0.113391,2.24516,6.92734
-2.801e-01,0.120656,2.18844,6.93125
-2.800e-01,0.115734,2.24875,6.92813
-2.799e-01,0.122953,2.16219,6.92422
-2.798e-01,0.118016,2.25094,6.92969
-2.797e-01,0.116484,2.17797,6.93047
-2.796e-01,0.124297,2.25469,6.92656
-2.795e-01,0.117141,2.18,6.92734
-2.794e-01,0.123406,2.23141,6.93047
-2.793e-01,0.116297,2.14703,6.92344
-2.792e-01,0.123078,2.22188,6.93047
-2.791e-01,0.116047,2.18203,6.92734
-2.790e-01,0.122437,2.23219,6.92188
-2.789e-01,0.115969,2.19922,6.92422
-2.788e-01,0.122609,2.19344,6.92813
-2.787e-01,0.116312,2.20781,6.93281
-2.786e-01,0.123203,2.23094,6.93516
-2.785e-01,0.116812,2.23359,6.93125
-2.784e-01,0.123766,2.23266,6.93281
-2.783e-01,0.118016,2.25047,6.93047
-2.782e-01,0.125172,2.23625,6.93203
-2.781e-01,0.119016,2.26688,6.93828
-2.780e-01,0.117328,2.15234,6.93281
-2.779e-01,0.109844,2.17328,6.93125
-2.778e-01,0.117422,2.18281,6.93672
-2.777e-01,0.111906,2.22219,6.93516
-2.776e-01,0.119297,2.18094,6.93359
-2.775e-01,0.114344,2.26125,6.925
-2.774e-01,0.121719,2.20844,6.92813
-2.773e-01,0.116656,2.29125,6.93594
-2.772e-01,0.115328,2.19531,6.93984
-2.771e-01,0.123453,2.29922,6.93984
-2.770e-01,0.115922,2.23547,6.94297
-2.769e-01,0.113906,2.09516,6.93047
-2.768e-01,0.121906,2.18156,6.93516
-2.767e-01,0.114828,2.14141,6.93672
-2.766e-01,0.121406,2.22531,6.94453
-2.765e-01,0.114812,2.17297,6.93516
-2.764e-01,0.121266,2.25,6.93828
-2.763e-01,0.114359,2.20859,6.94141
-2.762e-01,0.121266,2.26094,6.94531
-2.761e-01,0.114687,2.24313,6.95391
-2.760e-01,0.121734,2.29125,6.94922
-2.759e-01,0.1235,2.18453,6.95078
-2.758e-01,0.115141,2.16859,6.95156
-2.757e-01,0.122375,2.18063,6.94844
-2.756e-01,0.116406,2.19375,6.95
-2.755e-01,0.123391,2.21188,6.95234
-2.754e-01,0.117156,2.23578,6.95156
-2.753e-01,0.124437,2.23422,6.95234
-2.752e-01,0.118594,2.26969,6.95078
-2.751e-01,0.117094,2.17844,6.95
-2.750e-01,0.110266,2.23328,6.94063
-2.749e-01,0.117047,2.21203,6.94219
-2.748e-01,0.127797,2.06813,6.94219
-2.747e-01,0.122484,2.12828,6.95
-2.746e-01,0.114594,2.31094,6.93828
-2.745e-01,0.121922,2.28266,6.94766
-2.744e-01,0.123609,2.12625,6.94297
-2.743e-01,0.117344,2.2175,6.93828
-2.742e-01,0.115828,2.15969,6.94063
-2.741e-01,0.124,2.25109,6.93906
-2.740e-01,0.116687,2.18312,6.93828
-2.739e-01,0.122875,2.17156,6.94141
-2.738e-01,0.115953,2.17531,6.93438
-2.737e-01,0.122453,2.27422,6.93281
-2.736e-01,0.115734,2.21547,6.92813
-2.735e-01,0.122531,2.28203,6.93125
-2.734e-01,0.115625,2.23844,6.92656
-2.733e-01,0.122703,2.28344,6.92188
-2.732e-01,0.124375,2.13859,6.92422
-2.731e-01,0.115844,2.06031,6.92109
-2.730e-01,0.120391,2.32859,6.92266
-2.729e-01,0.121359,2.31016,6.91641
-2.728e-01,0.12125,2.16422,6.91953
-2.727e-01,0.113453,2.06844,6.92109
-2.726e-01,0.118578,2.34078,6.91797
-2.725e-01,0.119703,2.31297,6.91641
-2.724e-01,0.119563,2.17328,6.91641
-2.723e-01,0.112438,2.16812,6.9125
-2.722e-01,0.119469,2.15766,6.92031
-2.721e-01,0.114312,2.20891,6.91328
-2.720e-01,0.121766,2.14469,6.91172
-2.719e-01,0.116844,2.22172,6.90625
-2.718e-01,0.124047,2.18063,6.90938
-2.717e-01,0.119484,2.24266,6.90156
-2.716e-01,0.117734,2.18219,6.90938
-2.715e-01,0.125625,2.26812,6.91797
-2.714e-01,0.118188,2.16984,6.91563
-2.713e-01,0.124766,2.26031,6.91172
-2.712e-01,0.117516,2.17656,6.91328
-2.711e-01,0.123922,2.25359,6.91563
-2.710e-01,0.117063,2.17547,6.91719
-2.709e-01,0.123812,2.23094,6.91797
-2.708e-01,0.117109,2.17469,6.91328
-2.707e-01,0.123812,2.24078,6.91641
-2.706e-01,0.117203,2.11953,6.92188
-2.705e-01,0.124188,2.25641,6.91484
-2.704e-01,0.117656,2.18875,6.91641
-2.703e-01,0.124781,2.22391,6.92344
-2.702e-01,0.118594,2.18391,6.91719
-2.701e-01,0.125734,2.18047,6.91953
-2.700e-01,0.11975,2.22766,6.925
-2.699e-01,0.126844,2.16422,6.92109
-2.698e-01,0.120859,2.18,6.91641
-2.697e-01,0.11225,2.25328,6.91641
-2.696e-01,0.119891,2.22469,6.90703
-2.695e-01,0.114703,2.26906,6.91563
-2.694e-01,0.122016,2.21437,6.91641
-2.693e-01,0.117047,2.26234,6.90781
-2.692e-01,0.115344,2.18672,6.9125
-2.691e-01,0.123547,2.27859,6.90859
-2.690e-01,0.116063,2.1775,6.90625
-2.689e-01,0.122563,2.25625,6.91641
-2.688e-01,0.115219,2.17266,6.91328
-2.687e-01,0.121437,2.23188,6.91875
-2.686e-01,0.114594,2.17422,6.91406
-2.685e-01,0.121094,2.22297,6.92188
-2.684e-01,0.114453,2.17563,6.91953
-2.683e-01,0.121328,2.21687,6.92734
-2.682e-01,0.114516,2.18031,6.92734
-2.681e-01,0.121266,2.20422,6.92266
-2.680e-01,0.115016,2.22969,6.92344
-2.679e-01,0.121937,2.23016,6.91797
-2.678e-01,0.115641,2.2,6.91953
-2.677e-01,0.122797,2.18938,6.91719
-2.676e-01,0.116687,2.19828,6.93047
-2.675e-01,0.123797,2.18812,6.93125
-2.674e-01,0.118094,2.14328,6.93516
-2.673e-01,0.109422,2.27062,6.93125
-2.672e-01,0.116547,2.23547,6.93203
-2.671e-01,0.127188,2.16031,6.93438
-2.670e-01,0.121828,2.17906,6.93203
-2.669e-01,0.113703,2.29969,6.92578
-2.668e-01,0.121141,2.26781,6.93359
-2.667e-01,0.122719,2.01031,6.92422
-2.666e-01,0.121516,2.26266,6.92109
-2.665e-01,0.120891,2.28922,6.92188
-2.664e-01,0.120516,2.13891,6.92969
-2.663e-01,0.114516,2.22516,6.93359
-2.662e-01,0.113359,2.13844,6.93125
-2.661e-01,0.121484,2.18422,6.92813
-2.660e-01,0.114594,2.13516,6.92969
-2.659e-01,0.121172,2.16281,6.92656
-2.658e-01,0.114281,2.13172,6.93359
-2.657e-01,0.121109,2.16797,6.93203
-2.656e-01,0.1145,2.13594,6.92422
-2.655e-01,0.121547,2.12359,6.92188
-2.654e-01,0.115156,2.13266,6.92734
-2.653e-01,0.122453,2.12047,6.91797
-2.652e-01,0.11625,2.12047,6.925
-2.651e-01,0.123203,2.09703,6.91953
-2.650e-01,0.117563,2.10922,6.92109
-2.649e-01,0.122812,2.27391,6.92734
-2.648e-01,0.124063,2.19031,6.92969
-2.647e-01,0.117094,2.21203,6.92422
-2.646e-01,0.124125,2.14984,6.92344
-2.645e-01,0.119063,2.18688,6.92344
-2.644e-01,0.111203,2.29547,6.93516
-2.643e-01,0.118578,2.21578,6.93359
-2.642e-01,0.114344,2.28187,6.93672
-2.641e-01,0.112563,2.18188,6.93984
-2.640e-01,0.120828,2.25297,6.93672
-2.639e-01,0.113391,2.16063,6.93594
-2.638e-01,0.120234,2.21781,6.92813
-2.637e-01,0.113578,2.14422,6.93672
-2.636e-01,0.119859,2.18094,6.92734
-2.635e-01,0.113359,2.12141,6.93281
-2.634e-01,0.119828,2.15672,6.93047
-2.633e-01,0.113516,2.11219,6.93516
-2.632e-01,0.1205,2.12906,6.93516
-2.631e-01,0.113984,2.09922,6.93516
-2.630e-01,0.118859,2.26844,6.93672
-2.629e-01,0.120047,2.20953,6.93906
-2.628e-01,0.112547,2.15547,6.93672
-2.627e-01,0.119437,2.14094,6.9375
-2.626e-01,0.114219,2.12797,6.9375
-2.625e-01,0.119906,2.27672,6.94375
-2.624e-01,0.121016,2.21578,6.93828
-2.623e-01,0.114266,2.20703,6.93516
-2.622e-01,0.121656,2.16641,6.93594
-2.621e-01,0.117047,2.17344,6.93828
-2.620e-01,0.123656,2.29297,6.9375
-2.619e-01,0.116266,2.16938,6.93438
-2.618e-01,0.122625,2.15875,6.93828
-2.617e-01,0.115625,2.09781,6.93203
-2.616e-01,0.121953,2.15813,6.9375
-2.615e-01,0.115063,2.12203,6.94453
-2.614e-01,0.121828,2.11922,6.94375
-2.613e-01,0.115312,2.04266,6.95
-2.612e-01,0.119641,2.23531,6.94141
-2.611e-01,0.120297,2.15844,6.94141
-2.610e-01,0.11225,2.08734,6.93906
-2.609e-01,0.117,2.30453,6.94063
-2.608e-01,0.118375,2.19609,6.94141
-2.607e-01,0.110797,2.15141,6.94063
-2.606e-01,0.117937,2.12781,6.93828
-2.605e-01,0.1125,2.14922,6.93281
-2.604e-01,0.119516,2.10062,6.93125
-2.603e-01,0.114328,2.11344,6.94688
-2.602e-01,0.120234,2.23078,6.93438
-2.601e-01,0.121531,2.15875,6.94063
-2.600e-01,0.114937,2.19922,6.9375
-2.599e-01,0.121937,2.40453,6.93516
-2.598e-01,0.123281,2.33781,6.93359
-2.597e-01,0.122953,2.09719,6.94063
-2.596e-01,0.117,2.13875,6.93594
-2.595e-01,0.124125,2.25484,6.93438
-2.594e-01,0.117391,2.17656,6.93594
-2.593e-01,0.123656,2.19203,6.93906
-2.592e-01,0.117016,2.10891,6.93828
-2.591e-01,0.124125,2.13719,6.93047
-2.590e-01,0.117266,2.10766,6.93906
-2.589e-01,0.124125,2.10609,6.9375
-2.588e-01,0.117844,2.08062,6.93984
-2.587e-01,0.123,2.26187,6.94219
-2.586e-01,0.124125,2.19031,6.93516
-2.585e-01,0.116266,2.15656,6.93203
-2.584e-01,0.123531,2.13266,6.93438
-2.583e-01,0.117891,2.13844,6.93203
-2.582e-01,0.109734,2.20844,6.92734
-2.581e-01,0.116906,2.16703,6.94141
-2.580e-01,0.111906,2.21109,6.93828
-2.579e-01,0.11875,2.1625,6.93984
-2.578e-01,0.114656,2.21234,6.93594
-2.577e-01,0.121625,2.12938,6.93594
-2.576e-01,0.117234,2.29219,6.94141
-2.575e-01,0.115844,2.12578,6.94375
-2.574e-01,0.123891,2.18188,6.93984
-2.573e-01,0.116906,2.11016,6.95078
-2.572e-01,0.123281,2.13797,6.93203
-2.571e-01,0.116359,2.10719,6.93828
-2.570e-01,0.123047,2.16859,6.93984
-2.569e-01,0.116359,2.11844,6.93438
-2.568e-01,0.123188,2.15859,6.94375
-2.567e-01,0.116563,2.13109,6.93125
-2.566e-01,0.123625,2.16672,6.93672
-2.565e-01,0.117172,2.18797,6.93047
-2.564e-01,0.124219,2.17172,6.93438
-2.563e-01,0.118125,2.15813,6.93281
-2.562e-01,0.125453,2.16328,6.93359
-2.561e-01,0.119422,2.17422,6.9375
-2.560e-01,0.110625,2.195,6.93828
-2.559e-01,0.117797,2.19406,6.93359
-2.558e-01,0.112969,2.26031,6.93906
-2.557e-01,0.120109,2.22125,6.9375
-2.556e-01,0.121453,2.08641,6.94375
-2.555e-01,0.114922,2.19953,6.94219
-2.554e-01,0.121937,2.11672,6.94688
-2.553e-01,0.117203,2.18828,6.95
-2.552e-01,0.115766,2.12219,6.95234
-2.551e-01,0.12375,2.22047,6.93828
-2.550e-01,0.116531,2.12219,6.93672
-2.549e-01,0.122797,2.20891,6.93359
-2.548e-01,0.115547,2.14328,6.94141
-2.547e-01,0.121922,2.21391,6.9375
-2.546e-01,0.115031,2.17313,6.94063
-2.545e-01,0.121859,2.23266,6.94531
-2.544e-01,0.115219,2.19953,6.94844
-2.543e-01,0.121703,2.23906,6.94219
-2.542e-01,0.115344,2.19234,6.94375
